tblCodeID,Code,Rel_tblCodeID,Rel_Code,Rel_Codedesc,Rel_tblCodeTypeID,Rel_CodeType,"tblCodeID	Code	Rel_tblCodeID	Rel_Code	Rel_Codedesc	Rel_tblCodeTypeID	Rel_CodeType",,,,,,
136694,sbr-comb,136785,27.7.c.2,Porcupine Bank Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136785	27.7.c.2	Porcupine Bank Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136771,27.9.a,Portugese Waters - East,358,ICES_Area                     ,"136694	sbr-comb	136771	27.9.a	Portugese Waters - East	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136773,27.9.b.2,Portugese Waters - West Non-NEAFC regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136773	27.9.b.2	Portugese Waters - West Non-NEAFC regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136772,27.9.b.1,Portugese Waters - West Parts in NEAFC regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136772	27.9.b.1	Portugese Waters - West Parts in NEAFC regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136780,27.6.b.1,Rockall - Part of NEAFC area I ,358,ICES_Area                     ,"136694	sbr-comb	136780	27.6.b.1	Rockall - Part of NEAFC area I 	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136781,27.6.b.2,Rockall Non-NEAFC area,358,ICES_Area                     ,"136694	sbr-comb	136781	27.6.b.2	Rockall Non-NEAFC area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136767,27.3.a,"Skagerrak, Kattegat",358,ICES_Area                     ,"136694	sbr-comb	136767	27.3.a	""Skagerrak"," Kattegat""	358	ICES_Area                     ",,,,,
136694,sbr-comb,136750,27.3.b.23,Sound,358,ICES_Area                     ,"136694	sbr-comb	136750	27.3.b.23	Sound	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136811,27.14.b.1,Southeast Greenland - Parts of NEAFC Regulatory Area ,358,ICES_Area                     ,"136694	sbr-comb	136811	27.14.b.1	Southeast Greenland - Parts of NEAFC Regulatory Area 	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136812,27.14.b.2,Southeast Greenland Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136812	27.14.b.2	Southeast Greenland Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136753,27.3.d.26,Southern Central Baltic - East,358,ICES_Area                     ,"136694	sbr-comb	136753	27.3.d.26	Southern Central Baltic - East	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136752,27.3.d.25,Southern Central Baltic - West,358,ICES_Area                     ,"136694	sbr-comb	136752	27.3.d.25	Southern Central Baltic - West	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136770,27.4.c,Southern North Sea,358,ICES_Area                     ,"136694	sbr-comb	136770	27.4.c	Southern North Sea	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136797,27.7.j.1,Southwest of Ireland - East - Parts of the NEAFC Regulatory,358,ICES_Area                     ,"136694	sbr-comb	136797	27.7.j.1	Southwest of Ireland - East - Parts of the NEAFC Regulatory	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136798,27.7.j.2,Southwest of Ireland - East Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136798	27.7.j.2	Southwest of Ireland - East Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136799,27.7.k.1,Southwest of Ireland - West - Part of the NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136799	27.7.k.1	Southwest of Ireland - West - Part of the NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136800,27.7.k.2,Southwest of Ireland - West - Part of the Non-NEAFC Area I,358,ICES_Area                     ,"136694	sbr-comb	136800	27.7.k.2	Southwest of Ireland - West - Part of the Non-NEAFC Area I	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136765,27.2.b.1,Spitsbergen and Bear Island - NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136765	27.2.b.1	Spitsbergen and Bear Island - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136766,27.2.b.2,Spitsbergen and Bear Island - Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136766	27.2.b.2	Spitsbergen and Bear Island - Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136804,27.12.a.1,Subdivision XIIa1 - NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136804	27.12.a.1	Subdivision XIIa1 - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136805,27.12.a.2,Subdivision XIIa2 - NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136805	27.12.a.2	Subdivision XIIa2 - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136806,27.12.a.3,Subdivision XIIa3 Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136806	27.12.a.3	Subdivision XIIa3 Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136807,27.12.a.4,Subdivision XIIa4 Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136807	27.12.a.4	Subdivision XIIa4 Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136795,27.8.e.1,West of Bay of Biscay - Parts in NEAFC Regulatory Area ,358,ICES_Area                     ,"136694	sbr-comb	136795	27.8.e.1	West of Bay of Biscay - Parts in NEAFC Regulatory Area 	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136796,27.8.e.2,West of Bay of Biscay Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136694	sbr-comb	136796	27.8.e.2	West of Bay of Biscay Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136754,27.3.d.27,West of Gotland,358,ICES_Area                     ,"136694	sbr-comb	136754	27.3.d.27	West of Gotland	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136783,27.7.b,West of Ireland ,358,ICES_Area                     ,"136694	sbr-comb	136783	27.7.b	West of Ireland 	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136787,27.7.e,Western English Channel,358,ICES_Area                     ,"136694	sbr-comb	136787	27.7.e	Western English Channel	358	ICES_Area                     ",,,,,,
136694,sbr-comb,136808,27.12.b,Western Hatton Bank,358,ICES_Area                     ,"136694	sbr-comb	136808	27.12.b	Western Hatton Bank	358	ICES_Area                     ",,,,,,
136695,sbr-ix,136771,27.9.a,Portugese Waters - East,358,ICES_Area                     ,"136695	sbr-ix	136771	27.9.a	Portugese Waters - East	358	ICES_Area                     ",,,,,,
136695,sbr-ix,136773,27.9.b.2,Portugese Waters - West Non-NEAFC regulatory Area,358,ICES_Area                     ,"136695	sbr-ix	136773	27.9.b.2	Portugese Waters - West Non-NEAFC regulatory Area	358	ICES_Area                     ",,,,,,
136695,sbr-ix,136772,27.9.b.1,Portugese Waters - West Parts in NEAFC regulatory Area,358,ICES_Area                     ,"136695	sbr-ix	136772	27.9.b.1	Portugese Waters - West Parts in NEAFC regulatory Area	358	ICES_Area                     ",,,,,,
136696,sbr-x,136801,27.10.a.1,Azores Grounds - Parts of the NEAFC Regulatory Area,358,ICES_Area                     ,"136696	sbr-x	136801	27.10.a.1	Azores Grounds - Parts of the NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136696,sbr-x,136802,27.10.a.2,Azores Grounds Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136696	sbr-x	136802	27.10.a.2	Azores Grounds Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136696,sbr-x,136803,27.10.b,Northeast Atlantic South,358,ICES_Area                     ,"136696	sbr-x	136803	27.10.b	Northeast Atlantic South	358	ICES_Area                     ",,,,,,
169259,sck.27.nea,136755,27.3.d.29,Archipelago Sea,358,ICES_Area                     ,"169259	sck.27.nea	136755	27.3.d.29	Archipelago Sea	358	ICES_Area                     ",,,,,,
169259,sck.27.nea,136801,27.10.a.1,Azores Grounds - Parts of the NEAFC Regulatory Area,358,ICES_Area                     ,"169259	sck.27.nea	136801	27.10.a.1	Azores Grounds - Parts of the NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169259,sck.27.nea,136802,27.10.a.2,Azores Grounds Non-NEAFC Regulatory Area,358,ICES_Area                     ,"169259	sck.27.nea	136802	27.10.a.2	Azores Grounds Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169259,sck.27.nea,136751,27.3.d.24,Baltic West of Bornholm,358,ICES_Area                     ,"169259	sck.27.nea	136751	27.3.d.24	Baltic West of Bornholm	358	ICES_Area                     ",,,,,,
169259,sck.27.nea,136761,27.1.a,Barents Sea - NEAFC Regulatory Area,358,ICES_Area                     ,"169259	sck.27.nea	136761	27.1.a	Barents Sea - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169259,sck.27.nea,136762,27.1.b,Barents Sea - Non NEAFC Regulatory Area,358,ICES_Area                     ,"169259	sck.27.nea	136762	27.1.b	Barents Sea - Non NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169259,sck.27.nea,136791,27.8.b,Bay of Biscay - Central,358,ICES_Area                     ,"169259	sck.27.nea	136791	27.8.b	Bay of Biscay - Central	358	ICES_Area                     ",,,,,,
169259,sck.27.nea,136790,27.8.a,Bay of Biscay - North,358,ICES_Area                     ,"169259	sck.27.nea	136790	27.8.a	Bay of Biscay - North	358	ICES_Area                     ",,,,,,
169259,sck.27.nea,136793,27.8.d.1,Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area,358,ICES_Area                     ,"169259	sck.27.nea	136793	27.8.d.1	Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169259,sck.27.nea,136794,27.8.d.2,Bay of Biscay - Offshore Non-NEAFC Regulatory Area,358,ICES_Area                     ,"169259	sck.27.nea	136794	27.8.d.2	Bay of Biscay - Offshore Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
