tblCodeID,Code,Rel_tblCodeID,Rel_Code,Rel_Codedesc,Rel_tblCodeTypeID,Rel_CodeType,"tblCodeID	Code	Rel_tblCodeID	Rel_Code	Rel_Codedesc	Rel_tblCodeTypeID	Rel_CodeType",,,,,,
137837,anb-78ab,136799,27.7.k.1,Southwest of Ireland - West - Part of the NEAFC Regulatory Area,358,ICES_Area                     ,"137837	anb-78ab	136799	27.7.k.1	Southwest of Ireland - West - Part of the NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137837,anb-78ab,136800,27.7.k.2,Southwest of Ireland - West - Part of the Non-NEAFC Area I,358,ICES_Area                     ,"137837	anb-78ab	136800	27.7.k.2	Southwest of Ireland - West - Part of the Non-NEAFC Area I	358	ICES_Area                     ",,,,,,
137837,anb-78ab,136783,27.7.b,West of Ireland ,358,ICES_Area                     ,"137837	anb-78ab	136783	27.7.b	West of Ireland 	358	ICES_Area                     ",,,,,,
137837,anb-78ab,136787,27.7.e,Western English Channel,358,ICES_Area                     ,"137837	anb-78ab	136787	27.7.e	Western English Channel	358	ICES_Area                     ",,,,,,
136483,anb-8c9a,136792,27.8.c,Bay of Biscay - South,358,ICES_Area                     ,"136483	anb-8c9a	136792	27.8.c	Bay of Biscay - South	358	ICES_Area                     ",,,,,,
136483,anb-8c9a,136771,27.9.a,Portugese Waters - East,358,ICES_Area                     ,"136483	anb-8c9a	136771	27.9.a	Portugese Waters - East	358	ICES_Area                     ",,,,,,
169051,ane.27.8,136791,27.8.b,Bay of Biscay - Central,358,ICES_Area                     ,"169051	ane.27.8	136791	27.8.b	Bay of Biscay - Central	358	ICES_Area                     ",,,,,,
169051,ane.27.8,136790,27.8.a,Bay of Biscay - North,358,ICES_Area                     ,"169051	ane.27.8	136790	27.8.a	Bay of Biscay - North	358	ICES_Area                     ",,,,,,
169051,ane.27.8,136793,27.8.d.1,Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area,358,ICES_Area                     ,"169051	ane.27.8	136793	27.8.d.1	Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169051,ane.27.8,136794,27.8.d.2,Bay of Biscay - Offshore Non-NEAFC Regulatory Area,358,ICES_Area                     ,"169051	ane.27.8	136794	27.8.d.2	Bay of Biscay - Offshore Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169051,ane.27.8,136792,27.8.c,Bay of Biscay - South,358,ICES_Area                     ,"169051	ane.27.8	136792	27.8.c	Bay of Biscay - South	358	ICES_Area                     ",,,,,,
169051,ane.27.8,136795,27.8.e.1,West of Bay of Biscay - Parts in NEAFC Regulatory Area ,358,ICES_Area                     ,"169051	ane.27.8	136795	27.8.e.1	West of Bay of Biscay - Parts in NEAFC Regulatory Area 	358	ICES_Area                     ",,,,,,
169051,ane.27.8,136796,27.8.e.2,West of Bay of Biscay Non-NEAFC Regulatory Area,358,ICES_Area                     ,"169051	ane.27.8	136796	27.8.e.2	West of Bay of Biscay Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169052,ane.27.9a,136771,27.9.a,Portugese Waters - East,358,ICES_Area                     ,"169052	ane.27.9a	136771	27.9.a	Portugese Waters - East	358	ICES_Area                     ",,,,,,
136484,ane-bisc,136791,27.8.b,Bay of Biscay - Central,358,ICES_Area                     ,"136484	ane-bisc	136791	27.8.b	Bay of Biscay - Central	358	ICES_Area                     ",,,,,,
136484,ane-bisc,136790,27.8.a,Bay of Biscay - North,358,ICES_Area                     ,"136484	ane-bisc	136790	27.8.a	Bay of Biscay - North	358	ICES_Area                     ",,,,,,
136484,ane-bisc,136793,27.8.d.1,Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area,358,ICES_Area                     ,"136484	ane-bisc	136793	27.8.d.1	Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136484,ane-bisc,136794,27.8.d.2,Bay of Biscay - Offshore Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136484	ane-bisc	136794	27.8.d.2	Bay of Biscay - Offshore Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136484,ane-bisc,136792,27.8.c,Bay of Biscay - South,358,ICES_Area                     ,"136484	ane-bisc	136792	27.8.c	Bay of Biscay - South	358	ICES_Area                     ",,,,,,
136484,ane-bisc,136795,27.8.e.1,West of Bay of Biscay - Parts in NEAFC Regulatory Area ,358,ICES_Area                     ,"136484	ane-bisc	136795	27.8.e.1	West of Bay of Biscay - Parts in NEAFC Regulatory Area 	358	ICES_Area                     ",,,,,,
136484,ane-bisc,136796,27.8.e.2,West of Bay of Biscay Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136484	ane-bisc	136796	27.8.e.2	West of Bay of Biscay Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136485,ane-pore,136771,27.9.a,Portugese Waters - East,358,ICES_Area                     ,"136485	ane-pore	136771	27.9.a	Portugese Waters - East	358	ICES_Area                     ",,,,,,
169053,anf.27.1-2,136761,27.1.a,Barents Sea - NEAFC Regulatory Area,358,ICES_Area                     ,"169053	anf.27.1-2	136761	27.1.a	Barents Sea - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169053,anf.27.1-2,136762,27.1.b,Barents Sea - Non NEAFC Regulatory Area,358,ICES_Area                     ,"169053	anf.27.1-2	136762	27.1.b	Barents Sea - Non NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169053,anf.27.1-2,136763,27.2.a.1,Norwegian Sea - NEAFC Regulatory Area,358,ICES_Area                     ,"169053	anf.27.1-2	136763	27.2.a.1	Norwegian Sea - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169053,anf.27.1-2,136764,27.2.a.2,Norwegian Sea - Non-NEAFC Regulatory Area,358,ICES_Area                     ,"169053	anf.27.1-2	136764	27.2.a.2	Norwegian Sea - Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169053,anf.27.1-2,136765,27.2.b.1,Spitsbergen and Bear Island - NEAFC Regulatory Area,358,ICES_Area                     ,"169053	anf.27.1-2	136765	27.2.b.1	Spitsbergen and Bear Island - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169053,anf.27.1-2,136766,27.2.b.2,Spitsbergen and Bear Island - Non-NEAFC Regulatory Area,358,ICES_Area                     ,"169053	anf.27.1-2	136766	27.2.b.2	Spitsbergen and Bear Island - Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169054,anf.27.3a46,136769,27.4.b,Central North Sea,358,ICES_Area                     ,"169054	anf.27.3a46	136769	27.4.b	Central North Sea	358	ICES_Area                     ",,,,,,
169054,anf.27.3a46,136768,27.4.a,Northern North Sea,358,ICES_Area                     ,"169054	anf.27.3a46	136768	27.4.a	Northern North Sea	358	ICES_Area                     ",,,,,,
169054,anf.27.3a46,136779,27.6.a,Northwest Coast of Scotland and North Ireland or as the West of Scotland,358,ICES_Area                     ,"169054	anf.27.3a46	136779	27.6.a	Northwest Coast of Scotland and North Ireland or as the West of Scotland	358	ICES_Area                     ",,,,,,
169054,anf.27.3a46,136780,27.6.b.1,Rockall - Part of NEAFC area I ,358,ICES_Area                     ,"169054	anf.27.3a46	136780	27.6.b.1	Rockall - Part of NEAFC area I 	358	ICES_Area                     ",,,,,,
169054,anf.27.3a46,136781,27.6.b.2,Rockall Non-NEAFC area,358,ICES_Area                     ,"169054	anf.27.3a46	136781	27.6.b.2	Rockall Non-NEAFC area	358	ICES_Area                     ",,,,,,
169054,anf.27.3a46,136767,27.3.a,"Skagerrak, Kattegat",358,ICES_Area                     ,"169054	anf.27.3a46	136767	27.3.a	""Skagerrak"," Kattegat""	358	ICES_Area                     ",,,,,
169054,anf.27.3a46,136770,27.4.c,Southern North Sea,358,ICES_Area                     ,"169054	anf.27.3a46	136770	27.4.c	Southern North Sea	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136791,27.8.b,Bay of Biscay - Central,358,ICES_Area                     ,"136486	ang-78ab	136791	27.8.b	Bay of Biscay - Central	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136790,27.8.a,Bay of Biscay - North,358,ICES_Area                     ,"136486	ang-78ab	136790	27.8.a	Bay of Biscay - North	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136793,27.8.d.1,Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area,358,ICES_Area                     ,"136486	ang-78ab	136793	27.8.d.1	Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136794,27.8.d.2,Bay of Biscay - Offshore Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136486	ang-78ab	136794	27.8.d.2	Bay of Biscay - Offshore Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136788,27.7.f,Bristol Channel,358,ICES_Area                     ,"136486	ang-78ab	136788	27.7.f	Bristol Channel	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136789,27.7.g,Celtic Sea North,358,ICES_Area                     ,"136486	ang-78ab	136789	27.7.g	Celtic Sea North	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136814,27.7.h,Celtic Sea South,358,ICES_Area                     ,"136486	ang-78ab	136814	27.7.h	Celtic Sea South	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136786,27.7.d,Eastern English Channel,358,ICES_Area                     ,"136486	ang-78ab	136786	27.7.d	Eastern English Channel	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136784,27.7.c.1,Porcupine Bank - NEAFC Regulatory Area,358,ICES_Area                     ,"136486	ang-78ab	136784	27.7.c.1	Porcupine Bank - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136785,27.7.c.2,Porcupine Bank Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136486	ang-78ab	136785	27.7.c.2	Porcupine Bank Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136797,27.7.j.1,Southwest of Ireland - East - Parts of the NEAFC Regulatory,358,ICES_Area                     ,"136486	ang-78ab	136797	27.7.j.1	Southwest of Ireland - East - Parts of the NEAFC Regulatory	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136798,27.7.j.2,Southwest of Ireland - East Non-NEAFC Regulatory Area,358,ICES_Area                     ,"136486	ang-78ab	136798	27.7.j.2	Southwest of Ireland - East Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136799,27.7.k.1,Southwest of Ireland - West - Part of the NEAFC Regulatory Area,358,ICES_Area                     ,"136486	ang-78ab	136799	27.7.k.1	Southwest of Ireland - West - Part of the NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136800,27.7.k.2,Southwest of Ireland - West - Part of the Non-NEAFC Area I,358,ICES_Area                     ,"136486	ang-78ab	136800	27.7.k.2	Southwest of Ireland - West - Part of the Non-NEAFC Area I	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136783,27.7.b,West of Ireland ,358,ICES_Area                     ,"136486	ang-78ab	136783	27.7.b	West of Ireland 	358	ICES_Area                     ",,,,,,
136486,ang-78ab,136787,27.7.e,Western English Channel,358,ICES_Area                     ,"136486	ang-78ab	136787	27.7.e	Western English Channel	358	ICES_Area                     ",,,,,,
137435,ang-arct,136761,27.1.a,Barents Sea - NEAFC Regulatory Area,358,ICES_Area                     ,"137435	ang-arct	136761	27.1.a	Barents Sea - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137435,ang-arct,136762,27.1.b,Barents Sea - Non NEAFC Regulatory Area,358,ICES_Area                     ,"137435	ang-arct	136762	27.1.b	Barents Sea - Non NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137435,ang-arct,136763,27.2.a.1,Norwegian Sea - NEAFC Regulatory Area,358,ICES_Area                     ,"137435	ang-arct	136763	27.2.a.1	Norwegian Sea - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137435,ang-arct,136764,27.2.a.2,Norwegian Sea - Non-NEAFC Regulatory Area,358,ICES_Area                     ,"137435	ang-arct	136764	27.2.a.2	Norwegian Sea - Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137435,ang-arct,136765,27.2.b.1,Spitsbergen and Bear Island - NEAFC Regulatory Area,358,ICES_Area                     ,"137435	ang-arct	136765	27.2.b.1	Spitsbergen and Bear Island - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137435,ang-arct,136766,27.2.b.2,Spitsbergen and Bear Island - Non-NEAFC Regulatory Area,358,ICES_Area                     ,"137435	ang-arct	136766	27.2.b.2	Spitsbergen and Bear Island - Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
136487,ang-ivvi,136769,27.4.b,Central North Sea,358,ICES_Area                     ,"136487	ang-ivvi	136769	27.4.b	Central North Sea	358	ICES_Area                     ",,,,,,
136487,ang-ivvi,136768,27.4.a,Northern North Sea,358,ICES_Area                     ,"136487	ang-ivvi	136768	27.4.a	Northern North Sea	358	ICES_Area                     ",,,,,,
136487,ang-ivvi,136779,27.6.a,Northwest Coast of Scotland and North Ireland or as the West of Scotland,358,ICES_Area                     ,"136487	ang-ivvi	136779	27.6.a	Northwest Coast of Scotland and North Ireland or as the West of Scotland	358	ICES_Area                     ",,,,,,
136487,ang-ivvi,136780,27.6.b.1,Rockall - Part of NEAFC area I ,358,ICES_Area                     ,"136487	ang-ivvi	136780	27.6.b.1	Rockall - Part of NEAFC area I 	358	ICES_Area                     ",,,,,,
136487,ang-ivvi,136781,27.6.b.2,Rockall Non-NEAFC area,358,ICES_Area                     ,"136487	ang-ivvi	136781	27.6.b.2	Rockall Non-NEAFC area	358	ICES_Area                     ",,,,,,
136487,ang-ivvi,136767,27.3.a,"Skagerrak, Kattegat",358,ICES_Area                     ,"136487	ang-ivvi	136767	27.3.a	""Skagerrak"," Kattegat""	358	ICES_Area                     ",,,,,
136487,ang-ivvi,136770,27.4.c,Southern North Sea,358,ICES_Area                     ,"136487	ang-ivvi	136770	27.4.c	Southern North Sea	358	ICES_Area                     ",,,,,,
137849,ang-kask,136767,27.3.a,"Skagerrak, Kattegat",358,ICES_Area                     ,"137849	ang-kask	136767	27.3.a	""Skagerrak"," Kattegat""	358	ICES_Area                     ",,,,,
169049,ank.27.78ab,136791,27.8.b,Bay of Biscay - Central,358,ICES_Area                     ,"169049	ank.27.78ab	136791	27.8.b	Bay of Biscay - Central	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136790,27.8.a,Bay of Biscay - North,358,ICES_Area                     ,"169049	ank.27.78ab	136790	27.8.a	Bay of Biscay - North	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136793,27.8.d.1,Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area,358,ICES_Area                     ,"169049	ank.27.78ab	136793	27.8.d.1	Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136794,27.8.d.2,Bay of Biscay - Offshore Non-NEAFC Regulatory Area,358,ICES_Area                     ,"169049	ank.27.78ab	136794	27.8.d.2	Bay of Biscay - Offshore Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136788,27.7.f,Bristol Channel,358,ICES_Area                     ,"169049	ank.27.78ab	136788	27.7.f	Bristol Channel	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136789,27.7.g,Celtic Sea North,358,ICES_Area                     ,"169049	ank.27.78ab	136789	27.7.g	Celtic Sea North	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136814,27.7.h,Celtic Sea South,358,ICES_Area                     ,"169049	ank.27.78ab	136814	27.7.h	Celtic Sea South	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136786,27.7.d,Eastern English Channel,358,ICES_Area                     ,"169049	ank.27.78ab	136786	27.7.d	Eastern English Channel	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136784,27.7.c.1,Porcupine Bank - NEAFC Regulatory Area,358,ICES_Area                     ,"169049	ank.27.78ab	136784	27.7.c.1	Porcupine Bank - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136785,27.7.c.2,Porcupine Bank Non-NEAFC Regulatory Area,358,ICES_Area                     ,"169049	ank.27.78ab	136785	27.7.c.2	Porcupine Bank Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136797,27.7.j.1,Southwest of Ireland - East - Parts of the NEAFC Regulatory,358,ICES_Area                     ,"169049	ank.27.78ab	136797	27.7.j.1	Southwest of Ireland - East - Parts of the NEAFC Regulatory	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136798,27.7.j.2,Southwest of Ireland - East Non-NEAFC Regulatory Area,358,ICES_Area                     ,"169049	ank.27.78ab	136798	27.7.j.2	Southwest of Ireland - East Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136799,27.7.k.1,Southwest of Ireland - West - Part of the NEAFC Regulatory Area,358,ICES_Area                     ,"169049	ank.27.78ab	136799	27.7.k.1	Southwest of Ireland - West - Part of the NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136800,27.7.k.2,Southwest of Ireland - West - Part of the Non-NEAFC Area I,358,ICES_Area                     ,"169049	ank.27.78ab	136800	27.7.k.2	Southwest of Ireland - West - Part of the Non-NEAFC Area I	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136783,27.7.b,West of Ireland ,358,ICES_Area                     ,"169049	ank.27.78ab	136783	27.7.b	West of Ireland 	358	ICES_Area                     ",,,,,,
169049,ank.27.78ab,136787,27.7.e,Western English Channel,358,ICES_Area                     ,"169049	ank.27.78ab	136787	27.7.e	Western English Channel	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136791,27.8.b,Bay of Biscay - Central,358,ICES_Area                     ,"195875	ank.27.78abd	136791	27.8.b	Bay of Biscay - Central	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136790,27.8.a,Bay of Biscay - North,358,ICES_Area                     ,"195875	ank.27.78abd	136790	27.8.a	Bay of Biscay - North	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136793,27.8.d.1,Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area,358,ICES_Area                     ,"195875	ank.27.78abd	136793	27.8.d.1	Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136794,27.8.d.2,Bay of Biscay - Offshore Non-NEAFC Regulatory Area,358,ICES_Area                     ,"195875	ank.27.78abd	136794	27.8.d.2	Bay of Biscay - Offshore Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136788,27.7.f,Bristol Channel,358,ICES_Area                     ,"195875	ank.27.78abd	136788	27.7.f	Bristol Channel	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136789,27.7.g,Celtic Sea North,358,ICES_Area                     ,"195875	ank.27.78abd	136789	27.7.g	Celtic Sea North	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136814,27.7.h,Celtic Sea South,358,ICES_Area                     ,"195875	ank.27.78abd	136814	27.7.h	Celtic Sea South	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136786,27.7.d,Eastern English Channel,358,ICES_Area                     ,"195875	ank.27.78abd	136786	27.7.d	Eastern English Channel	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136782,27.7.a,Irish Sea,358,ICES_Area                     ,"195875	ank.27.78abd	136782	27.7.a	Irish Sea	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136784,27.7.c.1,Porcupine Bank - NEAFC Regulatory Area,358,ICES_Area                     ,"195875	ank.27.78abd	136784	27.7.c.1	Porcupine Bank - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136785,27.7.c.2,Porcupine Bank Non-NEAFC Regulatory Area,358,ICES_Area                     ,"195875	ank.27.78abd	136785	27.7.c.2	Porcupine Bank Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136797,27.7.j.1,Southwest of Ireland - East - Parts of the NEAFC Regulatory,358,ICES_Area                     ,"195875	ank.27.78abd	136797	27.7.j.1	Southwest of Ireland - East - Parts of the NEAFC Regulatory	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136798,27.7.j.2,Southwest of Ireland - East Non-NEAFC Regulatory Area,358,ICES_Area                     ,"195875	ank.27.78abd	136798	27.7.j.2	Southwest of Ireland - East Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136799,27.7.k.1,Southwest of Ireland - West - Part of the NEAFC Regulatory Area,358,ICES_Area                     ,"195875	ank.27.78abd	136799	27.7.k.1	Southwest of Ireland - West - Part of the NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136800,27.7.k.2,Southwest of Ireland - West - Part of the Non-NEAFC Area I,358,ICES_Area                     ,"195875	ank.27.78abd	136800	27.7.k.2	Southwest of Ireland - West - Part of the Non-NEAFC Area I	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136783,27.7.b,West of Ireland ,358,ICES_Area                     ,"195875	ank.27.78abd	136783	27.7.b	West of Ireland 	358	ICES_Area                     ",,,,,,
195875,ank.27.78abd,136787,27.7.e,Western English Channel,358,ICES_Area                     ,"195875	ank.27.78abd	136787	27.7.e	Western English Channel	358	ICES_Area                     ",,,,,,
169050,ank.27.8c9a,136792,27.8.c,Bay of Biscay - South,358,ICES_Area                     ,"169050	ank.27.8c9a	136792	27.8.c	Bay of Biscay - South	358	ICES_Area                     ",,,,,,
169050,ank.27.8c9a,136771,27.9.a,Portugese Waters - East,358,ICES_Area                     ,"169050	ank.27.8c9a	136771	27.9.a	Portugese Waters - East	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136791,27.8.b,Bay of Biscay - Central,358,ICES_Area                     ,"137838	anp-78ab	136791	27.8.b	Bay of Biscay - Central	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136790,27.8.a,Bay of Biscay - North,358,ICES_Area                     ,"137838	anp-78ab	136790	27.8.a	Bay of Biscay - North	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136793,27.8.d.1,Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area,358,ICES_Area                     ,"137838	anp-78ab	136793	27.8.d.1	Bay of Biscay - Offshore - Parts in NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136794,27.8.d.2,Bay of Biscay - Offshore Non-NEAFC Regulatory Area,358,ICES_Area                     ,"137838	anp-78ab	136794	27.8.d.2	Bay of Biscay - Offshore Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136788,27.7.f,Bristol Channel,358,ICES_Area                     ,"137838	anp-78ab	136788	27.7.f	Bristol Channel	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136789,27.7.g,Celtic Sea North,358,ICES_Area                     ,"137838	anp-78ab	136789	27.7.g	Celtic Sea North	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136814,27.7.h,Celtic Sea South,358,ICES_Area                     ,"137838	anp-78ab	136814	27.7.h	Celtic Sea South	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136786,27.7.d,Eastern English Channel,358,ICES_Area                     ,"137838	anp-78ab	136786	27.7.d	Eastern English Channel	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136784,27.7.c.1,Porcupine Bank - NEAFC Regulatory Area,358,ICES_Area                     ,"137838	anp-78ab	136784	27.7.c.1	Porcupine Bank - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136785,27.7.c.2,Porcupine Bank Non-NEAFC Regulatory Area,358,ICES_Area                     ,"137838	anp-78ab	136785	27.7.c.2	Porcupine Bank Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136797,27.7.j.1,Southwest of Ireland - East - Parts of the NEAFC Regulatory,358,ICES_Area                     ,"137838	anp-78ab	136797	27.7.j.1	Southwest of Ireland - East - Parts of the NEAFC Regulatory	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136798,27.7.j.2,Southwest of Ireland - East Non-NEAFC Regulatory Area,358,ICES_Area                     ,"137838	anp-78ab	136798	27.7.j.2	Southwest of Ireland - East Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136799,27.7.k.1,Southwest of Ireland - West - Part of the NEAFC Regulatory Area,358,ICES_Area                     ,"137838	anp-78ab	136799	27.7.k.1	Southwest of Ireland - West - Part of the NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136800,27.7.k.2,Southwest of Ireland - West - Part of the Non-NEAFC Area I,358,ICES_Area                     ,"137838	anp-78ab	136800	27.7.k.2	Southwest of Ireland - West - Part of the Non-NEAFC Area I	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136783,27.7.b,West of Ireland ,358,ICES_Area                     ,"137838	anp-78ab	136783	27.7.b	West of Ireland 	358	ICES_Area                     ",,,,,,
137838,anp-78ab,136787,27.7.e,Western English Channel,358,ICES_Area                     ,"137838	anp-78ab	136787	27.7.e	Western English Channel	358	ICES_Area                     ",,,,,,
136488,anp-8c9a,136792,27.8.c,Bay of Biscay - South,358,ICES_Area                     ,"136488	anp-8c9a	136792	27.8.c	Bay of Biscay - South	358	ICES_Area                     ",,,,,,
136488,anp-8c9a,136771,27.9.a,Portugese Waters - East,358,ICES_Area                     ,"136488	anp-8c9a	136771	27.9.a	Portugese Waters - East	358	ICES_Area                     ",,,,,,
150496,arg-123a4,136761,27.1.a,Barents Sea - NEAFC Regulatory Area,358,ICES_Area                     ,"150496	arg-123a4	136761	27.1.a	Barents Sea - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
150496,arg-123a4,136762,27.1.b,Barents Sea - Non NEAFC Regulatory Area,358,ICES_Area                     ,"150496	arg-123a4	136762	27.1.b	Barents Sea - Non NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
150496,arg-123a4,136769,27.4.b,Central North Sea,358,ICES_Area                     ,"150496	arg-123a4	136769	27.4.b	Central North Sea	358	ICES_Area                     ",,,,,,
150496,arg-123a4,136768,27.4.a,Northern North Sea,358,ICES_Area                     ,"150496	arg-123a4	136768	27.4.a	Northern North Sea	358	ICES_Area                     ",,,,,,
150496,arg-123a4,136763,27.2.a.1,Norwegian Sea - NEAFC Regulatory Area,358,ICES_Area                     ,"150496	arg-123a4	136763	27.2.a.1	Norwegian Sea - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
150496,arg-123a4,136764,27.2.a.2,Norwegian Sea - Non-NEAFC Regulatory Area,358,ICES_Area                     ,"150496	arg-123a4	136764	27.2.a.2	Norwegian Sea - Non-NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
150496,arg-123a4,136767,27.3.a,"Skagerrak, Kattegat",358,ICES_Area                     ,"150496	arg-123a4	136767	27.3.a	""Skagerrak"," Kattegat""	358	ICES_Area                     ",,,,,
150496,arg-123a4,136770,27.4.c,Southern North Sea,358,ICES_Area                     ,"150496	arg-123a4	136770	27.4.c	Southern North Sea	358	ICES_Area                     ",,,,,,
150496,arg-123a4,136765,27.2.b.1,Spitsbergen and Bear Island - NEAFC Regulatory Area,358,ICES_Area                     ,"150496	arg-123a4	136765	27.2.b.1	Spitsbergen and Bear Island - NEAFC Regulatory Area	358	ICES_Area                     ",,,,,,
