EcoRegion,Stock,Area,Year,R,SSB,Landings,F,Method,Assessment_URL,Meeting,Fref,key,Fref_point,F_Fref,Meeting_comments,Blim,catch,biomass,Scientific_name,Species,Bref_point,Bref,B_Bref,asses_year,version,stk_updated
Western Med.,ARS,09_10_11,2006,234817,551,NA,0.92,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,2.044,NA,NA,615,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2007,222835,496,NA,0.67,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.489,NA,NA,359,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2008,262871,503,NA,0.47,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.044,NA,NA,253,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2009,230971,516,NA,0.54,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.2,NA,NA,306,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2010,267297,530,NA,0.64,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.422,NA,NA,378,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2011,388065,577,NA,0.51,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.133,NA,NA,311,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2012,317620,617,NA,0.46,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.022,NA,NA,308,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2013,292460,715,NA,0.6,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.333,NA,NA,453,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2014,299319,708,NA,0.67,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.489,NA,NA,532,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2015,343158,659,NA,0.52,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.156,NA,NA,379,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2016,300702,709,NA,0.47,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.044,NA,NA,355,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2017,278590,649,NA,0.71,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,1.578,NA,NA,525,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,ARS,09_10_11,2018,318090,436,NA,1.37,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,ARS_9_10_11_EWG19_10,0.45,3.044,NA,NA,682,NA,Aristeomorpha foliacea,Giant red shrimp,NA,NA,NA,2019,18_12_2019,updated
Black Sea,DGS,29,1989,873.228,19778.73,6159.066,0.46194,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,5.774,NA,NA,6159.066,24317.08,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,1990,835.308,15535.7,2761.342,0.25724,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,3.216,NA,NA,2761.342,19543.87,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,1991,758.165,14581.98,2924.171,0.29199,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,3.65,NA,NA,2924.171,18315.03,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,1992,662.92,13279.96,2911.124,0.3305,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,4.131,NA,NA,2911.124,16698.12,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,1993,610.832,11901.96,1618.019,0.1947,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,2.434,NA,NA,1618.019,15025.78,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,1994,446.228,11614.38,2650.527,0.33666,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,4.208,NA,NA,2650.527,14434.01,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,1995,356.8,10048.91,1836.96,0.26052,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,3.257,NA,NA,1836.96,12462.46,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,1996,329.442,9254.53,1950.854,0.29695,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,3.712,NA,NA,1950.854,11350.9,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,1997,243.937,8186.17,1585.398,0.26276,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,3.285,NA,NA,1585.398,9931.1,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,1998,151.745,7307.1,1482.224,0.2633,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,3.291,NA,NA,1482.224,8703.85,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,1999,104.282,6366.52,1628.968,0.32252,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,4.032,NA,NA,1628.968,7440.74,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2000,99.571,5111.48,2601.601,0.8323,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,10.404,NA,NA,2601.601,5911.89,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2001,89.832,2747.25,894.976,0.84283,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,10.535,NA,NA,894.976,3296.92,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2002,96.531,2502.81,601.511,0.289,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,3.613,NA,NA,601.511,3033.12,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2003,57.614,1819.91,452.422,0.3007,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,3.759,NA,NA,452.422,2158.06,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2004,49.84,1567.75,421.445,0.38735,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,4.842,NA,NA,421.445,1865.42,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2005,58.953,1147.75,250.849,0.73958,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,9.245,NA,NA,250.849,1438.67,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2006,68.041,1045.25,302.581,0.34136,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,4.267,NA,NA,302.581,1327.2,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2007,65.118,905.55,211.036,0.32375,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,4.047,NA,NA,211.036,1136.7,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2008,84.936,814.86,206.385,0.88315,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,11.039,NA,NA,206.385,1060.8,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2009,69.281,728.27,235.251,0.48598,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,6.075,NA,NA,235.251,990.81,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2010,66.731,529.56,74.992,0.31593,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,3.949,NA,NA,74.992,747.11,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2011,57.066,674.25,104.268,0.41747,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,5.218,NA,NA,104.268,940.99,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2012,48.735,696.84,77.824,0.30628,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,3.829,NA,NA,77.824,960.29,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2013,62.597,769.18,83.219,0.33511,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,4.189,NA,NA,83.219,1038.81,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2014,65.073,750.62,75.309,0.64618,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,8.077,NA,NA,75.309,1014.21,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2015,65.231,889.07,247.507,1.52393,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,19.049,NA,NA,247.507,1156.62,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Black Sea,DGS,29,2016,65.271,702.53,136.538,0.93881,XSA,https://stecf.jrc.ec.europa.eu/documents/43805/1797670/STECF+17-14+-+Black+Sea+assessments+2017.pdf,EWG17_11,F0.1,DGS_29_EWG17_11,0.08,11.735,NA,NA,136.538,965.1,Squalus acanthias,Piked dogfish,NA,NA,NA,2017,25_01_2018,updated
Western Med.,DPS,09_10_11,2009,2900812,1786,NA,0.674,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,DPS_9_10_11_EWG19_10,0.97,0.695,NA,NA,749,7702,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,DPS,09_10_11,2010,2816533,2099,NA,0.723,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,DPS_9_10_11_EWG19_10,0.97,0.745,NA,NA,896,8767,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,DPS,09_10_11,2011,2913603,1902,NA,0.76,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,DPS_9_10_11_EWG19_10,0.97,0.784,NA,NA,1076,7776,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,DPS,09_10_11,2012,2925754,2084,NA,0.82,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,DPS_9_10_11_EWG19_10,0.97,0.845,NA,NA,1127,8928,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,DPS,09_10_11,2013,3264092,2082,NA,0.94,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,DPS_9_10_11_EWG19_10,0.97,0.969,NA,NA,1233,9350,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,DPS,09_10_11,2014,3111065,2113,NA,1.048,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,DPS_9_10_11_EWG19_10,0.97,1.08,NA,NA,1134,9822,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,DPS,09_10_11,2015,3629217,2001,NA,1.012,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,DPS_9_10_11_EWG19_10,0.97,1.043,NA,NA,1467,9540,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,DPS,09_10_11,2016,3672862,2266,NA,0.889,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,DPS_9_10_11_EWG19_10,0.97,0.916,NA,NA,1437,10761,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,DPS,09_10_11,2017,3028039,2116,NA,0.845,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,DPS_9_10_11_EWG19_10,0.97,0.871,NA,NA,1427,8539,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Western Med.,DPS,09_10_11,2018,2887070,2336,NA,0.921,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,EWG19_10,F0.1,DPS_9_10_11_EWG19_10,0.97,0.949,NA,NA,1577,9761,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2002,2551179,1669,NA,0.87,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,1.338,NA,NA,1810,7404,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2003,2702317,1962,NA,0.82,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,1.262,NA,NA,1984,8453,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2004,3370310,2042,NA,0.91,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,1.4,NA,NA,2327,9142,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2005,4020757,2192,NA,1.09,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,1.677,NA,NA,2886,11083,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2006,3692064,2004,NA,1.16,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,1.785,NA,NA,3066,9731,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2007,3129868,1827,NA,1.13,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,1.738,NA,NA,2696,8825,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2008,2955677,1582,NA,1.22,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,1.877,NA,NA,2412,8247,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2009,2630865,1314,NA,1.42,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,2.185,NA,NA,2429,7367,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2010,2057838,1052,NA,1.48,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,2.277,NA,NA,2066,6007,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2011,1951950,929,NA,1.36,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,2.092,NA,NA,1592,5127,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2012,2591697,1054,NA,1.32,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,2.031,NA,NA,1591,6056,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2013,3439726,1358,NA,1.49,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,2.292,NA,NA,2278,8349,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2014,3873503,1502,NA,1.65,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,2.538,NA,NA,2943,9562,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2015,5051203,1802,NA,1.54,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,2.369,NA,NA,3173,11204,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2016,7917717,2916,NA,1.39,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,2.138,NA,NA,4310,17738,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2017,8665185,3433,NA,1.54,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,2.369,NA,NA,6446,20893,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,DPS,17_18_19,2018,5321816,2161,NA,2.15,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,EWG19_16,F0.1,DPS_17_18_19_EWG19_16,0.504,4.266,NA,NA,7011,15892,Parapenaeus longirostris,Deep-water rose shrimp,NA,NA,NA,2019,18_12_2019,updated
Central Med.,HKE,19,2003,51464,440,NA,1.45,a4a,https://stecf.jrc.ec.europa.eu/documents/43805/1674828/STECF+17-15+-+Med+stock+assessments+2017-p2.pdf,EWG17_15,F0.1,HKE_19_EWG17_15,0.14,10.357,NA,NA,987,2596,Merluccius merluccius,European hake,NA,NA,NA,2017,16_01_2018,updated
