"","Year","StockKeyLabel","AssessmentKey","AssessmentComponent","F","SSB","fishingPressureDescription","stockSizeDescription","landings","catches","discards","AssessmentYear","Flim","Fpa","Bpa","Blim","FMSY","MSYBtrigger","Ecoregion"
"5385",1986,"ghl.27.561214",18884,NA,0.15,91503.55,"F","SSB",33011,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5386",1987,"ghl.27.561214",18884,NA,0.23,90688.41,"F","SSB",46514,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5387",1988,"ghl.27.561214",18884,NA,0.28,81574.85,"F","SSB",50356,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5388",1989,"ghl.27.561214",18884,NA,0.4,66860.93,"F","SSB",60484,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5389",1990,"ghl.27.561214",18884,NA,0.3,49905.37,"F","SSB",38164,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5390",1991,"ghl.27.561214",18884,NA,0.32,43013.83,"F","SSB",36597,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5391",1992,"ghl.27.561214",18884,NA,0.31,39684.29,"F","SSB",35304,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5392",1993,"ghl.27.561214",18884,NA,0.37,38994.1,"F","SSB",40601,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5393",1994,"ghl.27.561214",18884,NA,0.35,37961.21,"F","SSB",37196,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5394",1995,"ghl.27.561214",18884,NA,0.37,35410.95,"F","SSB",37589,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5395",1996,"ghl.27.561214",18884,NA,0.38,33450.18,"F","SSB",37334,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5396",1997,"ghl.27.561214",18884,NA,0.31,31190.91,"F","SSB",29395,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5397",1998,"ghl.27.561214",18884,NA,0.21,29762.79,"F","SSB",20464,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5398",1999,"ghl.27.561214",18884,NA,0.2,32110.58,"F","SSB",21186,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5399",2000,"ghl.27.561214",18884,NA,0.25,36022.73,"F","SSB",27971,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5400",2001,"ghl.27.561214",18884,NA,0.27,38972.23,"F","SSB",29528,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5401",2002,"ghl.27.561214",18884,NA,0.29,37054.62,"F","SSB",29850,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5402",2003,"ghl.27.561214",18884,NA,0.36,35072.05,"F","SSB",33509,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5403",2004,"ghl.27.561214",18884,NA,0.41,31580.18,"F","SSB",31439,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5404",2005,"ghl.27.561214",18884,NA,0.37,26318.64,"F","SSB",24308,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5405",2006,"ghl.27.561214",18884,NA,0.34,22341.82,"F","SSB",21363,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5406",2007,"ghl.27.561214",18884,NA,0.31,20345.2,"F","SSB",20970,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5407",2008,"ghl.27.561214",18884,NA,0.42,21271.44,"F","SSB",29715,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5408",2009,"ghl.27.561214",18884,NA,0.51,22164.87,"F","SSB",34017,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5409",2010,"ghl.27.561214",18884,NA,0.37,20559.74,"F","SSB",24996,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5410",2011,"ghl.27.561214",18884,NA,0.34,19950.36,"F","SSB",25067,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5411",2012,"ghl.27.561214",18884,NA,0.35,21540.24,"F","SSB",27327,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5412",2013,"ghl.27.561214",18884,NA,0.32,23437.07,"F","SSB",26419,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5413",2014,"ghl.27.561214",18884,NA,0.22,25294.6,"F","SSB",20259,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5414",2015,"ghl.27.561214",18884,NA,0.25,27705.21,"F","SSB",24925,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5415",2016,"ghl.27.561214",18884,NA,0.26,31311.36,"F","SSB",25319,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5416",2017,"ghl.27.561214",18884,NA,0.23,32324.21,"F","SSB",22092,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5417",2018,"ghl.27.561214",18884,NA,0.29,33597.08,"F","SSB",26650,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5418",2019,"ghl.27.561214",18884,NA,0.26,32546.29,"F","SSB",22606,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5419",2020,"ghl.27.561214",18884,NA,0.27,30043.22,"F","SSB",22195,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5420",2021,"ghl.27.561214",18884,NA,0.29,28994.74,"F","SSB",23420,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5421",2022,"ghl.27.561214",18884,NA,0.27,28364.99,"F","SSB",21947,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5422",2023,"ghl.27.561214",18884,NA,NA,28476.61,"F","SSB",NA,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,"Iceland"
"5423",1983,"nep.fu.31",18890,NA,1.122,1.238,"F/Fmsy","B/Bmsy",63,63,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5424",1984,"nep.fu.31",18890,NA,1.593,1.32,"F/Fmsy","B/Bmsy",100,100,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5425",1985,"nep.fu.31",18890,NA,1.658,1.407,"F/Fmsy","B/Bmsy",128,128,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5426",1986,"nep.fu.31",18890,NA,1.449,1.546,"F/Fmsy","B/Bmsy",127,127,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5427",1987,"nep.fu.31",18890,NA,1.478,1.603,"F/Fmsy","B/Bmsy",118,118,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5428",1988,"nep.fu.31",18890,NA,1.83,1.702,"F/Fmsy","B/Bmsy",151,151,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5429",1989,"nep.fu.31",18890,NA,2.19,1.729,"F/Fmsy","B/Bmsy",177,177,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5430",1990,"nep.fu.31",18890,NA,1.969,1.664,"F/Fmsy","B/Bmsy",175,175,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5431",1991,"nep.fu.31",18890,NA,1.475,1.339,"F/Fmsy","B/Bmsy",109,109,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5432",1992,"nep.fu.31",18890,NA,1.359,1.287,"F/Fmsy","B/Bmsy",94,94,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5433",1993,"nep.fu.31",18890,NA,1.711,1.306,"F/Fmsy","B/Bmsy",101,101,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5434",1994,"nep.fu.31",18890,NA,1.78,1.441,"F/Fmsy","B/Bmsy",148,148,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5435",1995,"nep.fu.31",18890,NA,1.645,1.3,"F/Fmsy","B/Bmsy",94,94,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5436",1996,"nep.fu.31",18890,NA,2.062,1.222,"F/Fmsy","B/Bmsy",128,128,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5437",1997,"nep.fu.31",18890,NA,1.682,1.121,"F/Fmsy","B/Bmsy",98,98,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5438",1998,"nep.fu.31",18890,NA,1.343,0.988,"F/Fmsy","B/Bmsy",73,73,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5439",1999,"nep.fu.31",18890,NA,1.061,0.833,"F/Fmsy","B/Bmsy",48,48,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5440",2000,"nep.fu.31",18890,NA,0.825,0.778,"F/Fmsy","B/Bmsy",37,37,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5441",2001,"nep.fu.31",18890,NA,0.683,0.722,"F/Fmsy","B/Bmsy",27,27,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5442",2002,"nep.fu.31",18890,NA,0.937,0.728,"F/Fmsy","B/Bmsy",27,27,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5443",2003,"nep.fu.31",18890,NA,1.118,0.636,"F/Fmsy","B/Bmsy",35,35,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5444",2004,"nep.fu.31",18890,NA,1.249,0.539,"F/Fmsy","B/Bmsy",29,29,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5445",2005,"nep.fu.31",18890,NA,1.573,0.565,"F/Fmsy","B/Bmsy",48,48,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5446",2006,"nep.fu.31",18890,NA,1.544,0.552,"F/Fmsy","B/Bmsy",37,37,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5447",2007,"nep.fu.31",18890,NA,1.793,0.477,"F/Fmsy","B/Bmsy",43,43,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5448",2008,"nep.fu.31",18890,NA,1.057,0.424,"F/Fmsy","B/Bmsy",29,29,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5449",2009,"nep.fu.31",18890,NA,0.689,0.35,"F/Fmsy","B/Bmsy",13,13,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5450",2010,"nep.fu.31",18890,NA,0.591,0.304,"F/Fmsy","B/Bmsy",9,9,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5451",2011,"nep.fu.31",18890,NA,0.579,0.245,"F/Fmsy","B/Bmsy",7,7,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5452",2012,"nep.fu.31",18890,NA,0.601,0.261,"F/Fmsy","B/Bmsy",10,10,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5453",2013,"nep.fu.31",18890,NA,0.282,0.363,"F/Fmsy","B/Bmsy",10,10,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5454",2014,"nep.fu.31",18890,NA,0.138,0.465,"F/Fmsy","B/Bmsy",5,5,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5455",2015,"nep.fu.31",18890,NA,0.077,0.674,"F/Fmsy","B/Bmsy",4,4,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5456",2016,"nep.fu.31",18890,NA,0.05,0.754,"F/Fmsy","B/Bmsy",4,4,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5457",2017,"nep.fu.31",18890,NA,0.101,0.675,"F/Fmsy","B/Bmsy",0,0,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5458",2018,"nep.fu.31",18890,NA,0.267,0.663,"F/Fmsy","B/Bmsy",0,7,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5459",2019,"nep.fu.31",18890,NA,0.311,0.685,"F/Fmsy","B/Bmsy",1,9,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5460",2020,"nep.fu.31",18890,NA,0.384,0.615,"F/Fmsy","B/Bmsy",1,11,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5461",2021,"nep.fu.31",18890,NA,0.427,0.607,"F/Fmsy","B/Bmsy",1,14,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5462",2022,"nep.fu.31",18890,NA,0.4,0.585,"F/Fmsy","B/Bmsy",7,12,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5463",2023,"nep.fu.31",18890,NA,0.381,0.55,"F/Fmsy","B/Bmsy",11,12,NA,2024,1.7,NA,NA,0.3,1,0.5,"BoBiscay & Iberia"
"5464",1986,"mon.27.78abd",18893,NA,0.165,61959,NA,"Combined-sex SSB",24981,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5465",1987,"mon.27.78abd",18893,NA,0.174,62467,NA,"Combined-sex SSB",23090,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5466",1988,"mon.27.78abd",18893,NA,0.164,64404,NA,"Combined-sex SSB",21314,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5467",1989,"mon.27.78abd",18893,NA,0.192,56203,NA,"Combined-sex SSB",24015,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5468",1990,"mon.27.78abd",18893,NA,0.192,46644,NA,"Combined-sex SSB",20983,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5469",1991,"mon.27.78abd",18893,NA,0.187,40528,NA,"Combined-sex SSB",16763,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5470",1992,"mon.27.78abd",18893,NA,0.175,42251,NA,"Combined-sex SSB",13617,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5471",1993,"mon.27.78abd",18893,NA,0.177,37380,NA,"Combined-sex SSB",14895,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5472",1994,"mon.27.78abd",18893,NA,0.176,32942,NA,"Combined-sex SSB",17201,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5473",1995,"mon.27.78abd",18893,NA,0.192,26508,NA,"Combined-sex SSB",21033,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5474",1996,"mon.27.78abd",18893,NA,0.204,23468,NA,"Combined-sex SSB",23333,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5475",1997,"mon.27.78abd",18893,NA,0.221,28003,NA,"Combined-sex SSB",22983,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5476",1998,"mon.27.78abd",18893,NA,0.23,31970,NA,"Combined-sex SSB",20474,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5477",1999,"mon.27.78abd",18893,NA,0.248,32777,NA,"Combined-sex SSB",18792,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5478",2000,"mon.27.78abd",18893,NA,0.184,30670,NA,"Combined-sex SSB",14451,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5479",2001,"mon.27.78abd",18893,NA,0.224,26908,NA,"Combined-sex SSB",17293,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5480",2002,"mon.27.78abd",18893,NA,0.227,23117,NA,"Combined-sex SSB",22083,NA,NA,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5481",2003,"mon.27.78abd",18893,NA,0.253,20402,NA,"Combined-sex SSB",27933,30444,2511,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5482",2004,"mon.27.78abd",18893,NA,0.224,22951,NA,"Combined-sex SSB",29028,31439,2411,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5483",2005,"mon.27.78abd",18893,NA,0.215,20722,NA,"Combined-sex SSB",27869,29979,2110,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5484",2006,"mon.27.78abd",18893,NA,0.199,33568,NA,"Combined-sex SSB",27652,28544,892,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5485",2007,"mon.27.78abd",18893,NA,0.224,37326,NA,"Combined-sex SSB",31213,32029,816,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5486",2008,"mon.27.78abd",18893,NA,0.202,36841,NA,"Combined-sex SSB",27053,28046,993,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5487",2009,"mon.27.78abd",18893,NA,0.191,44677,NA,"Combined-sex SSB",21835,23913,2078,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5488",2010,"mon.27.78abd",18893,NA,0.169,44828,NA,"Combined-sex SSB",22215,24887,2672,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5489",2011,"mon.27.78abd",18893,NA,0.158,40297,NA,"Combined-sex SSB",24657,26489,1832,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5490",2012,"mon.27.78abd",18893,NA,0.175,37017,NA,"Combined-sex SSB",28188,30518,2330,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5491",2013,"mon.27.78abd",18893,NA,0.175,38436,NA,"Combined-sex SSB",30611,32295,1684,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5492",2014,"mon.27.78abd",18893,NA,0.181,46144,NA,"Combined-sex SSB",28474,30333,1859,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5493",2015,"mon.27.78abd",18893,NA,0.159,50949,NA,"Combined-sex SSB",27859,30183,2324,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5494",2016,"mon.27.78abd",18893,NA,0.179,52149,NA,"Combined-sex SSB",29083,32668,3585,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5495",2017,"mon.27.78abd",18893,NA,0.165,51314,NA,"Combined-sex SSB",25634,27809,2175,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5496",2018,"mon.27.78abd",18893,NA,0.141,49874,NA,"Combined-sex SSB",22345,23595,1250,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5497",2019,"mon.27.78abd",18893,NA,0.131,60181,NA,"Combined-sex SSB",20832,22196,1364,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5498",2020,"mon.27.78abd",18893,NA,0.128,62064,NA,"Combined-sex SSB",20037,21387,1350,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5499",2021,"mon.27.78abd",18893,NA,0.144,59842,NA,"Combined-sex SSB",22040,23879,1839,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5500",2022,"mon.27.78abd",18893,NA,0.132,53491,NA,"Combined-sex SSB",21343,22895,1552,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5501",2023,"mon.27.78abd",18893,NA,0.122,55830,NA,"Combined-sex SSB",20918,22322,1404,2024,NA,0.212,28275,23868,0.192,28275,"BoBiscay & Iberia"
"5502",2002,"ple.27.24-32",18898,NA,1.595,0.262,"F/Fmsy","B/Bmsy",915,1269,353,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5503",2003,"ple.27.24-32",18898,NA,1.679,0.229,"F/Fmsy","B/Bmsy",1281,1552,271,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5504",2004,"ple.27.24-32",18898,NA,1.282,0.25,"F/Fmsy","B/Bmsy",1081,1295,214,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5505",2005,"ple.27.24-32",18898,NA,1.154,0.332,"F/Fmsy","B/Bmsy",1081,1247,166,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5506",2006,"ple.27.24-32",18898,NA,1.116,0.418,"F/Fmsy","B/Bmsy",1012,1830,818,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5507",2007,"ple.27.24-32",18898,NA,0.818,0.498,"F/Fmsy","B/Bmsy",1167,1658,491,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5508",2008,"ple.27.24-32",18898,NA,0.672,0.612,"F/Fmsy","B/Bmsy",1102,1397,294,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5509",2009,"ple.27.24-32",18898,NA,0.719,0.689,"F/Fmsy","B/Bmsy",1226,1644,418,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5510",2010,"ple.27.24-32",18898,NA,0.777,0.712,"F/Fmsy","B/Bmsy",903,1901,998,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5511",2011,"ple.27.24-32",18898,NA,0.707,0.757,"F/Fmsy","B/Bmsy",748,2125,1377,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5512",2012,"ple.27.24-32",18898,NA,0.563,0.81,"F/Fmsy","B/Bmsy",848,1766,917,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5513",2013,"ple.27.24-32",18898,NA,0.389,0.865,"F/Fmsy","B/Bmsy",738,1520,781,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5514",2014,"ple.27.24-32",18898,NA,0.219,1.011,"F/Fmsy","B/Bmsy",534,1015,481,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5515",2015,"ple.27.24-32",18898,NA,0.214,1.232,"F/Fmsy","B/Bmsy",427,647,220,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5516",2016,"ple.27.24-32",18898,NA,0.251,1.41,"F/Fmsy","B/Bmsy",521,1579,1058,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5517",2017,"ple.27.24-32",18898,NA,0.256,1.584,"F/Fmsy","B/Bmsy",650,1058,408,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5518",2018,"ple.27.24-32",18898,NA,0.379,1.708,"F/Fmsy","B/Bmsy",1644,2355,711,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5519",2019,"ple.27.24-32",18898,NA,0.275,1.709,"F/Fmsy","B/Bmsy",1741,2359,617,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5520",2020,"ple.27.24-32",18898,NA,0.206,1.68,"F/Fmsy","B/Bmsy",1024,1247,223,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5521",2021,"ple.27.24-32",18898,NA,0.141,1.712,"F/Fmsy","B/Bmsy",767,1317,550,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5522",2022,"ple.27.24-32",18898,NA,0.102,1.796,"F/Fmsy","B/Bmsy",458,608,150,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5523",2023,"ple.27.24-32",18898,NA,0.114,1.91,"F/Fmsy","B/Bmsy",498,783,284,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5524",1973,"fle.27.2223",18901,NA,0.877,1.45,"F/Fmsy","B/Bmsy",2513,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5525",1974,"fle.27.2223",18901,NA,0.941,1.39,"F/Fmsy","B/Bmsy",2566,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5526",1975,"fle.27.2223",18901,NA,0.985,1.33,"F/Fmsy","B/Bmsy",2624,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5527",1976,"fle.27.2223",18901,NA,1.049,1.29,"F/Fmsy","B/Bmsy",2604,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5528",1977,"fle.27.2223",18901,NA,1.316,1.29,"F/Fmsy","B/Bmsy",2922,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5529",1978,"fle.27.2223",18901,NA,1.483,1.17,"F/Fmsy","B/Bmsy",3790,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5530",1979,"fle.27.2223",18901,NA,1.298,1.02,"F/Fmsy","B/Bmsy",2899,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5531",1980,"fle.27.2223",18901,NA,1.32,0.98,"F/Fmsy","B/Bmsy",2535,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5532",1981,"fle.27.2223",18901,NA,1.289,0.93,"F/Fmsy","B/Bmsy",2586,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5533",1982,"fle.27.2223",18901,NA,1.274,0.9,"F/Fmsy","B/Bmsy",2178,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5534",1983,"fle.27.2223",18901,NA,1.454,0.9,"F/Fmsy","B/Bmsy",2527,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5535",1984,"fle.27.2223",18901,NA,1.414,0.84,"F/Fmsy","B/Bmsy",2538,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5536",1985,"fle.27.2223",18901,NA,1.271,0.79,"F/Fmsy","B/Bmsy",2126,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5537",1986,"fle.27.2223",18901,NA,1.103,0.76,"F/Fmsy","B/Bmsy",1842,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5538",1987,"fle.27.2223",18901,NA,0.964,0.77,"F/Fmsy","B/Bmsy",1515,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5539",1988,"fle.27.2223",18901,NA,0.983,0.83,"F/Fmsy","B/Bmsy",1512,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5540",1989,"fle.27.2223",18901,NA,0.855,0.83,"F/Fmsy","B/Bmsy",1652,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5541",1990,"fle.27.2223",18901,NA,0.677,0.85,"F/Fmsy","B/Bmsy",1176,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5542",1991,"fle.27.2223",18901,NA,0.643,0.91,"F/Fmsy","B/Bmsy",1171,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
"5543",1992,"fle.27.2223",18901,NA,0.601,0.93,"F/Fmsy","B/Bmsy",1125,NA,NA,2024,1.7,NA,NA,0.3,1,0.5,"Baltic Sea"
