StockKeyLabel,ICES_Area
mur.27.67a-ce-k89a,27.8.d.2
ory.27.nea,27.8.d.2
ple.27.89a,27.8.d.2
pol.27.89a,27.8.d.2
por.27.nea,27.8.d.2
raj.27.89a,27.8.d.2
rhg.27.nea,27.8.d.2
rja.27.nea,27.8.d.2
rjb.27.89a,27.8.d.2
rjc.27.8,27.8.d.2
rjm.27.8,27.8.d.2
rjn.27.678abd,27.8.d.2
rng.27.1245a8914ab,27.8.d.2
pil.27.78abd,27.8.d.2
sbr.27.6-8,27.8.d.2
sck.27.nea,27.8.d.2
sho.27.89a,27.8.d.2
syc.27.8abd,27.8.d.2
thr.27.nea,27.8.d.2
sdv.27.nea,27.8.d.2
tsu.27.nea,27.8.d.2
usk.27.3a45b6a7-912b,27.8.d.2
whb.27.1-91214,27.8.d.2
whg.27.89a,27.8.d.2
ldb.27.7b-k8abd,27.8.d.2
ctl.27.8a-d,27.8.d.2
sqz.27.8a-d,27.8.d.2
omz.27.8a-d,27.8.d.2
oct.27.8abd,27.8.d.2
pil.27.8abd,27.8.d.2
ank.27.78abd,27.8.d.2
mon.27.78abd,27.8.d.2
sqr.27.nea,27.8.d.2
pok.27.7-10,27.8.d.2
lin.27.346-91214,27.8.d.2
rjc.27.8abd,27.8.d.2
hom.27.2a3a4a5b6a7a-ce-k8,27.8.d.2
agn-nea,27.8.c
alf-comb,27.8.c
anb-8c9a,27.8.c
ane-bisc,27.8.c
anp-8c9a,27.8.c
arg-comb,27.8.c
arg-oth,27.8.c
bli-comb,27.8.c
bli-oth,27.8.c
bsh-nea,27.8.c
boc-nea,27.8.c
bsf-89,27.8.c
bsf-comb,27.8.c
bsk-nea,27.8.c
bss-comb,27.8.c
cyo-nea,27.8.c
czs-comb,27.8.c
dgs-nea,27.8.c
ele-nea,27.8.c
gag-nea,27.8.c
gfb-comb,27.8.c
gug-89a,27.8.c
gug-comb,27.8.c
guq-nea,27.8.c
hke-soth,27.8.c
hom-west,27.8.c
lin-comb,27.8.c
lin-oth,27.8.c
mac-nea,27.8.c
mgb-8c9a,27.8.c
mgw-8c9a,27.8.c
mut-comb,27.8.c
mut-west,27.8.c
nep-25,27.8.c
nep-31,27.8.c
ory-comb,27.8.c
ple-89a,27.8.c
pol-89a,27.8.c
por-nea,27.8.c
raj-89a,27.8.c
rjb-89a,27.8.c
rjc-bisc,27.8.c
rjm-bisc,27.8.c
rjn-bisc,27.8.c
rng-comb,27.8.c
rng-oth,27.8.c
sal-nea,27.8.c
sar-soth,27.8.c
sbr-678,27.8.c
sbr-comb,27.8.c
sck-nea,27.8.c
sma-nea,27.8.c
skx-89a,27.8.c
sol-8c9a,27.8.c
syc-8c9a,27.8.c
trk-nea,27.8.c
usk-oth,27.8.c
whb-comb,27.8.c
whg-89a,27.8.c
bss-8c9a,27.8.c
mur-west,27.8.c
whb-comb-alt,27.8.c
usk-comb,27.8.c
nep-8c,27.8.c
rju-8c,27.8.c
sho-89a,27.8.c
rja-nea,27.8.c
gur-comb,27.8.c
bsf-nea,27.8.c
rjn-8c,27.8.c
qsc-nea,27.8.c
scx-nea,27.8.c
thr-nea,27.8.c
rsg-nea,27.8.c
rhg-nea,27.8.c
arg-rest,27.8.c
tsu-nea,27.8.c
agn.27.nea,27.8.c
alf.27.nea,27.8.c
ank.27.8c9a,27.8.c
ane.27.8,27.8.c
mon.27.8c9a,27.8.c
aru.27.6b7-1012,27.8.c
bli.27.nea,27.8.c
boc.27.6-8,27.8.c
bsf.27.nea,27.8.c
bsk.27.nea,27.8.c
bss.27.8c9a,27.8.c
cyo.27.nea,27.8.c
dgs.27.nea,27.8.c
gag.27.nea,27.8.c
gfb.27.nea,27.8.c
guq.27.nea,27.8.c
gur.27.3-8,27.8.c
hke.27.8c9a,27.8.c
hom.27.2a4a5b6a7a-ce-k8,27.8.c
lin.27.3a4a6-91214,27.8.c
mac.27.nea,27.8.c
ldb.27.8c9a,27.8.c
meg.27.8c9a,27.8.c
mur.27.67a-ce-k89a,27.8.c
nep.fu.25,27.8.c
nep.fu.31,27.8.c
ory.27.nea,27.8.c
ple.27.89a,27.8.c
pol.27.89a,27.8.c
por.27.nea,27.8.c
raj.27.89a,27.8.c
rhg.27.nea,27.8.c
rja.27.nea,27.8.c
rjb.27.89a,27.8.c
rjc.27.8,27.8.c
rjm.27.8,27.8.c
rjn.27.8c,27.8.c
rju.27.8c,27.8.c
rng.27.1245a8914ab,27.8.c
pil.27.8c9a,27.8.c
sbr.27.6-8,27.8.c
sck.27.nea,27.8.c
sho.27.89a,27.8.c
sol.27.8c9a,27.8.c
syc.27.8c9a,27.8.c
thr.27.nea,27.8.c
sdv.27.nea,27.8.c
tsu.27.nea,27.8.c
usk.27.3a45b6a7-912b,27.8.c
whb.27.1-91214,27.8.c
whg.27.89a,27.8.c
ctl.27.8a-d,27.8.c
sqz.27.8a-d,27.8.c
omz.27.8a-d,27.8.c
oct.27.8c,27.8.c
sqr.27.nea,27.8.c
pok.27.7-10,27.8.c
lin.27.346-91214,27.8.c
rjc.27.8c,27.8.c
hom.27.2a3a4a5b6a7a-ce-k8,27.8.c
agn-nea,27.3.c.22
alf-comb,27.3.c.22
arg-comb,27.3.c.22
bli-comb,27.3.c.22
bll-2232,27.3.c.22
bsh-nea,27.3.c.22
bsf-comb,27.3.c.22
bsk-nea,27.3.c.22
bss-comb,27.3.c.22
cod-2224,27.3.c.22
cyo-nea,27.3.c.22
czs-comb,27.3.c.22
dab-2232,27.3.c.22
dgs-nea,27.3.c.22
ele-nea,27.3.c.22
fle-2232,27.3.c.22
gag-nea,27.3.c.22
gfb-comb,27.3.c.22
gug-comb,27.3.c.22
guq-nea,27.3.c.22
her-3a22,27.3.c.22
lin-comb,27.3.c.22
mac-nea,27.3.c.22
mut-comb,27.3.c.22
ory-comb,27.3.c.22
ple-2123,27.3.c.22
por-nea,27.3.c.22
rng-comb,27.3.c.22
sal-2431,27.3.c.22
sbr-comb,27.3.c.22
sck-nea,27.3.c.22
sma-nea,27.3.c.22
sol-kask,27.3.c.22
spr-2232,27.3.c.22
trk-nea,27.3.c.22
trt-bal,27.3.c.22
tur-2232,27.3.c.22
whb-comb,27.3.c.22
whb-comb-alt,27.3.c.22
usk-comb,27.3.c.22
fle-2223,27.3.c.22
rja-nea,27.3.c.22
gur-comb,27.3.c.22
agn.27.nea,27.3.c.22
alf.27.nea,27.3.c.22
bll.27.22-32,27.3.c.22
bsk.27.nea,27.3.c.22
cod.27.22-24,27.3.c.22
cyo.27.nea,27.3.c.22
dab.27.22-32,27.3.c.22
dgs.27.nea,27.3.c.22
fle.27.2223,27.3.c.22
gag.27.nea,27.3.c.22
gfb.27.nea,27.3.c.22
guq.27.nea,27.3.c.22
gur.27.3-8,27.3.c.22
her.27.20-24,27.3.c.22
mac.27.nea,27.3.c.22
ory.27.nea,27.3.c.22
ple.27.21-23,27.3.c.22
por.27.nea,27.3.c.22
rja.27.nea,27.3.c.22
sal.27.22-31,27.3.c.22
sck.27.nea,27.3.c.22
sol.27.20-24,27.3.c.22
spr.27.22-32,27.3.c.22
sdv.27.nea,27.3.c.22
trs.27.22-32,27.3.c.22
tur.27.22-32,27.3.c.22
whb.27.1-91214,27.3.c.22
her-2224,27.3.c.22
agn-nea,27.3.d.31
alf-comb,27.3.d.31
arg-comb,27.3.d.31
bli-comb,27.3.d.31
bll-2232,27.3.d.31
bsh-nea,27.3.d.31
bsf-comb,27.3.d.31
bsk-nea,27.3.d.31
bss-comb,27.3.d.31
cod-2532,27.3.d.31
cyo-nea,27.3.d.31
czs-comb,27.3.d.31
dab-2232,27.3.d.31
dgs-nea,27.3.d.31
ele-nea,27.3.d.31
fle-2232,27.3.d.31
gag-nea,27.3.d.31
gfb-comb,27.3.d.31
gug-comb,27.3.d.31
guq-nea,27.3.d.31
her-31,27.3.d.31
lin-comb,27.3.d.31
mac-nea,27.3.d.31
mut-comb,27.3.d.31
ory-comb,27.3.d.31
ple-2432,27.3.d.31
por-nea,27.3.d.31
rng-comb,27.3.d.31
sal-2431,27.3.d.31
sbr-comb,27.3.d.31
sck-nea,27.3.d.31
sma-nea,27.3.d.31
spr-2232,27.3.d.31
trk-nea,27.3.d.31
trt-bal,27.3.d.31
tur-2232,27.3.d.31
whb-comb,27.3.d.31
cod-2532-alt,27.3.d.31
her-2832,27.3.d.31
her-2532,27.3.d.31
whb-comb-alt,27.3.d.31
usk-comb,27.3.d.31
fle-2732,27.3.d.31
rja-nea,27.3.d.31
gur-comb,27.3.d.31
agn.27.nea,27.3.d.31
alf.27.nea,27.3.d.31
bll.27.22-32,27.3.d.31
bsk.27.nea,27.3.d.31
cod.27.24-32,27.3.d.31
cyo.27.nea,27.3.d.31
dab.27.22-32,27.3.d.31
dgs.27.nea,27.3.d.31
fle.27.2729-32,27.3.d.31
gag.27.nea,27.3.d.31
gfb.27.nea,27.3.d.31
guq.27.nea,27.3.d.31
gur.27.3-8,27.3.d.31
her.27.31,27.3.d.31
mac.27.nea,27.3.d.31
ory.27.nea,27.3.d.31
ple.27.24-32,27.3.d.31
por.27.nea,27.3.d.31
rja.27.nea,27.3.d.31
sal.27.22-31,27.3.d.31
sck.27.nea,27.3.d.31
spr.27.22-32,27.3.d.31
sdv.27.nea,27.3.d.31
trs.27.22-32,27.3.d.31
tur.27.22-32,27.3.d.31
whb.27.1-91214,27.3.d.31
her.27.3031,27.3.d.31
her-293031W,27.3.d.31
her-31E,27.3.d.31
bwp.27.2729-32,27.3.d.31
agn-nea,27.3.d.30
alf-comb,27.3.d.30
arg-comb,27.3.d.30
bli-comb,27.3.d.30
bll-2232,27.3.d.30
bsh-nea,27.3.d.30
bsf-comb,27.3.d.30
bsk-nea,27.3.d.30
bss-comb,27.3.d.30
cod-2532,27.3.d.30
cyo-nea,27.3.d.30
czs-comb,27.3.d.30
dab-2232,27.3.d.30
dgs-nea,27.3.d.30
ele-nea,27.3.d.30
fle-2232,27.3.d.30
gag-nea,27.3.d.30
gfb-comb,27.3.d.30
gug-comb,27.3.d.30
guq-nea,27.3.d.30
her-30,27.3.d.30
lin-comb,27.3.d.30
mac-nea,27.3.d.30
mut-comb,27.3.d.30
ory-comb,27.3.d.30
ple-2432,27.3.d.30
por-nea,27.3.d.30
rng-comb,27.3.d.30
sal-2431,27.3.d.30
sbr-comb,27.3.d.30
sck-nea,27.3.d.30
sma-nea,27.3.d.30
spr-2232,27.3.d.30
trk-nea,27.3.d.30
trt-bal,27.3.d.30
tur-2232,27.3.d.30
whb-comb,27.3.d.30
cod-2532-alt,27.3.d.30
her-2832,27.3.d.30
her-2532,27.3.d.30
whb-comb-alt,27.3.d.30
usk-comb,27.3.d.30
fle-2732,27.3.d.30
rja-nea,27.3.d.30
gur-comb,27.3.d.30
agn.27.nea,27.3.d.30
alf.27.nea,27.3.d.30
bll.27.22-32,27.3.d.30
bsk.27.nea,27.3.d.30
cod.27.24-32,27.3.d.30
cyo.27.nea,27.3.d.30
dab.27.22-32,27.3.d.30
dgs.27.nea,27.3.d.30
fle.27.2729-32,27.3.d.30
gag.27.nea,27.3.d.30
gfb.27.nea,27.3.d.30
guq.27.nea,27.3.d.30
gur.27.3-8,27.3.d.30
her.27.30,27.3.d.30
mac.27.nea,27.3.d.30
ory.27.nea,27.3.d.30
ple.27.24-32,27.3.d.30
por.27.nea,27.3.d.30
rja.27.nea,27.3.d.30
sal.27.22-31,27.3.d.30
sck.27.nea,27.3.d.30
spr.27.22-32,27.3.d.30
sdv.27.nea,27.3.d.30
trs.27.22-32,27.3.d.30
tur.27.22-32,27.3.d.30
whb.27.1-91214,27.3.d.30
her.27.3031,27.3.d.30
her-293031W,27.3.d.30
her-2930E,27.3.d.30
bwp.27.2729-32,27.3.d.30
agn-nea,27.7.f
alf-comb,27.7.f
ang-78ab,27.7.f
arg-comb,27.7.f
arg-oth,27.7.f
bli-5b67,27.7.f
bli-comb,27.7.f
bsh-nea,27.7.f
boc-nea,27.7.f
bsf-comb,27.7.f
bsf-nrtn,27.7.f
bsk-nea,27.7.f
bss-comb,27.7.f
cod-7e-k,27.7.f
cyo-nea,27.7.f
czs-comb,27.7.f
dgs-nea,27.7.f
ele-nea,27.7.f
gag-nea,27.7.f
gfb-comb,27.7.f
gug-celt,27.7.f
gug-comb,27.7.f
guq-nea,27.7.f
had-7b-k,27.7.f
hke-nrtn,27.7.f
hom-west,27.7.f
lin-comb,27.7.f
lin-oth,27.7.f
mac-nea,27.7.f
mgw-78,27.7.f
mut-comb,27.7.f
mut-west,27.7.f
nep-2022,27.7.f
nep-22,27.7.f
ory-comb,27.7.f
ple-celt,27.7.f
pol-celt,27.7.f
por-nea,27.7.f
raj-celt,27.7.f
rjb-celt,27.7.f
rjc-7afg,27.7.f
rje-7fg,27.7.f
rjf-celt,27.7.f
rjh-7afg,27.7.f
rji-celt,27.7.f
rjm-7afg,27.7.f
rjn-celt,27.7.f
rng-5b67,27.7.f
rng-comb,27.7.f
sal-nea,27.7.f
sar-78,27.7.f
sbr-678,27.7.f
sbr-comb,27.7.f
sck-nea,27.7.f
sma-nea,27.7.f
skx-67-d,27.7.f
sol-celt,27.7.f
spr-celt,27.7.f
syc-celt,27.7.f
trk-nea,27.7.f
usk-oth,27.7.f
whb-comb,27.7.f
whg-7e-k,27.7.f
bss-47,27.7.f
mur-west,27.7.f
anb-78ab,27.7.f
anp-78ab,27.7.f
whb-comb-alt,27.7.f
usk-comb,27.7.f
nep-7fgh,27.7.f
rjm-7aeh,27.7.f
sho-celt,27.7.f
syt-celt,27.7.f
rja-nea,27.7.f
gur-comb,27.7.f
bsf-nea,27.7.f
rjn-678abd,27.7.f
qsc-nea,27.7.f
scx-nea,27.7.f
rsg-nea,27.7.f
rhg-nea,27.7.f
arg-rest,27.7.f
tsu-nea,27.7.f
agn.27.nea,27.7.f
alf.27.nea,27.7.f
ank.27.78ab,27.7.f
mon.27.78ab,27.7.f
aru.27.6b7-1012,27.7.f
bli.27.5b67,27.7.f
boc.27.6-8,27.7.f
bsf.27.nea,27.7.f
bsk.27.nea,27.7.f
bss.27.4bc7ad-h,27.7.f
cod.27.7e-k,27.7.f
cyo.27.nea,27.7.f
dgs.27.nea,27.7.f
gag.27.nea,27.7.f
gfb.27.nea,27.7.f
guq.27.nea,27.7.f
gur.27.3-8,27.7.f
had.27.7b-k,27.7.f
hke.27.3a46-8abd,27.7.f
hom.27.2a4a5b6a7a-ce-k8,27.7.f
lin.27.3a4a6-91214,27.7.f
mac.27.nea,27.7.f
meg.27.7b-k8abd,27.7.f
mur.27.67a-ce-k89a,27.7.f
nep.fu.22,27.7.f
ory.27.nea,27.7.f
ple.27.7fg,27.7.f
pol.27.67,27.7.f
por.27.nea,27.7.f
raj.27.67a-ce-h,27.7.f
rhg.27.nea,27.7.f
rja.27.nea,27.7.f
rjb.27.67a-ce-k,27.7.f
rjc.27.7afg,27.7.f
rje.27.7fg,27.7.f
rjf.27.67,27.7.f
rjh.27.7afg,27.7.f
rji.27.67,27.7.f
rjm.27.7ae-h,27.7.f
rjn.27.678abd,27.7.f
rng.27.5b6712b,27.7.f
pil.27.78abd,27.7.f
sbr.27.6-8,27.7.f
sck.27.nea,27.7.f
sho.27.67,27.7.f
sol.27.7fg,27.7.f
spr.27.67a-cf-k,27.7.f
syc.27.67a-ce-j,27.7.f
syt.27.67,27.7.f
sdv.27.nea,27.7.f
tsu.27.nea,27.7.f
usk.27.3a45b6a7-912b,27.7.f
whb.27.1-91214,27.7.f
whg.27.7b-ce-k,27.7.f
ldb.27.7b-k8abd,27.7.f
ctl.27.7f-k,27.7.f
sqz.27.7f-k,27.7.f
omz.27.7f-k,27.7.f
oct.27.7,27.7.f
pil.27.7,27.7.f
ank.27.78abd,27.7.f
mon.27.78abd,27.7.f
sqr.27.nea,27.7.f
pok.27.7-10,27.7.f
lin.27.346-91214,27.7.f
raj.27.67a-ce-k,27.7.f
hom.27.2a3a4a5b6a7a-ce-k8,27.7.f
agn-nea,27.7.g
alf-comb,27.7.g
ang-78ab,27.7.g
arg-comb,27.7.g
arg-oth,27.7.g
bli-5b67,27.7.g
bli-comb,27.7.g
bsh-nea,27.7.g
boc-nea,27.7.g
bsf-comb,27.7.g
bsf-nrtn,27.7.g
bsk-nea,27.7.g
bss-comb,27.7.g
cod-7e-k,27.7.g
cyo-nea,27.7.g
czs-comb,27.7.g
dgs-nea,27.7.g
ele-nea,27.7.g
gag-nea,27.7.g
gfb-comb,27.7.g
gug-celt,27.7.g
gug-comb,27.7.g
guq-nea,27.7.g
had-7b-k,27.7.g
her-irls,27.7.g
hke-nrtn,27.7.g
hom-west,27.7.g
lin-comb,27.7.g
lin-oth,27.7.g
mac-nea,27.7.g
mgw-78,27.7.g
mut-comb,27.7.g
mut-west,27.7.g
nep-19,27.7.g
nep-2021,27.7.g
nep-2022,27.7.g
nep-22,27.7.g
ory-comb,27.7.g
ple-celt,27.7.g
pol-celt,27.7.g
por-nea,27.7.g
raj-celt,27.7.g
rjb-celt,27.7.g
rjc-7afg,27.7.g
rje-7fg,27.7.g
rjf-celt,27.7.g
rjh-7afg,27.7.g
rji-celt,27.7.g
rjm-7afg,27.7.g
rjn-celt,27.7.g
rng-5b67,27.7.g
rng-comb,27.7.g
sal-nea,27.7.g
sar-78,27.7.g
sbr-678,27.7.g
sbr-comb,27.7.g
sck-nea,27.7.g
sma-nea,27.7.g
skx-67-d,27.7.g
sol-celt,27.7.g
spr-celt,27.7.g
syc-celt,27.7.g
trk-nea,27.7.g
usk-oth,27.7.g
whb-comb,27.7.g
whg-7e-k,27.7.g
bss-47,27.7.g
mur-west,27.7.g
anb-78ab,27.7.g
anp-78ab,27.7.g
whb-comb-alt,27.7.g
usk-comb,27.7.g
nep-7fgh,27.7.g
rjm-7aeh,27.7.g
sho-celt,27.7.g
syt-celt,27.7.g
rja-nea,27.7.g
gur-comb,27.7.g
bsf-nea,27.7.g
rjn-678abd,27.7.g
qsc-nea,27.7.g
scx-nea,27.7.g
rsg-nea,27.7.g
rhg-nea,27.7.g
arg-rest,27.7.g
tsu-nea,27.7.g
agn.27.nea,27.7.g
alf.27.nea,27.7.g
ank.27.78ab,27.7.g
mon.27.78ab,27.7.g
aru.27.6b7-1012,27.7.g
bli.27.5b67,27.7.g
boc.27.6-8,27.7.g
bsf.27.nea,27.7.g
bsk.27.nea,27.7.g
bss.27.4bc7ad-h,27.7.g
cod.27.7e-k,27.7.g
cyo.27.nea,27.7.g
dgs.27.nea,27.7.g
gag.27.nea,27.7.g
gfb.27.nea,27.7.g
guq.27.nea,27.7.g
gur.27.3-8,27.7.g
had.27.7b-k,27.7.g
her.27.irls,27.7.g
hke.27.3a46-8abd,27.7.g
hom.27.2a4a5b6a7a-ce-k8,27.7.g
lin.27.3a4a6-91214,27.7.g
mac.27.nea,27.7.g
meg.27.7b-k8abd,27.7.g
mur.27.67a-ce-k89a,27.7.g
nep.fu.19,27.7.g
nep.fu.2021,27.7.g
nep.fu.22,27.7.g
ory.27.nea,27.7.g
ple.27.7fg,27.7.g
pol.27.67,27.7.g
por.27.nea,27.7.g
raj.27.67a-ce-h,27.7.g
rhg.27.nea,27.7.g
rja.27.nea,27.7.g
rjb.27.67a-ce-k,27.7.g
rjc.27.7afg,27.7.g
rje.27.7fg,27.7.g
rjf.27.67,27.7.g
rjh.27.7afg,27.7.g
rji.27.67,27.7.g
rjm.27.7ae-h,27.7.g
rjn.27.678abd,27.7.g
rng.27.5b6712b,27.7.g
pil.27.78abd,27.7.g
sbr.27.6-8,27.7.g
sck.27.nea,27.7.g
sho.27.67,27.7.g
sol.27.7fg,27.7.g
spr.27.67a-cf-k,27.7.g
syc.27.67a-ce-j,27.7.g
syt.27.67,27.7.g
sdv.27.nea,27.7.g
tsu.27.nea,27.7.g
usk.27.3a45b6a7-912b,27.7.g
whb.27.1-91214,27.7.g
whg.27.7b-ce-k,27.7.g
ldb.27.7b-k8abd,27.7.g
ctl.27.7f-k,27.7.g
sqz.27.7f-k,27.7.g
omz.27.7f-k,27.7.g
oct.27.7,27.7.g
pil.27.7,27.7.g
ank.27.78abd,27.7.g
mon.27.78abd,27.7.g
sqr.27.nea,27.7.g
pok.27.7-10,27.7.g
lin.27.346-91214,27.7.g
raj.27.67a-ce-k,27.7.g
hom.27.2a3a4a5b6a7a-ce-k8,27.7.g
agn-nea,27.7.h
alf-comb,27.7.h
ang-78ab,27.7.h
arg-comb,27.7.h
arg-oth,27.7.h
bli-5b67,27.7.h
bli-comb,27.7.h
bsh-nea,27.7.h
boc-nea,27.7.h
bsf-comb,27.7.h
bsf-nrtn,27.7.h
bsk-nea,27.7.h
bss-comb,27.7.h
cod-7e-k,27.7.h
cyo-nea,27.7.h
czs-comb,27.7.h
dgs-nea,27.7.h
ele-nea,27.7.h
gag-nea,27.7.h
gfb-comb,27.7.h
gug-celt,27.7.h
gug-comb,27.7.h
guq-nea,27.7.h
had-7b-k,27.7.h
her-irls,27.7.h
hke-nrtn,27.7.h
hom-west,27.7.h
lin-comb,27.7.h
lin-oth,27.7.h
mac-nea,27.7.h
mgw-78,27.7.h
mut-comb,27.7.h
mut-west,27.7.h
nep-2021,27.7.h
nep-2022,27.7.h
ory-comb,27.7.h
ple-7h-k,27.7.h
pol-celt,27.7.h
por-nea,27.7.h
raj-celt,27.7.h
rjb-celt,27.7.h
rjf-celt,27.7.h
rji-celt,27.7.h
rjn-celt,27.7.h
rng-5b67,27.7.h
rng-comb,27.7.h
sal-nea,27.7.h
sar-78,27.7.h
sbr-678,27.7.h
sbr-comb,27.7.h
sck-nea,27.7.h
sma-nea,27.7.h
skx-67-d,27.7.h
sol-7h-k,27.7.h
spr-celt,27.7.h
syc-celt,27.7.h
trk-nea,27.7.h
usk-oth,27.7.h
whb-comb,27.7.h
whg-7e-k,27.7.h
bss-47,27.7.h
mur-west,27.7.h
anb-78ab,27.7.h
anp-78ab,27.7.h
whb-comb-alt,27.7.h
usk-comb,27.7.h
nep-7fgh,27.7.h
rjm-7aeh,27.7.h
sho-celt,27.7.h
syt-celt,27.7.h
rja-nea,27.7.h
gur-comb,27.7.h
bsf-nea,27.7.h
rjn-678abd,27.7.h
qsc-nea,27.7.h
scx-nea,27.7.h
rsg-nea,27.7.h
rhg-nea,27.7.h
arg-rest,27.7.h
tsu-nea,27.7.h
agn.27.nea,27.7.h
alf.27.nea,27.7.h
ank.27.78ab,27.7.h
mon.27.78ab,27.7.h
aru.27.6b7-1012,27.7.h
bli.27.5b67,27.7.h
boc.27.6-8,27.7.h
bsf.27.nea,27.7.h
bsk.27.nea,27.7.h
bss.27.4bc7ad-h,27.7.h
cod.27.7e-k,27.7.h
cyo.27.nea,27.7.h
dgs.27.nea,27.7.h
gag.27.nea,27.7.h
gfb.27.nea,27.7.h
guq.27.nea,27.7.h
gur.27.3-8,27.7.h
had.27.7b-k,27.7.h
her.27.irls,27.7.h
hke.27.3a46-8abd,27.7.h
hom.27.2a4a5b6a7a-ce-k8,27.7.h
lin.27.3a4a6-91214,27.7.h
mac.27.nea,27.7.h
meg.27.7b-k8abd,27.7.h
mur.27.67a-ce-k89a,27.7.h
nep.fu.2021,27.7.h
ory.27.nea,27.7.h
ple.27.7h-k,27.7.h
pol.27.67,27.7.h
por.27.nea,27.7.h
raj.27.67a-ce-h,27.7.h
rhg.27.nea,27.7.h
rja.27.nea,27.7.h
rjb.27.67a-ce-k,27.7.h
rjf.27.67,27.7.h
rji.27.67,27.7.h
rjm.27.7ae-h,27.7.h
rjn.27.678abd,27.7.h
rng.27.5b6712b,27.7.h
pil.27.78abd,27.7.h
sbr.27.6-8,27.7.h
sck.27.nea,27.7.h
sho.27.67,27.7.h
sol.27.7h-k,27.7.h
spr.27.67a-cf-k,27.7.h
syc.27.67a-ce-j,27.7.h
syt.27.67,27.7.h
sdv.27.nea,27.7.h
tsu.27.nea,27.7.h
usk.27.3a45b6a7-912b,27.7.h
whb.27.1-91214,27.7.h
whg.27.7b-ce-k,27.7.h
ldb.27.7b-k8abd,27.7.h
ctl.27.7f-k,27.7.h
sqz.27.7f-k,27.7.h
omz.27.7f-k,27.7.h
oct.27.7,27.7.h
pil.27.7,27.7.h
ank.27.78abd,27.7.h
mon.27.78abd,27.7.h
sqr.27.nea,27.7.h
pok.27.7-10,27.7.h
lin.27.346-91214,27.7.h
raj.27.67a-ce-k,27.7.h
hom.27.2a3a4a5b6a7a-ce-k8,27.7.h
agn-nea,27.4.b
alf-comb,27.4.b
ang-ivvi,27.4.b
arg-comb,27.4.b
arg-oth,27.4.b
bli-comb,27.4.b
bll-nsea,27.4.b
bsh-nea,27.4.b
bsf-comb,27.4.b
bsf-oth,27.4.b
bsk-nea,27.4.b
bss-comb,27.4.b
cod-347d,27.4.b
cyo-nea,27.4.b
czs-comb,27.4.b
dab-nsea,27.4.b
dgs-nea,27.4.b
ele-nea,27.4.b
fle-nsea,27.4.b
gag-nea,27.4.b
gfb-comb,27.4.b
gug-347d,27.4.b
gug-comb,27.4.b
guq-nea,27.4.b
had-34,27.4.b
her-47d3,27.4.b
hke-nrtn,27.4.b
hom-nsea,27.4.b
lem-nsea,27.4.b
lin-comb,27.4.b
mac-nea,27.4.b
mut-347d,27.4.b
mut-comb,27.4.b
nep-33,27.4.b
nep-5,27.4.b
nep-6,27.4.b
nep-8,27.4.b
nop-34,27.4.b
ory-comb,27.4.b
ple-nsea,27.4.b
pol-nsea,27.4.b
por-nea,27.4.b
raj-347d,27.4.b
rjb-347d,27.4.b
rjc-347de,27.4.b
rjm-347d,27.4.b
rjn-347d,27.4.b
rjr-347d,27.4.b
rng-comb,27.4.b
rng-oth,27.4.b
sai-3a46,27.4.b
sal-nea,27.4.b
san-ns1,27.4.b
san-ns2,27.4.b
san-ns3,27.4.b
san-ns4,27.4.b
sbr-comb,27.4.b
sck-nea,27.4.b
sma-nea,27.4.b
skx-347d,27.4.b
sol-nsea,27.4.b
spr-nsea,27.4.b
syc-347d,27.4.b
trk-nea,27.4.b
tur-nsea,27.4.b
usk-oth,27.4.b
whb-comb,27.4.b
whg-47d,27.4.b
wit-nsea,27.4.b
bss-47,27.4.b
nep-34,27.4.b
mur-347d,27.4.b
nop-34-june,27.4.b
nop-34-oct,27.4.b
nop-nsea,27.4.b
hom-nrtn,27.4.b
san-nsea-alt,27.4.b
san-nsea,27.4.b
nep-ivbe,27.4.b
nep-ivbw,27.4.b
whb-comb-alt,27.4.b
usk-comb,27.4.b
meg-scrk,27.4.b
pan-farn,27.4.b
mac-nsea,27.4.b
had-346a,27.4.b
rjb-34,27.4.b
rjc-347d,27.4.b
rjn-34,27.4.b
rjr-234,27.4.b
rja-nea,27.4.b
gur-comb,27.4.b
bsf-nea,27.4.b
qsc-nea,27.4.b
scx-nea,27.4.b
arg-123a4,27.4.b
tsu-nea,27.4.b
agn.27.nea,27.4.b
alf.27.nea,27.4.b
anf.27.3a46,27.4.b
aru.27.123a4,27.4.b
bll.27.3a47de,27.4.b
bsf.27.nea,27.4.b
bsk.27.nea,27.4.b
bss.27.4bc7ad-h,27.4.b
cod.27.47d20,27.4.b
cyo.27.nea,27.4.b
dab.27.3a4,27.4.b
dgs.27.nea,27.4.b
fle.27.3a4,27.4.b
gag.27.nea,27.4.b
gfb.27.nea,27.4.b
gug.27.3a47d,27.4.b
guq.27.nea,27.4.b
gur.27.3-8,27.4.b
had.27.46a20,27.4.b
her.27.3a47d,27.4.b
hke.27.3a46-8abd,27.4.b
hom.27.3a4bc7d,27.4.b
lem.27.3a47d,27.4.b
mac.27.nea,27.4.b
mur.27.3a47d,27.4.b
nep.fu.33,27.4.b
nep.fu.34,27.4.b
nep.fu.5,27.4.b
nep.fu.6,27.4.b
nep.fu.8,27.4.b
nop.27.3a4,27.4.b
ory.27.nea,27.4.b
