StockKeyLabel,ICES_Area
ple.27.420,27.4.b
pol.27.3a4,27.4.b
por.27.nea,27.4.b
raj.27.3a47d,27.4.b
rja.27.nea,27.4.b
rjb.27.3a4,27.4.b
rjc.27.3a47d,27.4.b
rjm.27.3a47d,27.4.b
rjn.27.3a4,27.4.b
rjr.27.23a4,27.4.b
rng.27.1245a8914ab,27.4.b
pok.27.3a46,27.4.b
san.sa.1r,27.4.b
san.sa.2r,27.4.b
san.sa.3r,27.4.b
san.sa.4,27.4.b
sck.27.nea,27.4.b
sol.27.4,27.4.b
spr.27.4,27.4.b
syc.27.3a47d,27.4.b
sdv.27.nea,27.4.b
tsu.27.nea,27.4.b
tur.27.4,27.4.b
usk.27.3a45b6a7-912b,27.4.b
whb.27.1-91214,27.4.b
whg.27.47d,27.4.b
wit.27.3a47d,27.4.b
ctl.27.3a4,27.4.b
sqz.27.3a4bc,27.4.b
omz.27.3a4bc,27.4.b
oct.27.3a4,27.4.b
sqr.27.nea,27.4.b
spr.27.3a4,27.4.b
her-47d,27.4.b
her-47de,27.4.b
her-4ab,27.4.b
coe.27.3a47de,27.4.b
hal.27.3a47de,27.4.b
caa.27.3a47de,27.4.b
lin.27.346-91214,27.4.b
cod.27.46a7d20,27.4.b
rjh.27.4bc7d,27.4.b
hom.27.4bc7d,27.4.b
agn-nea,27.12.c
alf-comb,27.12.c
arg-comb,27.12.c
arg-oth,27.12.c
bli-comb,27.12.c
bli-oth,27.12.c
bsh-nea,27.12.c
bsf-comb,27.12.c
bsk-nea,27.12.c
bss-comb,27.12.c
cyo-nea,27.12.c
czs-comb,27.12.c
dgs-nea,27.12.c
ele-nea,27.12.c
gag-nea,27.12.c
gfb-comb,27.12.c
ghl-grn,27.12.c
gug-comb,27.12.c
guq-nea,27.12.c
lin-comb,27.12.c
lin-oth,27.12.c
mut-comb,27.12.c
ory-comb,27.12.c
por-nea,27.12.c
raj-mar,27.12.c
rng-1012,27.12.c
rng-comb,27.12.c
sal-nea,27.12.c
sbr-comb,27.12.c
sck-nea,27.12.c
sma-nea,27.12.c
smn-dp,27.12.c
smn-sp,27.12.c
smr-5614,27.12.c
trk-nea,27.12.c
usk-mar,27.12.c
whb-comb,27.12.c
whb-comb-alt,27.12.c
usk-comb,27.12.c
rja-nea,27.12.c
qsc-nea,27.12.c
scx-nea,27.12.c
thr-nea,27.12.c
rsg-nea,27.12.c
rhg-nea,27.12.c
arg-rest,27.12.c
tsu-nea,27.12.c
agn.27.nea,27.12.c
alf.27.nea,27.12.c
aru.27.6b7-1012,27.12.c
bli.27.nea,27.12.c
bsk.27.nea,27.12.c
cyo.27.nea,27.12.c
dgs.27.nea,27.12.c
gag.27.nea,27.12.c
gfb.27.nea,27.12.c
ghl.27.561214,27.12.c
guq.27.nea,27.12.c
lin.27.3a4a6-91214,27.12.c
ory.27.nea,27.12.c
por.27.nea,27.12.c
raj.27.1012,27.12.c
rhg.27.nea,27.12.c
rja.27.nea,27.12.c
rng.27.5a10b12ac14b,27.12.c
sck.27.nea,27.12.c
reb.2127.dp,27.12.c
reb.2127.sp,27.12.c
reg.27.561214,27.12.c
thr.27.nea,27.12.c
sdv.27.nea,27.12.c
tsu.27.nea,27.12.c
usk.27.12ac,27.12.c
whb.27.1-91214,27.12.c
lin.27.346-91214,27.12.c
sal.2127.1a-f14,27.14
lin.27.346-91214,27.14
agn-nea,27.3.d.28.2
alf-comb,27.3.d.28.2
arg-comb,27.3.d.28.2
bli-comb,27.3.d.28.2
bll-2232,27.3.d.28.2
bsh-nea,27.3.d.28.2
bsf-comb,27.3.d.28.2
bsk-nea,27.3.d.28.2
bss-comb,27.3.d.28.2
cod-2532,27.3.d.28.2
cyo-nea,27.3.d.28.2
czs-comb,27.3.d.28.2
dab-2232,27.3.d.28.2
dgs-nea,27.3.d.28.2
ele-nea,27.3.d.28.2
fle-2232,27.3.d.28.2
gag-nea,27.3.d.28.2
gfb-comb,27.3.d.28.2
gug-comb,27.3.d.28.2
guq-nea,27.3.d.28.2
her-2532-gor,27.3.d.28.2
lin-comb,27.3.d.28.2
mac-nea,27.3.d.28.2
mut-comb,27.3.d.28.2
ory-comb,27.3.d.28.2
ple-2432,27.3.d.28.2
por-nea,27.3.d.28.2
rng-comb,27.3.d.28.2
sal-2431,27.3.d.28.2
sbr-comb,27.3.d.28.2
sck-nea,27.3.d.28.2
sma-nea,27.3.d.28.2
spr-2232,27.3.d.28.2
trk-nea,27.3.d.28.2
trt-bal,27.3.d.28.2
tur-2232,27.3.d.28.2
whb-comb,27.3.d.28.2
cod-2532-alt,27.3.d.28.2
her-2832,27.3.d.28.2
her-2532,27.3.d.28.2
whb-comb-alt,27.3.d.28.2
usk-comb,27.3.d.28.2
rja-nea,27.3.d.28.2
gur-comb,27.3.d.28.2
agn.27.nea,27.3.d.28.2
alf.27.nea,27.3.d.28.2
bll.27.22-32,27.3.d.28.2
bsk.27.nea,27.3.d.28.2
cod.27.24-32,27.3.d.28.2
cyo.27.nea,27.3.d.28.2
dab.27.22-32,27.3.d.28.2
dgs.27.nea,27.3.d.28.2
gag.27.nea,27.3.d.28.2
gfb.27.nea,27.3.d.28.2
guq.27.nea,27.3.d.28.2
gur.27.3-8,27.3.d.28.2
her.27.25-2932,27.3.d.28.2
mac.27.nea,27.3.d.28.2
ory.27.nea,27.3.d.28.2
ple.27.24-32,27.3.d.28.2
por.27.nea,27.3.d.28.2
rja.27.nea,27.3.d.28.2
sal.27.22-31,27.3.d.28.2
sck.27.nea,27.3.d.28.2
spr.27.22-32,27.3.d.28.2
sdv.27.nea,27.3.d.28.2
trs.27.22-32,27.3.d.28.2
tur.27.22-32,27.3.d.28.2
whb.27.1-91214,27.3.d.28.2
her-2829S,27.3.d.28.2
fle-2628,27.3.d.28
fle.27.2628,27.3.d.28
bwq.27.2628,27.3.d.28
bzq.27.2628,27.3.d.28
agn-nea,27.7.d
alf-comb,27.7.d
ang-78ab,27.7.d
arg-comb,27.7.d
arg-oth,27.7.d
bli-5b67,27.7.d
bli-comb,27.7.d
bll-nsea,27.7.d
bsh-nea,27.7.d
boc-nea,27.7.d
bsf-comb,27.7.d
bsf-nrtn,27.7.d
bsk-nea,27.7.d
bss-comb,27.7.d
cod-347d,27.7.d
cyo-nea,27.7.d
czs-comb,27.7.d
dgs-nea,27.7.d
ele-nea,27.7.d
gag-nea,27.7.d
gfb-comb,27.7.d
gug-347d,27.7.d
gug-comb,27.7.d
guq-nea,27.7.d
her-47d3,27.7.d
hke-nrtn,27.7.d
hom-nsea,27.7.d
lem-nsea,27.7.d
lin-comb,27.7.d
lin-oth,27.7.d
mac-nea,27.7.d
mgw-78,27.7.d
mut-347d,27.7.d
mut-comb,27.7.d
ory-comb,27.7.d
ple-eche,27.7.d
pol-celt,27.7.d
por-nea,27.7.d
raj-347d,27.7.d
rjb-347d,27.7.d
rjc-347de,27.7.d
rje-ech,27.7.d
rjf-celt,27.7.d
rjh-4c7de,27.7.d
rji-celt,27.7.d
rjm-347d,27.7.d
rjn-347d,27.7.d
rjn-celt,27.7.d
rjr-347d,27.7.d
rju-ech,27.7.d
rng-5b67,27.7.d
rng-comb,27.7.d
sal-nea,27.7.d
sar-78,27.7.d
sbr-678,27.7.d
sbr-comb,27.7.d
sck-nea,27.7.d
sma-nea,27.7.d
skx-347d,27.7.d
sol-eche,27.7.d
spr-ech,27.7.d
syc-347d,27.7.d
trk-nea,27.7.d
usk-oth,27.7.d
whb-comb,27.7.d
whg-47d,27.7.d
wit-nsea,27.7.d
bss-47,27.7.d
mur-347d,27.7.d
hom-nrtn,27.7.d
anb-78ab,27.7.d
anp-78ab,27.7.d
whb-comb-alt,27.7.d
usk-comb,27.7.d
sho-celt,27.7.d
syt-celt,27.7.d
rjc-347d,27.7.d
rjh-4c7d,27.7.d
rja-nea,27.7.d
gur-comb,27.7.d
bsf-nea,27.7.d
rjn-678abd,27.7.d
qsc-nea,27.7.d
scx-nea,27.7.d
rsg-nea,27.7.d
rhg-nea,27.7.d
arg-rest,27.7.d
tsu-nea,27.7.d
agn.27.nea,27.7.d
alf.27.nea,27.7.d
ank.27.78ab,27.7.d
mon.27.78ab,27.7.d
aru.27.6b7-1012,27.7.d
bli.27.5b67,27.7.d
bll.27.3a47de,27.7.d
boc.27.6-8,27.7.d
bsf.27.nea,27.7.d
bsk.27.nea,27.7.d
bss.27.4bc7ad-h,27.7.d
cod.27.47d20,27.7.d
cyo.27.nea,27.7.d
dgs.27.nea,27.7.d
gag.27.nea,27.7.d
gfb.27.nea,27.7.d
gug.27.3a47d,27.7.d
guq.27.nea,27.7.d
gur.27.3-8,27.7.d
her.27.3a47d,27.7.d
hke.27.3a46-8abd,27.7.d
hom.27.3a4bc7d,27.7.d
lem.27.3a47d,27.7.d
lin.27.3a4a6-91214,27.7.d
mac.27.nea,27.7.d
meg.27.7b-k8abd,27.7.d
mur.27.3a47d,27.7.d
ory.27.nea,27.7.d
ple.27.7d,27.7.d
pol.27.67,27.7.d
por.27.nea,27.7.d
raj.27.3a47d,27.7.d
rhg.27.nea,27.7.d
rja.27.nea,27.7.d
rjc.27.3a47d,27.7.d
rje.27.7de,27.7.d
rjf.27.67,27.7.d
rjh.27.4c7d,27.7.d
rji.27.67,27.7.d
rjm.27.3a47d,27.7.d
rjn.27.678abd,27.7.d
rju.27.7de,27.7.d
rng.27.5b6712b,27.7.d
pil.27.78abd,27.7.d
sbr.27.6-8,27.7.d
sck.27.nea,27.7.d
sho.27.67,27.7.d
sol.27.7d,27.7.d
spr.27.7de,27.7.d
syc.27.3a47d,27.7.d
syt.27.67,27.7.d
sdv.27.nea,27.7.d
tsu.27.nea,27.7.d
usk.27.3a45b6a7-912b,27.7.d
whb.27.1-91214,27.7.d
whg.27.47d,27.7.d
wit.27.3a47d,27.7.d
ldb.27.7b-k8abd,27.7.d
ctl.27.7de,27.7.d
sqz.27.7de,27.7.d
omz.27.7a-e,27.7.d
oct.27.7,27.7.d
pil.27.7,27.7.d
ank.27.78abd,27.7.d
mon.27.78abd,27.7.d
sqr.27.nea,27.7.d
her-47d,27.7.d
her-47de,27.7.d
her-4c7d,27.7.d
pok.27.7-10,27.7.d
coe.27.3a47de,27.7.d
hal.27.3a47de,27.7.d
caa.27.3a47de,27.7.d
lin.27.346-91214,27.7.d
cod.27.46a7d20,27.7.d
rjh.27.4bc7d,27.7.d
hom.27.4bc7d,27.7.d
agn-nea,27.5.b.2
alf-comb,27.5.b.2
arg-comb,27.5.b.2
arg-oth,27.5.b.2
bli-5b67,27.5.b.2
bli-comb,27.5.b.2
bsh-nea,27.5.b.2
bsf-comb,27.5.b.2
bsf-nrtn,27.5.b.2
bsk-nea,27.5.b.2
bss-comb,27.5.b.2
cap-icel,27.5.b.2
cod-farb,27.5.b.2
cyo-nea,27.5.b.2
czs-comb,27.5.b.2
dgs-nea,27.5.b.2
ele-nea,27.5.b.2
gag-nea,27.5.b.2
gfb-comb,27.5.b.2
ghl-grn,27.5.b.2
gug-comb,27.5.b.2
guq-nea,27.5.b.2
had-faro,27.5.b.2
her-noss,27.5.b.2
hom-west,27.5.b.2
lin-comb,27.5.b.2
lin-faro,27.5.b.2
mac-nea,27.5.b.2
mut-comb,27.5.b.2
ory-comb,27.5.b.2
por-nea,27.5.b.2
rng-5b67,27.5.b.2
rng-comb,27.5.b.2
sai-faro,27.5.b.2
sal-nea,27.5.b.2
sbr-comb,27.5.b.2
sck-nea,27.5.b.2
sma-nea,27.5.b.2
smn-dp,27.5.b.2
smn-sp,27.5.b.2
smr-5614,27.5.b.2
trk-nea,27.5.b.2
usk-oth,27.5.b.2
whb-comb,27.5.b.2
smn-5614,27.5.b.2
whb-comb-alt,27.5.b.2
her-noss-alt,27.5.b.2
usk-comb,27.5.b.2
rja-nea,27.5.b.2
gur-comb,27.5.b.2
bsf-nea,27.5.b.2
qsc-nea,27.5.b.2
scx-nea,27.5.b.2
rsg-nea,27.5.b.2
rhg-nea,27.5.b.2
tsu-nea,27.5.b.2
agn.27.nea,27.5.b.2
alf.27.nea,27.5.b.2
bli.27.5b67,27.5.b.2
bsf.27.nea,27.5.b.2
bsk.27.nea,27.5.b.2
cap.27.2a514,27.5.b.2
cod.27.5b2,27.5.b.2
cyo.27.nea,27.5.b.2
dgs.27.nea,27.5.b.2
gag.27.nea,27.5.b.2
gfb.27.nea,27.5.b.2
ghl.27.561214,27.5.b.2
guq.27.nea,27.5.b.2
gur.27.3-8,27.5.b.2
had.27.5b,27.5.b.2
her.27.1-24a514a,27.5.b.2
hom.27.2a4a5b6a7a-ce-k8,27.5.b.2
lin.27.5b,27.5.b.2
mac.27.nea,27.5.b.2
ory.27.nea,27.5.b.2
por.27.nea,27.5.b.2
rhg.27.nea,27.5.b.2
rja.27.nea,27.5.b.2
rng.27.5b6712b,27.5.b.2
pok.27.5b,27.5.b.2
sck.27.nea,27.5.b.2
reb.2127.dp,27.5.b.2
reb.2127.sp,27.5.b.2
reg.27.561214,27.5.b.2
sdv.27.nea,27.5.b.2
tsu.27.nea,27.5.b.2
usk.27.3a45b6a7-912b,27.5.b.2
whb.27.1-91214,27.5.b.2
ctl.27.5b6,27.5.b.2
sqz.27.5b6,27.5.b.2
omz.27.56,27.5.b.2
sqr.27.nea,27.5.b.2
sez.27.2514,27.5.b.2
hom.27.2a3a4a5b6a7a-ce-k8,27.5.b.2
agn-nea,27.5.b.1.a
alf-comb,27.5.b.1.a
arg-comb,27.5.b.1.a
arg-oth,27.5.b.1.a
bli-5b67,27.5.b.1.a
bli-comb,27.5.b.1.a
bsh-nea,27.5.b.1.a
bsf-comb,27.5.b.1.a
bsf-nrtn,27.5.b.1.a
bsk-nea,27.5.b.1.a
bss-comb,27.5.b.1.a
cap-icel,27.5.b.1.a
cod-farp,27.5.b.1.a
cyo-nea,27.5.b.1.a
czs-comb,27.5.b.1.a
dgs-nea,27.5.b.1.a
ele-nea,27.5.b.1.a
gag-nea,27.5.b.1.a
gfb-comb,27.5.b.1.a
ghl-grn,27.5.b.1.a
gug-comb,27.5.b.1.a
guq-nea,27.5.b.1.a
had-faro,27.5.b.1.a
her-noss,27.5.b.1.a
hom-west,27.5.b.1.a
lin-comb,27.5.b.1.a
lin-faro,27.5.b.1.a
mac-nea,27.5.b.1.a
mut-comb,27.5.b.1.a
ory-comb,27.5.b.1.a
por-nea,27.5.b.1.a
rng-5b67,27.5.b.1.a
rng-comb,27.5.b.1.a
sai-faro,27.5.b.1.a
sal-nea,27.5.b.1.a
sbr-comb,27.5.b.1.a
sck-nea,27.5.b.1.a
sma-nea,27.5.b.1.a
smn-dp,27.5.b.1.a
smn-sp,27.5.b.1.a
smr-5614,27.5.b.1.a
trk-nea,27.5.b.1.a
usk-oth,27.5.b.1.a
whb-comb,27.5.b.1.a
smn-5614,27.5.b.1.a
whb-comb-alt,27.5.b.1.a
her-noss-alt,27.5.b.1.a
usk-comb,27.5.b.1.a
rja-nea,27.5.b.1.a
gur-comb,27.5.b.1.a
bsf-nea,27.5.b.1.a
qsc-nea,27.5.b.1.a
scx-nea,27.5.b.1.a
thr-nea,27.5.b.1.a
rsg-nea,27.5.b.1.a
rhg-nea,27.5.b.1.a
tsu-nea,27.5.b.1.a
agn.27.nea,27.5.b.1.a
alf.27.nea,27.5.b.1.a
bli.27.5b67,27.5.b.1.a
bsf.27.nea,27.5.b.1.a
bsk.27.nea,27.5.b.1.a
cap.27.2a514,27.5.b.1.a
cod.27.5b1,27.5.b.1.a
cyo.27.nea,27.5.b.1.a
dgs.27.nea,27.5.b.1.a
gag.27.nea,27.5.b.1.a
gfb.27.nea,27.5.b.1.a
ghl.27.561214,27.5.b.1.a
guq.27.nea,27.5.b.1.a
gur.27.3-8,27.5.b.1.a
had.27.5b,27.5.b.1.a
her.27.1-24a514a,27.5.b.1.a
hom.27.2a4a5b6a7a-ce-k8,27.5.b.1.a
lin.27.5b,27.5.b.1.a
mac.27.nea,27.5.b.1.a
ory.27.nea,27.5.b.1.a
por.27.nea,27.5.b.1.a
rhg.27.nea,27.5.b.1.a
rja.27.nea,27.5.b.1.a
rng.27.5b6712b,27.5.b.1.a
pok.27.5b,27.5.b.1.a
sck.27.nea,27.5.b.1.a
reb.2127.dp,27.5.b.1.a
reb.2127.sp,27.5.b.1.a
reg.27.561214,27.5.b.1.a
thr.27.nea,27.5.b.1.a
sdv.27.nea,27.5.b.1.a
tsu.27.nea,27.5.b.1.a
usk.27.3a45b6a7-912b,27.5.b.1.a
whb.27.1-91214,27.5.b.1.a
ctl.27.5b6,27.5.b.1.a
sqz.27.5b6,27.5.b.1.a
omz.27.56,27.5.b.1.a
sqr.27.nea,27.5.b.1.a
sez.27.2514,27.5.b.1.a
hom.27.2a3a4a5b6a7a-ce-k8,27.5.b.1.a
agn-nea,27.5.b.1.b
alf-comb,27.5.b.1.b
arg-comb,27.5.b.1.b
arg-oth,27.5.b.1.b
bli-5b67,27.5.b.1.b
bli-comb,27.5.b.1.b
bsh-nea,27.5.b.1.b
bsf-comb,27.5.b.1.b
bsf-nrtn,27.5.b.1.b
bsk-nea,27.5.b.1.b
bss-comb,27.5.b.1.b
cap-icel,27.5.b.1.b
cod-farp,27.5.b.1.b
cyo-nea,27.5.b.1.b
czs-comb,27.5.b.1.b
dgs-nea,27.5.b.1.b
ele-nea,27.5.b.1.b
gag-nea,27.5.b.1.b
gfb-comb,27.5.b.1.b
ghl-grn,27.5.b.1.b
gug-comb,27.5.b.1.b
guq-nea,27.5.b.1.b
had-faro,27.5.b.1.b
her-noss,27.5.b.1.b
hom-west,27.5.b.1.b
lin-comb,27.5.b.1.b
lin-faro,27.5.b.1.b
mac-nea,27.5.b.1.b
mut-comb,27.5.b.1.b
ory-comb,27.5.b.1.b
por-nea,27.5.b.1.b
rng-5b67,27.5.b.1.b
rng-comb,27.5.b.1.b
sai-faro,27.5.b.1.b
sal-nea,27.5.b.1.b
sbr-comb,27.5.b.1.b
sck-nea,27.5.b.1.b
sma-nea,27.5.b.1.b
smn-dp,27.5.b.1.b
smn-sp,27.5.b.1.b
smr-5614,27.5.b.1.b
trk-nea,27.5.b.1.b
usk-oth,27.5.b.1.b
whb-comb,27.5.b.1.b
smn-5614,27.5.b.1.b
whb-comb-alt,27.5.b.1.b
her-noss-alt,27.5.b.1.b
usk-comb,27.5.b.1.b
rja-nea,27.5.b.1.b
gur-comb,27.5.b.1.b
bsf-nea,27.5.b.1.b
qsc-nea,27.5.b.1.b
scx-nea,27.5.b.1.b
thr-nea,27.5.b.1.b
rsg-nea,27.5.b.1.b
rhg-nea,27.5.b.1.b
tsu-nea,27.5.b.1.b
agn.27.nea,27.5.b.1.b
alf.27.nea,27.5.b.1.b
bli.27.5b67,27.5.b.1.b
bsf.27.nea,27.5.b.1.b
bsk.27.nea,27.5.b.1.b
cap.27.2a514,27.5.b.1.b
cod.27.5b1,27.5.b.1.b
cyo.27.nea,27.5.b.1.b
dgs.27.nea,27.5.b.1.b
gag.27.nea,27.5.b.1.b
gfb.27.nea,27.5.b.1.b
ghl.27.561214,27.5.b.1.b
guq.27.nea,27.5.b.1.b
gur.27.3-8,27.5.b.1.b
had.27.5b,27.5.b.1.b
her.27.1-24a514a,27.5.b.1.b
hom.27.2a4a5b6a7a-ce-k8,27.5.b.1.b
lin.27.5b,27.5.b.1.b
mac.27.nea,27.5.b.1.b
ory.27.nea,27.5.b.1.b
por.27.nea,27.5.b.1.b
rhg.27.nea,27.5.b.1.b
rja.27.nea,27.5.b.1.b
rng.27.5b6712b,27.5.b.1.b
pok.27.5b,27.5.b.1.b
sck.27.nea,27.5.b.1.b
reb.2127.dp,27.5.b.1.b
reb.2127.sp,27.5.b.1.b
reg.27.561214,27.5.b.1.b
thr.27.nea,27.5.b.1.b
sdv.27.nea,27.5.b.1.b
tsu.27.nea,27.5.b.1.b
usk.27.3a45b6a7-912b,27.5.b.1.b
whb.27.1-91214,27.5.b.1.b
ctl.27.5b6,27.5.b.1.b
sqz.27.5b6,27.5.b.1.b
omz.27.56,27.5.b.1.b
sqr.27.nea,27.5.b.1.b
sez.27.2514,27.5.b.1.b
hom.27.2a3a4a5b6a7a-ce-k8,27.5.b.1.b
arg-5b6a,27.5.b
aru.27.5b6a,27.5.b
agn-nea,27.3.d.32
alf-comb,27.3.d.32
arg-comb,27.3.d.32
bli-comb,27.3.d.32
bll-2232,27.3.d.32
bsh-nea,27.3.d.32
bsf-comb,27.3.d.32
bsk-nea,27.3.d.32
bss-comb,27.3.d.32
cod-2532,27.3.d.32
cyo-nea,27.3.d.32
czs-comb,27.3.d.32
dab-2232,27.3.d.32
dgs-nea,27.3.d.32
ele-nea,27.3.d.32
fle-2232,27.3.d.32
gag-nea,27.3.d.32
gfb-comb,27.3.d.32
gug-comb,27.3.d.32
guq-nea,27.3.d.32
her-2532-gor,27.3.d.32
lin-comb,27.3.d.32
mac-nea,27.3.d.32
mut-comb,27.3.d.32
ory-comb,27.3.d.32
ple-2432,27.3.d.32
por-nea,27.3.d.32
rng-comb,27.3.d.32
sal-32,27.3.d.32
sbr-comb,27.3.d.32
sck-nea,27.3.d.32
sma-nea,27.3.d.32
spr-2232,27.3.d.32
trk-nea,27.3.d.32
trt-bal,27.3.d.32
tur-2232,27.3.d.32
whb-comb,27.3.d.32
cod-2532-alt,27.3.d.32
her-2832,27.3.d.32
her-2532,27.3.d.32
whb-comb-alt,27.3.d.32
usk-comb,27.3.d.32
fle-2732,27.3.d.32
rja-nea,27.3.d.32
gur-comb,27.3.d.32
agn.27.nea,27.3.d.32
alf.27.nea,27.3.d.32
bll.27.22-32,27.3.d.32
bsk.27.nea,27.3.d.32
cod.27.24-32,27.3.d.32
cyo.27.nea,27.3.d.32
dab.27.22-32,27.3.d.32
dgs.27.nea,27.3.d.32
fle.27.2729-32,27.3.d.32
gag.27.nea,27.3.d.32
gfb.27.nea,27.3.d.32
guq.27.nea,27.3.d.32
gur.27.3-8,27.3.d.32
her.27.25-2932,27.3.d.32
mac.27.nea,27.3.d.32
ory.27.nea,27.3.d.32
ple.27.24-32,27.3.d.32
por.27.nea,27.3.d.32
rja.27.nea,27.3.d.32
sal.27.32,27.3.d.32
sck.27.nea,27.3.d.32
spr.27.22-32,27.3.d.32
sdv.27.nea,27.3.d.32
trs.27.22-32,27.3.d.32
tur.27.22-32,27.3.d.32
whb.27.1-91214,27.3.d.32
her-finl,27.3.d.32
bwp.27.2729-32,27.3.d.32
agn-nea,27.3.d.28.1
alf-comb,27.3.d.28.1
arg-comb,27.3.d.28.1
bli-comb,27.3.d.28.1
bll-2232,27.3.d.28.1
bsh-nea,27.3.d.28.1
bsf-comb,27.3.d.28.1
bsk-nea,27.3.d.28.1
bss-comb,27.3.d.28.1
cod-2532,27.3.d.28.1
cyo-nea,27.3.d.28.1
czs-comb,27.3.d.28.1
dab-2232,27.3.d.28.1
dgs-nea,27.3.d.28.1
ele-nea,27.3.d.28.1
fle-2232,27.3.d.28.1
gag-nea,27.3.d.28.1
gfb-comb,27.3.d.28.1
gug-comb,27.3.d.28.1
guq-nea,27.3.d.28.1
her-riga,27.3.d.28.1
lin-comb,27.3.d.28.1
mac-nea,27.3.d.28.1
mut-comb,27.3.d.28.1
ory-comb,27.3.d.28.1
ple-2432,27.3.d.28.1
por-nea,27.3.d.28.1
rng-comb,27.3.d.28.1
sal-2431,27.3.d.28.1
sbr-comb,27.3.d.28.1
sck-nea,27.3.d.28.1
sma-nea,27.3.d.28.1
spr-2232,27.3.d.28.1
trk-nea,27.3.d.28.1
trt-bal,27.3.d.28.1
tur-2232,27.3.d.28.1
whb-comb,27.3.d.28.1
cod-2532-alt,27.3.d.28.1
her-2832,27.3.d.28.1
her-2532,27.3.d.28.1
whb-comb-alt,27.3.d.28.1
usk-comb,27.3.d.28.1
rja-nea,27.3.d.28.1
gur-comb,27.3.d.28.1
agn.27.nea,27.3.d.28.1
alf.27.nea,27.3.d.28.1
bll.27.22-32,27.3.d.28.1
bsk.27.nea,27.3.d.28.1
cod.27.24-32,27.3.d.28.1
cyo.27.nea,27.3.d.28.1
dab.27.22-32,27.3.d.28.1
dgs.27.nea,27.3.d.28.1
gag.27.nea,27.3.d.28.1
gfb.27.nea,27.3.d.28.1
guq.27.nea,27.3.d.28.1
gur.27.3-8,27.3.d.28.1
her.27.28,27.3.d.28.1
mac.27.nea,27.3.d.28.1
ory.27.nea,27.3.d.28.1
ple.27.24-32,27.3.d.28.1
por.27.nea,27.3.d.28.1
rja.27.nea,27.3.d.28.1
sal.27.22-31,27.3.d.28.1
sck.27.nea,27.3.d.28.1
spr.27.22-32,27.3.d.28.1
sdv.27.nea,27.3.d.28.1
trs.27.22-32,27.3.d.28.1
tur.27.22-32,27.3.d.28.1
whb.27.1-91214,27.3.d.28.1
caa.27.5a,27.5.a
ple.27.5a,27.5.a
agn-nea,27.5.a.2
alf-comb,27.5.a.2
arg-comb,27.5.a.2
arg-icel,27.5.a.2
bli-5a14,27.5.a.2
bli-comb,27.5.a.2
bsh-nea,27.5.a.2
bsf-comb,27.5.a.2
bsf-oth,27.5.a.2
bsk-nea,27.5.a.2
bss-comb,27.5.a.2
cap-icel,27.5.a.2
cod-iceg,27.5.a.2
cyo-nea,27.5.a.2
czs-comb,27.5.a.2
dgs-nea,27.5.a.2
ele-nea,27.5.a.2
gag-nea,27.5.a.2
gfb-comb,27.5.a.2
ghl-grn,27.5.a.2
gug-comb,27.5.a.2
guq-nea,27.5.a.2
had-iceg,27.5.a.2
her-noss,27.5.a.2
her-vasu,27.5.a.2
lin-comb,27.5.a.2
lin-icel,27.5.a.2
mac-nea,27.5.a.2
mut-comb,27.5.a.2
ory-comb,27.5.a.2
por-nea,27.5.a.2
rng-comb,27.5.a.2
rng-oth,27.5.a.2
sai-icel,27.5.a.2
sal-nea,27.5.a.2
sbr-comb,27.5.a.2
sck-nea,27.5.a.2
sma-nea,27.5.a.2
smn-con,27.5.a.2
smn-dp,27.5.a.2
smn-sp,27.5.a.2
smr-5614,27.5.a.2
trk-nea,27.5.a.2
usk-icel,27.5.a.2
whb-comb,27.5.a.2
smn-5614,27.5.a.2
whb-comb-alt,27.5.a.2
her-noss-alt,27.5.a.2
usk-comb,27.5.a.2
rja-nea,27.5.a.2
gur-comb,27.5.a.2
bsf-nea,27.5.a.2
qsc-nea,27.5.a.2
scx-nea,27.5.a.2
rsg-nea,27.5.a.2
rhg-nea,27.5.a.2
tsu-nea,27.5.a.2
agn.27.nea,27.5.a.2
alf.27.nea,27.5.a.2
aru.27.5a14,27.5.a.2
bli.27.5a14,27.5.a.2
bsf.27.nea,27.5.a.2
bsk.27.nea,27.5.a.2
cap.27.2a514,27.5.a.2
cod.27.5a,27.5.a.2
cyo.27.nea,27.5.a.2
dgs.27.nea,27.5.a.2
gag.27.nea,27.5.a.2
gfb.27.nea,27.5.a.2
ghl.27.561214,27.5.a.2
guq.27.nea,27.5.a.2
gur.27.3-8,27.5.a.2
had.27.5a,27.5.a.2
her.27.1-24a514a,27.5.a.2
her.27.5a,27.5.a.2
lin.27.5a,27.5.a.2
mac.27.nea,27.5.a.2
ory.27.nea,27.5.a.2
por.27.nea,27.5.a.2
rhg.27.nea,27.5.a.2
rja.27.nea,27.5.a.2
rng.27.1245a8914ab,27.5.a.2
pok.27.5a,27.5.a.2
sck.27.nea,27.5.a.2
reb.27.5a14,27.5.a.2
reb.2127.dp,27.5.a.2
reb.2127.sp,27.5.a.2
reg.27.561214,27.5.a.2
sdv.27.nea,27.5.a.2
tsu.27.nea,27.5.a.2
usk.27.5a14,27.5.a.2
whb.27.1-91214,27.5.a.2
omz.27.56,27.5.a.2
sqr.27.nea,27.5.a.2
seh.27.125a14,27.5.a.2
sez.27.2514,27.5.a.2
caa.27.5a,27.5.a.2
