StockKeyLabel,AssessmentYear,Ecoregion,AdviceCategory,AssessmentKey,lineNumber,lineDescription,fishingPressure,stockSize,stockSizeStatus,fishingPressureStatus,year,status,statusicon,type
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,1,Maximum sustainable yield,F<sub>MSY</sub>,MSY B<sub>trigger</sub>,Undefined,Undefined,2021,1,http://sg.ices.dk/download/icons/6.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,1,Maximum sustainable yield,F<sub>MSY</sub>,MSY B<sub>trigger</sub>,Undefined,Undefined,2022,1,http://sg.ices.dk/download/icons/6.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,1,Maximum sustainable yield,F<sub>MSY</sub>,MSY B<sub>trigger</sub>,Undefined,Undefined,2023,1,http://sg.ices.dk/download/icons/6.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2020,6,http://sg.ices.dk/download/icons/6.png,Fishing pressure
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2021,6,http://sg.ices.dk/download/icons/6.png,Fishing pressure
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2022,6,http://sg.ices.dk/download/icons/6.png,Fishing pressure
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2021,1,http://sg.ices.dk/download/icons/1.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2022,1,http://sg.ices.dk/download/icons/1.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2023,1,http://sg.ices.dk/download/icons/1.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2020,0,http://sg.ices.dk/download/icons/0.png,Fishing pressure
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2021,0,http://sg.ices.dk/download/icons/0.png,Fishing pressure
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2022,0,http://sg.ices.dk/download/icons/0.png,Fishing pressure
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2021,0,http://sg.ices.dk/download/icons/0.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2022,0,http://sg.ices.dk/download/icons/0.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2023,0,http://sg.ices.dk/download/icons/0.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,4,Qualitative evaluation,-,-,Increasing,Increasing,2020,8,http://sg.ices.dk/download/icons/8.png,Fishing pressure
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,4,Qualitative evaluation,-,-,Increasing,Increasing,2021,8,http://sg.ices.dk/download/icons/8.png,Fishing pressure
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,4,Qualitative evaluation,-,-,Increasing,Increasing,2022,7,http://sg.ices.dk/download/icons/7.png,Fishing pressure
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,4,Qualitative evaluation,-,-,Increasing,Increasing,2021,9,http://sg.ices.dk/download/icons/9.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,4,Qualitative evaluation,-,-,Increasing,Increasing,2022,9,http://sg.ices.dk/download/icons/9.png,Stock Size
ane.27.9aS,2023,Bay of Biscay and the Iberian Coast,PA,18230,4,Qualitative evaluation,-,-,Increasing,Increasing,2023,7,http://sg.ices.dk/download/icons/7.png,Stock Size
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,1,Maximum sustainable yield,F<sub>MSY</sub>,MSY B<sub>trigger</sub>,Undefined,Undefined,2020,1,http://sg.ices.dk/download/icons/6.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,1,Maximum sustainable yield,F<sub>MSY</sub>,MSY B<sub>trigger</sub>,Undefined,Undefined,2021,1,http://sg.ices.dk/download/icons/6.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,1,Maximum sustainable yield,F<sub>MSY</sub>,MSY B<sub>trigger</sub>,Undefined,Undefined,2022,1,http://sg.ices.dk/download/icons/6.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,1,Maximum sustainable yield,F<sub>MSY</sub>,MSY B<sub>trigger</sub>,Undefined,Undefined,2021,2,http://sg.ices.dk/download/icons/6.png,Stock Size
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,1,Maximum sustainable yield,F<sub>MSY</sub>,MSY B<sub>trigger</sub>,Undefined,Undefined,2022,2,http://sg.ices.dk/download/icons/6.png,Stock Size
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,1,Maximum sustainable yield,F<sub>MSY</sub>,MSY B<sub>trigger</sub>,Undefined,Undefined,2023,2,http://sg.ices.dk/download/icons/6.png,Stock Size
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2020,6,http://sg.ices.dk/download/icons/6.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2021,6,http://sg.ices.dk/download/icons/6.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2022,6,http://sg.ices.dk/download/icons/6.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2021,1,http://sg.ices.dk/download/icons/1.png,Stock Size
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2022,1,http://sg.ices.dk/download/icons/1.png,Stock Size
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,2,Precautionary approach,"F<sub>pa</sub>,F<sub>lim</sub>","B<sub>pa</sub>,B<sub>lim</sub>",Full reproductive capacity,Undefined,2023,1,http://sg.ices.dk/download/icons/1.png,Stock Size
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2020,0,http://sg.ices.dk/download/icons/0.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2021,0,http://sg.ices.dk/download/icons/0.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2022,0,http://sg.ices.dk/download/icons/0.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2021,0,http://sg.ices.dk/download/icons/0.png,Stock Size
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2022,0,http://sg.ices.dk/download/icons/0.png,Stock Size
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,3,Management plan,F<sub>MGT</sub>,B<sub>MGT</sub>,Not applicable,Not applicable,2023,0,http://sg.ices.dk/download/icons/0.png,Stock Size
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,4,Qualitative evaluation,-,-,Increasing,Increasing,2020,8,http://sg.ices.dk/download/icons/8.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,4,Qualitative evaluation,-,-,Increasing,Increasing,2021,8,http://sg.ices.dk/download/icons/8.png,Fishing pressure
ane.27.9aW,2023,Bay of Biscay and the Iberian Coast,PA,18230,4,Qualitative evaluation,-,-,Increasing,Increasing,2022,7,http://sg.ices.dk/download/icons/7.png,Fishing pressure
