EcoRegion,Stock,Area,Year,R,SSB,Landings,F,Method,Assessment_URL,source,Fref_point,stk,Fref,F_Fref,Meeting_comments,Blim,catch,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,asses_year,version,stk_updated
Central Med.,NEP,15_16,2017,18849,1134,372,0.22,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2.2,NA,NA,374.7,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2018,10688,909,333,0.27,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2.7,NA,NA,333,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2019,7063,720,338,0.27,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2.7,NA,NA,338,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2020,5595,541,147,0.24,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2.4,NA,NA,147,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2021,9484,485,189,0.2,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2,NA,NA,189,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2022,27710,430,88,0.15,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,1.5,NA,NA,88,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1970,NA,14196,1270,0.09,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.333333333,NA,3149.46,1270,14196,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1971,NA,14746,1283,0.09,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.333333333,NA,3149.46,1283,14746,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1972,NA,15187,1397,0.09,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.333333333,NA,3149.46,1397,15187,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1973,NA,15628,1113,0.07,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.259259259,NA,3149.46,1113,15628,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1974,NA,16199,1098,0.07,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.259259259,NA,3149.46,1098,16199,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1975,NA,16696,1197,0.07,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.259259259,NA,3149.46,1197,16696,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1976,NA,16990,1520,0.09,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.333333333,NA,3149.46,1520,16990,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1977,NA,16823,2104,0.12,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.444444444,NA,3149.46,2104,16823,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1978,NA,16583,1469,0.09,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.333333333,NA,3149.46,1469,16583,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1979,NA,16778,1288,0.08,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.296296296,NA,3149.46,1288,16778,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1980,NA,17118,1116,0.07,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.259259259,NA,3149.46,1116,17118,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1981,NA,17509,1185,0.07,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.259259259,NA,3149.46,1185,17509,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1982,NA,17734,1407,0.08,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.296296296,NA,3149.46,1407,17734,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1983,NA,17840,1270,0.07,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.259259259,NA,3149.46,1270,17840,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1984,NA,18056,1219,0.07,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.259259259,NA,3149.46,1219,18056,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1985,NA,17998,2109,0.11,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.407407407,NA,3149.46,2109,17998,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1986,NA,17273,2350,0.13,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.481481481,NA,3149.46,2350,17273,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1987,NA,16631,2087,0.13,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.481481481,NA,3149.46,2087,16631,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1988,NA,15890,2836,0.17,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.62962963,NA,3149.46,2836,15890,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1989,NA,15066,2159,0.15,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.555555556,NA,3149.46,2159,15066,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1990,NA,14815,1890,0.13,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.481481481,NA,3149.46,1890,14815,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1991,NA,14504,2507,0.17,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.62962963,NA,3149.46,2507,14504,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1992,NA,13587,3151,0.23,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.851851852,NA,3149.46,3151,13587,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1993,NA,12404,3122,0.25,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.925925926,NA,3149.46,3122,12404,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1994,NA,11242,3366,0.29,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.074074074,NA,3149.46,3366,11242,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1995,NA,10126,3148,0.32,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.185185185,NA,3149.46,3148,10126,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1996,NA,8920,3558,0.39,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.444444444,NA,3149.46,3558,8920,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1997,NA,7706,3058,0.4,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.481481481,NA,3149.46,3058,7706,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1998,NA,7043,2426,0.34,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.259259259,NA,3149.46,2426,7043,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,1999,NA,7027,1753,0.26,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.962962963,NA,3149.46,1753,7027,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2000,NA,7314,1864,0.25,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.925925926,NA,3149.46,1864,7314,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2001,NA,7679,1559,0.2,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.740740741,NA,3149.46,1559,7679,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2002,NA,8406,1252,0.16,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.592592593,NA,3149.46,1252,8406,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2003,NA,8939,2219,0.24,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.888888889,NA,3149.46,2219,8939,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2004,NA,8863,2279,0.27,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1,NA,3149.46,2279,8863,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2005,NA,8303,3394,0.39,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.444444444,NA,3149.46,3394,8303,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2006,NA,7183,3107,0.43,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.592592593,NA,3149.46,3107,7183,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2007,NA,6395,2775,0.43,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.592592593,NA,3149.46,2775,6395,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2008,NA,5829,2654,0.46,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.703703704,NA,3149.46,2720.77,5829,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2009,NA,5189,2800,0.54,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,2,NA,3149.46,2806.23,5189,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2010,NA,4505,2523,0.56,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,2.074074074,NA,3149.46,2523.83,4505,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2011,NA,4230,1956,0.48,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.777777778,NA,3149.46,1959.99,4230,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2012,NA,4076,1955,0.58,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,2.148148148,NA,3149.46,1957.79,4076,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2013,NA,3559,2117,0.68,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,2.518518519,NA,3149.46,2117.41,3559,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2014,NA,3300,1724,0.54,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,2,NA,3149.46,1729.33,3300,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2015,NA,3485,1608,0.46,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.703703704,NA,3149.46,1610.38,3485,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2016,NA,3865,1405,0.37,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.37037037,NA,3149.46,1405.96,3865,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2017,NA,4412,1433,0.33,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.222222222,NA,3149.46,1436.47,4412,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2018,NA,4958,1524,0.31,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,1.148148148,NA,3149.46,1528.53,4958,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2019,NA,5617,1247,0.22,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.814814815,NA,3149.46,1247.63,5617,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2020,NA,6678,834,0.13,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.481481481,NA,3149.46,834.93,6678,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2021,NA,7976,867,0.11,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.407407407,NA,3149.46,867.74,7976,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,17_18,2022,NA,8660,806,0.08,SPiCT_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,NEP_17_18,0.27,0.296296296,NA,3149.46,815.01,8660,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Western Med.,NEP,6,2009,44342,399.52,355.6,0.70925,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,4.172058824,NA,472.22,355.61,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.246617284,2023,NA,Y
Western Med.,NEP,6,2010,45764,435.07,406.5,0.72655,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,4.273823529,NA,472.22,406.51,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.268561728,2023,NA,Y
Western Med.,NEP,6,2011,46510,453.15,496.8,0.92126,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,5.419176471,NA,472.22,508.21,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.279722222,2023,NA,Y
Western Med.,NEP,6,2012,45773,409.72,506.1,0.97281,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,5.722411765,NA,472.22,571.89,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.25291358,2023,NA,Y
Western Med.,NEP,6,2013,43093,376.45,478.4,0.89549,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,5.267588235,NA,472.22,490.7,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.232376543,2023,NA,Y
Western Med.,NEP,6,2014,38702,358.18,490,1.07947,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,6.349823529,NA,472.22,500.79,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.221098765,2023,NA,Y
Western Med.,NEP,6,2015,33420,305.66,355.2,1.02149,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,6.008764706,NA,472.22,361.58,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.188679012,2023,NA,Y
Western Med.,NEP,6,2016,28198,270.75,308.1,0.82519,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,4.854058824,NA,472.22,314.47,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.16712963,2023,NA,Y
Western Med.,NEP,6,2017,23714,265.2,282.2,0.92593,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,5.446647059,NA,472.22,293.24,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.163703704,2023,NA,Y
Western Med.,NEP,6,2018,20238,226.55,287,0.95207,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,5.600411765,NA,472.22,287.03,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.139845679,2023,NA,Y
Western Med.,NEP,6,2019,17728,188.4,269.1,1.11512,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,6.559529412,NA,472.22,270.34,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.116296296,2023,NA,Y
Western Med.,NEP,6,2020,15977,152.64,198.8,0.69274,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,4.074941176,NA,472.22,200.33,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.094222222,2023,NA,Y
Western Med.,NEP,6,2021,14718,165.82,149.4,0.71153,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,4.185470588,NA,472.22,149.432,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.102358025,2023,NA,Y
Western Med.,NEP,6,2022,13707,166.36,162.63,0.78792,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_6,0.17,4.634823529,NA,472.22,162.63,NA,Nephrops norvegicus,Norway lobster,1620,Bmsy,0.102691358,2023,NA,Y
Western Med.,NEP,9,1994,54485,622.85,376.4,0.413,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.251968504,NA,255.38,376.4,1163,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.609722671,2023,NA,Y
Western Med.,NEP,9,1995,52751,607.67,345.4,0.405,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.188976378,NA,255.38,345.4,1149,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.594862608,2023,NA,Y
Western Med.,NEP,9,1996,54620,581.94,359.4,0.396,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.118110236,NA,255.38,359.4,1091,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.569674899,2023,NA,Y
Western Med.,NEP,9,1997,49811,557.01,727.6,0.382,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.007874016,NA,255.38,727.6,1049,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.54527033,2023,NA,Y
Western Med.,NEP,9,1998,55065,553.02,225.5,0.362,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.850393701,NA,255.38,225.5,1050,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.541364424,2023,NA,Y
Western Med.,NEP,9,1999,50154,554.95,178.6,0.337,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.653543307,NA,255.38,178.6,1020,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.543253747,2023,NA,Y
Western Med.,NEP,9,2000,55935,575.83,335,0.314,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.472440945,NA,255.38,335,1050,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.563693675,2023,NA,Y
Western Med.,NEP,9,2001,62977,600.96,269.5,0.298,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.346456693,NA,255.38,269.5,1095,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.58829403,2023,NA,Y
Western Med.,NEP,9,2002,48844,630.74,276.9,0.296,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.330708661,NA,255.38,276.9,1136,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.617446379,2023,NA,Y
Western Med.,NEP,9,2003,42664,657.64,320.9,0.305,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.401574803,NA,255.38,320.9,1157,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.643779429,2023,NA,Y
Western Med.,NEP,9,2004,38699,648.4,268.7,0.321,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.527559055,NA,255.38,268.7,1129,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.634734173,2023,NA,Y
Western Med.,NEP,9,2005,38752,601.63,288.5,0.335,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.637795276,NA,255.38,288.5,1051,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.588949908,2023,NA,Y
Western Med.,NEP,9,2006,40967,564.09,247.5,0.341,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.68503937,NA,255.38,247.5,1027,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.55220111,2023,NA,Y
Western Med.,NEP,9,2007,43178,503.02,260.5,0.344,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.708661417,NA,255.38,260.6,926,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.492418235,2023,NA,Y
Western Med.,NEP,9,2008,38764,466.91,227.7,0.353,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.779527559,NA,255.38,227.7,880,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.457069298,2023,NA,Y
Western Med.,NEP,9,2009,35414,439.66,250.3,0.432,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.401574803,NA,255.38,259.5,844,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.430393625,2023,NA,Y
Western Med.,NEP,9,2010,31414,393.55,161.6,0.457,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.598425197,NA,255.38,162.6,767,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.38525545,2023,NA,Y
Western Med.,NEP,9,2011,30419,344.54,184,0.466,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.669291339,NA,255.38,185,671,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.337278396,2023,NA,Y
Western Med.,NEP,9,2012,31715,317.13,178.2,0.444,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.496062992,NA,255.38,179,623,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.310446096,2023,NA,Y
Western Med.,NEP,9,2013,36650,303.49,147.6,0.401,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,3.157480315,NA,255.38,149,593,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.297093575,2023,NA,Y
Western Med.,NEP,9,2014,41394,325.52,111.6,0.367,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.88976378,NA,255.38,112,640,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.318659266,2023,NA,Y
Western Med.,NEP,9,2015,39386,347.91,113.6,0.363,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_9,0.127,2.858267717,NA,255.38,113.7,659,Nephrops norvegicus,Norway lobster,1021.53,Bmsy,0.340577369,2023,NA,Y
