EcoRegion,Stock,Area,Year,R,SSB,Landings,F,Method,Assessment_URL,source,Fref_point,stk,Fref,F_Fref,Meeting_comments,Blim,catch,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,asses_year,version,stk_updated
Central Med.,HKE,20,2011,139351,2058,1306,1,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,4.651162791,NA,NA,1361,4053,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2012,91823,2076,1379,0.93,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,4.325581395,NA,NA,1438,3520,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2013,68740,1944,1462,0.86,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,4,NA,NA,1509,3027,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2014,67111,1621,964,0.79,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,3.674418605,NA,NA,978,2515,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2015,79087,1546,649,0.73,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,3.395348837,NA,NA,702,2581,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2016,93634,1380,528,0.68,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,3.162790698,NA,NA,548,2504,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2017,100615,1447,693,0.65,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,3.023255814,NA,NA,720,2667,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2018,102491,1741,748,0.62,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,2.88372093,NA,NA,801,3108,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2019,108356,1929,986,0.6,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,2.790697674,NA,NA,1006,3305,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2020,121601,2321,959,0.59,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,2.744186047,NA,NA,977,3844,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2021,138302,2577,782,0.57,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,2.651162791,NA,NA,795,4366,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Central Med.,HKE,20,2022,154352,2982,1139,0.57,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_20,0.215,2.651162791,NA,NA,1155,4814,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2003,825590,5932,3790,0.663,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,5.815789474,NA,NA,3936,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2004,839464,8402,3977,0.819,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,7.184210526,NA,NA,4551,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2005,932316,9153,5480,0.955,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,8.377192982,NA,NA,5997,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2006,885456,8949,6212,1.013,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,8.885964912,NA,NA,6514,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2007,892000,9256,7119,0.997,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,8.745614035,NA,NA,7119,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2008,730740,8802,5548,0.961,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,8.429824561,NA,NA,5997,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2009,529067,8541,5698,0.94,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,8.245614035,NA,NA,5698,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2010,596493,7310,4852,0.913,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,8.00877193,NA,NA,4852,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2011,628612,6292,4351,0.826,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,7.245614035,NA,NA,4351,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2012,501863,6399,4506,0.714,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,6.263157895,NA,NA,4506,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2013,435710,7149,4404,0.66,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,5.789473684,NA,NA,4419.5,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2014,405976,7616,3805,0.654,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,5.736842105,NA,NA,3852,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2015,383726,7743,4097,0.614,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,5.385964912,NA,NA,4097.7,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2016,438131,7888,3704,0.555,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,4.868421053,NA,NA,3799,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2017,521165,8297,4048,0.544,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,4.771929825,NA,NA,4048,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2018,535150,9055,4080,0.586,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,5.140350877,NA,NA,4202,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2019,540278,9292,4485,0.639,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,5.605263158,NA,NA,4723,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2020,491207,9370,4255,0.653,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,5.728070175,NA,NA,4444,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2021,612206,8997,3334,0.596,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,5.228070175,NA,NA,3454,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Eastern Med.,HKE,22,2022,635430,9327,3894,0.49,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,HKE_22,0.114,4.298245614,NA,NA,4036,NA,Merluccius merluccius,European hake,NA,NA,NA,2023,NA,Y
Western Med.,HKE,8_9_10_11,2005,429133,5479.4,3757.11,0.98,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5.764705882,NA,5132,4330.7,NA,Merluccius merluccius,European hake,49500,Bmsy,0.110694949,2023,NA,Y
Western Med.,HKE,8_9_10_11,2006,417621,4876.4,4076.63,0.96,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5.647058824,NA,5132,4803.87,NA,Merluccius merluccius,European hake,49500,Bmsy,0.098513131,2023,NA,Y
Western Med.,HKE,8_9_10_11,2007,477519,4513.3,3186.28,0.93,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5.470588235,NA,5132,3701.42,NA,Merluccius merluccius,European hake,49500,Bmsy,0.091177778,2023,NA,Y
Western Med.,HKE,8_9_10_11,2008,407210,4337.9,2597.74,0.9,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5.294117647,NA,5132,3041.84,NA,Merluccius merluccius,European hake,49500,Bmsy,0.087634343,2023,NA,Y
Western Med.,HKE,8_9_10_11,2009,421285,4341,2674.61,0.92,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5.411764706,NA,5132,3578.54,NA,Merluccius merluccius,European hake,49500,Bmsy,0.08769697,2023,NA,Y
Western Med.,HKE,8_9_10_11,2010,413012,4361.9,2984.41,0.96,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5.647058824,NA,5132,3333.67,NA,Merluccius merluccius,European hake,49500,Bmsy,0.088119192,2023,NA,Y
Western Med.,HKE,8_9_10_11,2011,382143,4083.9,2920.92,0.97,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5.705882353,NA,5132,3772.31,NA,Merluccius merluccius,European hake,49500,Bmsy,0.08250303,2023,NA,Y
Western Med.,HKE,8_9_10_11,2012,338223,3808.7,2307.83,0.93,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5.470588235,NA,5132,2616.67,NA,Merluccius merluccius,European hake,49500,Bmsy,0.076943434,2023,NA,Y
Western Med.,HKE,8_9_10_11,2013,291073,3631.1,2593.13,0.86,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5.058823529,NA,5132,2903.46,NA,Merluccius merluccius,European hake,49500,Bmsy,0.073355556,2023,NA,Y
Western Med.,HKE,8_9_10_11,2014,282718,3662.3,2593.63,0.83,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,4.882352941,NA,5132,2920.98,NA,Merluccius merluccius,European hake,49500,Bmsy,0.073985859,2023,NA,Y
Western Med.,HKE,8_9_10_11,2015,314461,3675.5,2323.36,0.85,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5,NA,5132,2686.97,NA,Merluccius merluccius,European hake,49500,Bmsy,0.074252525,2023,NA,Y
Western Med.,HKE,8_9_10_11,2016,299873,3571.6,2213.19,0.88,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,5.176470588,NA,5132,2649,NA,Merluccius merluccius,European hake,49500,Bmsy,0.072153535,2023,NA,Y
Western Med.,HKE,8_9_10_11,2017,258970,3509.5,1813.92,0.84,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,4.941176471,NA,5132,2105.12,NA,Merluccius merluccius,European hake,49500,Bmsy,0.07089899,2023,NA,Y
Western Med.,HKE,8_9_10_11,2018,235940,3509.8,1838.28,0.72,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,4.235294118,NA,5132,2119.51,NA,Merluccius merluccius,European hake,49500,Bmsy,0.070905051,2023,NA,Y
Western Med.,HKE,8_9_10_11,2019,167681,3650.4,1950.96,0.62,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,3.647058824,NA,5132,2196.92,NA,Merluccius merluccius,European hake,49500,Bmsy,0.073745455,2023,NA,Y
Western Med.,HKE,8_9_10_11,2020,175716,3930.3,1730.46,0.59,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,3.470588235,NA,5132,1932.75,NA,Merluccius merluccius,European hake,49500,Bmsy,0.0794,2023,NA,Y
Western Med.,HKE,8_9_10_11,2021,372471,4125,1563.63,0.61,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,3.588235294,NA,5132,1835.31,NA,Merluccius merluccius,European hake,49500,Bmsy,0.083333333,2023,NA,Y
Western Med.,HKE,8_9_10_11,2022,370235,4428,1274.18,0.34,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,HKE_8_9_10_11,0.17,2,NA,5132,1536.38,NA,Merluccius merluccius,European hake,49500,Bmsy,0.089454545,2023,NA,N
Central Med.,MUR,15_16,2005,37506,1281,903,0.615,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.261029412,NA,NA,903,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2006,43870,1603,1094,0.646,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.375,NA,NA,1094,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2007,46222,1652,1149,0.669,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.459558824,NA,NA,1149,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2008,41099,1599,1212,0.677,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.488970588,NA,NA,1212,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2009,31763,1390,1136,0.662,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.433823529,NA,NA,1136,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2010,24010,1170,919,0.63,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.316176471,NA,NA,919,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2011,20365,1030,757,0.592,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.176470588,NA,NA,757,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2012,20857,977,635,0.566,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.080882353,NA,NA,635,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2013,24932,994,626,0.569,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.091911765,NA,NA,626,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2014,30915,943,671,0.611,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.246323529,NA,NA,671,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2015,35003,1083,840,0.694,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.551470588,NA,NA,840,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2016,34091,1051,975,0.797,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.930147059,NA,NA,975,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2017,29735,1022,995,0.864,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,3.176470588,NA,NA,995,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2018,25879,911,853,0.831,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,3.055147059,NA,NA,853,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2019,24896,822,651,0.689,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,2.533088235,NA,NA,651,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2020,27334,1014,541,0.502,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,1.845588235,NA,NA,541,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Central Med.,MUR,15_16,2021,32627,1165,478,0.341,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUR_15_16,0.272,1.253676471,NA,NA,478,NA,Mullus surmuletus,Surmullet,NA,NA,NA,2023,NA,N
Western Med.,MUT,1,2002,6369,155,111.32,1.09,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,1.786885246,NA,179,111.32,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2003,6465,165,159.68,1.27,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.081967213,NA,179,159.74,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2004,7108,151,154.07,1.38,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.262295082,NA,179,154.13,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2005,8693,177,140.21,1.37,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.245901639,NA,179,140.21,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2006,11071,206,164.54,1.28,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.098360656,NA,179,164.61,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2007,12921,264,194.01,1.23,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.016393443,NA,179,194.09,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2008,12429,261,193.65,1.28,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.098360656,NA,179,193.81,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2009,9781,217,228.37,1.41,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.31147541,NA,179,229.46,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2010,7036,139,201.65,1.54,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.524590164,NA,179,201.66,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2011,5504,111,201.18,1.55,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.540983607,NA,179,201.32,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2012,5374,108,107.31,1.44,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.360655738,NA,179,108.97,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2013,6658,130,131.63,1.3,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.131147541,NA,179,131.92,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2014,9281,160,123.87,1.24,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.032786885,NA,179,127.16,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2015,12014,207,135.9,1.3,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.131147541,NA,179,137.68,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2016,12406,248,260.49,1.45,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.37704918,NA,179,268.11,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2017,10034,210,274.67,1.62,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.655737705,NA,179,278.15,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2018,7255,146,170.23,1.69,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.770491803,NA,179,173.03,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2019,5796,122,124.63,1.66,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.721311475,NA,179,125.04,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2020,6056,116,107.32,1.57,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.573770492,NA,179,107.58,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2021,8510,152,151.102,1.5,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.459016393,NA,179,151.102,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,1,2022,14288,247,164.89,1.44,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_1,0.61,2.360655738,NA,179,170.39,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2002,179067,1611.52,2272.67,1.44356,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,2.830509804,NA,NA,2272.67,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2003,127131,1119.16,2451.76,1.61886,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,3.174235294,NA,NA,2451.76,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2004,94984,755.77,950.98,1.65798,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,3.250941176,NA,NA,950.98,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2005,77876,518.79,1113.7,1.48772,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,2.917098039,NA,NA,1113.7,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2006,70613,520.17,887.37,1.22772,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,2.407294118,NA,NA,887.37,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2007,68512,530.27,541.13,1.04021,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,2.039627451,NA,NA,541.13,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2008,67264,542.61,447.81,0.9936,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,1.948235294,NA,NA,447.81,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2009,63627,510.08,529.51,1.07942,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,2.116509804,NA,NA,529.51,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2010,57009,493.57,538.12,1.22415,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,2.400294118,NA,NA,548.08,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2011,49474,390.91,588.35,1.28049,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,2.510764706,NA,NA,588.41,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2012,43647,355.28,483.27,1.14395,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,2.243039216,NA,NA,486.56,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2013,41072,375.57,274.44,0.89541,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,1.755705882,NA,NA,274.46,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2014,42132,423.17,251.03,0.68896,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,1.350901961,NA,NA,252.48,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2015,46305,469.25,303.61,0.59306,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,1.162862745,NA,NA,303.69,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2016,51836,607.33,277.86,0.60322,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,1.182784314,NA,NA,277.98,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
