Year,StockKeyLabel,F,SSB,FishingPressureDescription,StockSizeDescription,Landings,Catches,Discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger,Ecoregion,landings
1989,pil.27.8c9a,0.39,624718,F,Biomass 1+,NA,140961,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1990,pil.27.8c9a,0.425,560947,F,Biomass 1+,NA,149429,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1991,pil.27.8c9a,0.391,514930,F,Biomass 1+,NA,132587,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1992,pil.27.8c9a,0.287,853418,F,Biomass 1+,NA,130250,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1993,pil.27.8c9a,0.277,966040,F,Biomass 1+,NA,142495,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1994,pil.27.8c9a,0.233,813719,F,Biomass 1+,NA,136582,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1995,pil.27.8c9a,0.232,674319,F,Biomass 1+,NA,125280,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1996,pil.27.8c9a,0.314,540206,F,Biomass 1+,NA,116736,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1997,pil.27.8c9a,0.423,476598,F,Biomass 1+,NA,115814,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1998,pil.27.8c9a,0.479,380654,F,Biomass 1+,NA,108924,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1999,pil.27.8c9a,0.44,364031,F,Biomass 1+,NA,94091,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2000,pil.27.8c9a,0.391,310306,F,Biomass 1+,NA,85786,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2001,pil.27.8c9a,0.37,470430,F,Biomass 1+,NA,101957,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2002,pil.27.8c9a,0.309,479251,F,Biomass 1+,NA,99673,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2003,pil.27.8c9a,0.276,453540,F,Biomass 1+,NA,97831,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2004,pil.27.8c9a,0.305,396905,F,Biomass 1+,NA,98020,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2005,pil.27.8c9a,0.303,532680,F,Biomass 1+,NA,97345,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2006,pil.27.8c9a,0.178,626825,F,Biomass 1+,NA,87023,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2007,pil.27.8c9a,0.216,494379,F,Biomass 1+,NA,96469,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2008,pil.27.8c9a,0.346,386065,F,Biomass 1+,NA,101464,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2009,pil.27.8c9a,0.391,292342,F,Biomass 1+,NA,87740,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2010,pil.27.8c9a,0.486,247247,F,Biomass 1+,NA,89571,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2011,pil.27.8c9a,0.575,178964,F,Biomass 1+,NA,80403,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2012,pil.27.8c9a,0.458,133832,F,Biomass 1+,NA,54857,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2013,pil.27.8c9a,0.428,125064,F,Biomass 1+,NA,45818,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2014,pil.27.8c9a,0.268,131777,F,Biomass 1+,NA,27937,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2015,pil.27.8c9a,0.161,126440,F,Biomass 1+,NA,20595,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2016,pil.27.8c9a,0.156,163733,F,Biomass 1+,NA,22704,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2017,pil.27.8c9a,0.125,213644,F,Biomass 1+,NA,21911,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2018,pil.27.8c9a,0.066,208593,F,Biomass 1+,NA,15062,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2019,pil.27.8c9a,0.045,244722,F,Biomass 1+,NA,13759,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2020,pil.27.8c9a,0.054,493513,F,Biomass 1+,NA,22143,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2021,pil.27.8c9a,0.082,508698,F,Biomass 1+,NA,40686,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2022,pil.27.8c9a,0.081,479464,F,Biomass 1+,NA,40429,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
2023,pil.27.8c9a,NA,480817,F,Biomass 1+,NA,NA,NA,2023,0.26,0.092,252523,196334,0.092,252523,BoBiscay & Iberia,NA
1999,ple.27.21-23,1.063,4791,F,SSB,3406,5719,2313,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2000,ple.27.21-23,1.117,5333,F,SSB,3935,6248,2313,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2001,ple.27.21-23,0.998,6067,F,SSB,4054,6367,2313,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2002,ple.27.21-23,0.951,6404,F,SSB,3939,8296,4357,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2003,ple.27.21-23,0.791,5677,F,SSB,3618,5623,2004,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2004,ple.27.21-23,0.71,5162,F,SSB,2766,4135,1369,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2005,ple.27.21-23,0.7,4825,F,SSB,2354,3551,1197,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2006,ple.27.21-23,0.801,4944,F,SSB,2580,4350,1770,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2007,ple.27.21-23,0.776,4298,F,SSB,2691,3882,1191,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2008,ple.27.21-23,0.827,3994,F,SSB,2028,3930,1902,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2009,ple.27.21-23,0.763,3747,F,SSB,1635,3083,1448,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2010,ple.27.21-23,0.644,3738,F,SSB,1570,3059,1489,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2011,ple.27.21-23,0.711,4364,F,SSB,1584,3629,2045,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2012,ple.27.21-23,0.457,4876,F,SSB,1845,3196,1351,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2013,ple.27.21-23,0.417,6108,F,SSB,1956,3593,1638,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2014,ple.27.21-23,0.397,7111,F,SSB,1931,3877,1946,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2015,ple.27.21-23,0.419,7686,F,SSB,2687,3707,1021,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2016,ple.27.21-23,0.518,7886,F,SSB,3020,4521,1501,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2017,ple.27.21-23,0.506,7797,F,SSB,3243,3773,530,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2018,ple.27.21-23,0.525,8352,F,SSB,3446,4846,1400,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2019,ple.27.21-23,0.505,9040,F,SSB,4334,5388,1054,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2020,ple.27.21-23,0.437,8129,F,SSB,3409,4469,1061,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2021,ple.27.21-23,0.26,8870,F,SSB,2126,3053,927,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2022,ple.27.21-23,0.149,13254,F,SSB,1467,2274,807,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2023,ple.27.21-23,NA,23194,F,SSB,NA,NA,NA,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA
2002,ple.27.24-32,1.37,0.273,F/Fmsy,B/Bmsy,915,1269,353,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2003,ple.27.24-32,1.639,0.304,F/Fmsy,B/Bmsy,1281,1552,271,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2004,ple.27.24-32,1.684,0.241,F/Fmsy,B/Bmsy,1081,1295,214,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2005,ple.27.24-32,1.302,0.267,F/Fmsy,B/Bmsy,1081,1247,166,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2006,ple.27.24-32,1.145,0.375,F/Fmsy,B/Bmsy,1012,1830,818,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2007,ple.27.24-32,1.045,0.478,F/Fmsy,B/Bmsy,1167,1658,491,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2008,ple.27.24-32,0.81,0.567,F/Fmsy,B/Bmsy,1102,1397,294,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2009,ple.27.24-32,0.696,0.704,F/Fmsy,B/Bmsy,1226,1644,418,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2010,ple.27.24-32,0.729,0.776,F/Fmsy,B/Bmsy,903,1901,998,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2011,ple.27.24-32,0.761,0.792,F/Fmsy,B/Bmsy,748,2125,1377,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2012,ple.27.24-32,0.683,0.853,F/Fmsy,B/Bmsy,848,1766,917,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2013,ple.27.24-32,0.549,0.904,F/Fmsy,B/Bmsy,738,1520,781,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2014,ple.27.24-32,0.378,0.939,F/Fmsy,B/Bmsy,534,1015,481,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2015,ple.27.24-32,0.236,1.126,F/Fmsy,B/Bmsy,427,647,220,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2016,ple.27.24-32,0.23,1.394,F/Fmsy,B/Bmsy,521,1579,1058,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2017,ple.27.24-32,0.245,1.561,F/Fmsy,B/Bmsy,650,1058,408,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2018,ple.27.24-32,0.274,1.804,F/Fmsy,B/Bmsy,1644,2355,711,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2019,ple.27.24-32,0.342,1.884,F/Fmsy,B/Bmsy,1741,2359,617,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2020,ple.27.24-32,0.271,1.885,F/Fmsy,B/Bmsy,1024,1247,223,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2021,ple.27.24-32,0.213,1.785,F/Fmsy,B/Bmsy,767,1317,550,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2022,ple.27.24-32,0.151,1.757,F/Fmsy,B/Bmsy,458,608,150,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
2023,ple.27.24-32,NA,1.75,F/Fmsy,B/Bmsy,NA,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA
1957,ple.27.420,0.11,806128,F,SSB,70563,78443,7880,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1958,ple.27.420,0.128,804359,F,SSB,73354,88191,14837,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1959,ple.27.420,0.145,798296,F,SSB,79300,109164,29864,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1960,ple.27.420,0.149,823957,F,SSB,87541,117334,29793,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1961,ple.27.420,0.148,828654,F,SSB,85984,118474,32490,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1962,ple.27.420,0.161,991144,F,SSB,87472,125375,37903,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1963,ple.27.420,0.182,895194,F,SSB,107118,148376,41258,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1964,ple.27.420,0.188,882137,F,SSB,110540,147571,37031,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1965,ple.27.420,0.17,779720,F,SSB,97143,140223,43080,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1966,ple.27.420,0.182,834018,F,SSB,101834,166552,64718,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1967,ple.27.420,0.184,957778,F,SSB,108819,163365,54546,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1968,ple.27.420,0.166,899839,F,SSB,111534,139521,27987,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1969,ple.27.420,0.178,799849,F,SSB,121651,142820,21169,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1970,ple.27.420,0.226,736972,F,SSB,130342,159982,29640,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1971,ple.27.420,0.206,675895,F,SSB,113944,136939,22995,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1972,ple.27.420,0.222,659873,F,SSB,122843,142475,19632,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1973,ple.27.420,0.25,542542,F,SSB,130429,143783,13354,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1974,ple.27.420,0.27,534971,F,SSB,112540,157485,44945,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1975,ple.27.420,0.307,541357,F,SSB,108536,195235,86699,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1976,ple.27.420,0.256,558866,F,SSB,113670,166917,53247,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1977,ple.27.420,0.291,560178,F,SSB,119188,176689,57501,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1978,ple.27.420,0.28,533827,F,SSB,113984,159639,45655,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1979,ple.27.420,0.383,510284,F,SSB,145347,213282,67935,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1980,ple.27.420,0.33,496578,F,SSB,140764,171844,31080,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1981,ple.27.420,0.331,466467,F,SSB,141233,174264,33031,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1982,ple.27.420,0.359,449327,F,SSB,156153,205280,49127,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1983,ple.27.420,0.348,543625,F,SSB,145779,220262,74483,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1984,ple.27.420,0.36,559814,F,SSB,165772,236588,70816,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1985,ple.27.420,0.343,596644,F,SSB,171838,232387,60549,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1986,ple.27.420,0.422,622907,F,SSB,178878,308831,129953,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1987,ple.27.420,0.458,745310,F,SSB,168759,359283,190524,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1988,ple.27.420,0.442,645444,F,SSB,168552,324975,156423,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1989,ple.27.420,0.385,698394,F,SSB,178891,286684,107793,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1990,ple.27.420,0.364,626884,F,SSB,169453,240678,71225,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1991,ple.27.420,0.401,577554,F,SSB,157277,238212,80935,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1992,ple.27.420,0.394,491912,F,SSB,136727,193776,57049,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1993,ple.27.420,0.364,441972,F,SSB,128506,163522,35016,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1994,ple.27.420,0.364,386113,F,SSB,121925,145710,23785,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1995,ple.27.420,0.379,367117,F,SSB,109348,131176,21828,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1996,ple.27.420,0.404,344953,F,SSB,91386,143435,52049,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1997,ple.27.420,0.461,372743,F,SSB,92958,193103,100145,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1998,ple.27.420,0.406,416898,F,SSB,79810,183561,103751,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1999,ple.27.420,0.378,386403,F,SSB,89726,160702,70976,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2000,ple.27.420,0.3,407713,F,SSB,90754,135065,44311,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2001,ple.27.420,0.398,456603,F,SSB,92912,193221,100309,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2002,ple.27.420,0.33,396850,F,SSB,79178,134277,55099,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2003,ple.27.420,0.313,468727,F,SSB,74722,153997,79275,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2004,ple.27.420,0.234,456154,F,SSB,70511,127989,57478,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2005,ple.27.420,0.214,518179,F,SSB,62796,119046,56250,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2006,ple.27.420,0.186,580621,F,SSB,67143,131303,64160,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2007,ple.27.420,0.148,603437,F,SSB,58576,100949,42373,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2008,ple.27.420,0.117,769512,F,SSB,58336,105329,46993,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2009,ple.27.420,0.106,897359,F,SSB,62360,108262,45902,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2010,ple.27.420,0.105,1038442,F,SSB,70340,116910,46570,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2011,ple.27.420,0.108,1020096,F,SSB,76507,118100,41593,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2012,ple.27.420,0.115,1060963,F,SSB,82018,141932,59914,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2013,ple.27.420,0.109,1099716,F,SSB,86222,126247,40025,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2014,ple.27.420,0.116,1171560,F,SSB,80686,133697,53011,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2015,ple.27.420,0.123,1038444,F,SSB,85360,134585,49225,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2016,ple.27.420,0.139,999635,F,SSB,92744,136995,44251,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2017,ple.27.420,0.131,938798,F,SSB,74928,114300,39372,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2018,ple.27.420,0.139,787311,F,SSB,57800,105800,48000,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2019,ple.27.420,0.115,706290,F,SSB,48745,86121,37376,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2020,ple.27.420,0.102,726120,F,SSB,40888,79158,38270,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2021,ple.27.420,0.087,763264,F,SSB,35905,73352,37447,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2022,ple.27.420,0.085,725990,F,SSB,25543,64897,39354,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
2023,ple.27.420,NA,893313,F,SSB,NA,NA,NA,2023,0.27,0.182,473850,341003,0.152,473850,Greater North Sea,NA
1980,ple.27.5a,0.338,9437,F,SSB,5530,5530,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1981,ple.27.5a,0.22,10279,F,SSB,3951,3951,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1982,ple.27.5a,0.211,12226,F,SSB,6340,6340,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1983,ple.27.5a,0.346,14484,F,SSB,8553,8553,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1984,ple.27.5a,0.478,15399,F,SSB,11342,11342,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1985,ple.27.5a,0.409,14116,F,SSB,14473,14473,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1986,ple.27.5a,0.306,14421,F,SSB,12705,12705,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1987,ple.27.5a,0.4,15118,F,SSB,11157,11157,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1988,ple.27.5a,0.531,13574,F,SSB,14032,14032,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1989,ple.27.5a,0.333,10649,F,SSB,11307,11307,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1990,ple.27.5a,0.399,10110,F,SSB,11343,11343,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1991,ple.27.5a,0.418,8811,F,SSB,10713,10713,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1992,ple.27.5a,0.395,8136,F,SSB,10464,10464,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1993,ple.27.5a,0.534,7458,F,SSB,12702,12702,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1994,ple.27.5a,0.607,7237,F,SSB,12040,12040,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1995,ple.27.5a,0.433,7665,F,SSB,10813,10813,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1996,ple.27.5a,0.587,7493,F,SSB,11281,11281,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1997,ple.27.5a,0.592,6267,F,SSB,10743,10743,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1998,ple.27.5a,0.416,4749,F,SSB,7443,7443,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1999,ple.27.5a,0.503,5177,F,SSB,7145,7145,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2000,ple.27.5a,0.474,3787,F,SSB,5259,5259,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2001,ple.27.5a,0.433,4418,F,SSB,4925,4925,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2002,ple.27.5a,0.412,5134,F,SSB,5143,5143,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2003,ple.27.5a,0.403,6010,F,SSB,5258,5258,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2004,ple.27.5a,0.334,7349,F,SSB,5707,5707,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2005,ple.27.5a,0.307,8671,F,SSB,5802,5802,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2006,ple.27.5a,0.344,8652,F,SSB,6382,6382,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2007,ple.27.5a,0.28,11456,F,SSB,5810,5810,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2008,ple.27.5a,0.331,13800,F,SSB,6725,6725,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2009,ple.27.5a,0.313,15894,F,SSB,6323,6323,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2010,ple.27.5a,0.318,15370,F,SSB,5984,5984,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2011,ple.27.5a,0.255,16093,F,SSB,4943,4943,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2012,ple.27.5a,0.282,17549,F,SSB,5927,5927,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2013,ple.27.5a,0.26,16618,F,SSB,5988,5988,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2014,ple.27.5a,0.242,17669,F,SSB,5927,5927,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2015,ple.27.5a,0.237,20311,F,SSB,6754,6754,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2016,ple.27.5a,0.263,20932,F,SSB,7451,7451,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2017,ple.27.5a,0.237,21203,F,SSB,6694,6694,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2018,ple.27.5a,0.307,20508,F,SSB,8341,8341,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2019,ple.27.5a,0.239,18827,F,SSB,6835,6835,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2020,ple.27.5a,0.244,19663,F,SSB,7506,7506,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2021,ple.27.5a,0.307,19775,F,SSB,8677,8677,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2022,ple.27.5a,0.263,18857,F,SSB,7276,7276,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
2023,ple.27.5a,NA,19803,F,SSB,NA,NA,0,2023,0.57,0.46,12400,10000,0.41,12400,Iceland,NA
1981,ple.27.7a,0.59,7073,F,SSB,3903,NA,1566,2023,0.5,0.403,5294,3958,0.196,8757,Celtic Seas,NA
1982,ple.27.7a,0.59,6798,F,SSB,3238,NA,793,2023,0.5,0.403,5294,3958,0.196,8757,Celtic Seas,NA
1983,ple.27.7a,0.63,6099,F,SSB,3637,NA,703,2023,0.5,0.403,5294,3958,0.196,8757,Celtic Seas,NA
1984,ple.27.7a,0.57,7703,F,SSB,4278,NA,656,2023,0.5,0.403,5294,3958,0.196,8757,Celtic Seas,NA
1985,ple.27.7a,0.56,8462,F,SSB,5085,NA,581,2023,0.5,0.403,5294,3958,0.196,8757,Celtic Seas,NA
1986,ple.27.7a,0.59,9059,F,SSB,4867,NA,567,2023,0.5,0.403,5294,3958,0.196,8757,Celtic Seas,NA
1987,ple.27.7a,0.69,8477,F,SSB,6244,NA,688,2023,0.5,0.403,5294,3958,0.196,8757,Celtic Seas,NA
