Year,StockKeyLabel,F,SSB,FishingPressureDescription,StockSizeDescription,Landings,Catches,Discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger,Ecoregion,landings
1974,agn.27.nea,NA,NA,F,SSB,3,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2022,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1984,agn.27.nea,NA,NA,F,SSB,9,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1985,agn.27.nea,NA,NA,F,SSB,13,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2021,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1973,agn.27.nea,NA,NA,F,SSB,8,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1995,agn.27.nea,NA,NA,F,SSB,2,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1975,agn.27.nea,NA,NA,F,SSB,32,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1976,agn.27.nea,NA,NA,F,SSB,26,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1983,agn.27.nea,NA,NA,F,SSB,13,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2018,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2019,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2020,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1993,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1994,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2008,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1996,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1997,agn.27.nea,NA,NA,F,SSB,2,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1977,agn.27.nea,NA,NA,F,SSB,29,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1978,agn.27.nea,NA,NA,F,SSB,24,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1979,agn.27.nea,NA,NA,F,SSB,19,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1980,agn.27.nea,NA,NA,F,SSB,19,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1981,agn.27.nea,NA,NA,F,SSB,20,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1982,agn.27.nea,NA,NA,F,SSB,18,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1991,agn.27.nea,NA,NA,F,SSB,2,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1992,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2006,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2007,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1986,agn.27.nea,NA,NA,F,SSB,14,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2009,agn.27.nea,NA,NA,F,SSB,2,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2010,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2011,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1990,agn.27.nea,NA,NA,F,SSB,3,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1987,agn.27.nea,NA,NA,F,SSB,12,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1988,agn.27.nea,NA,NA,F,SSB,11,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1989,agn.27.nea,NA,NA,F,SSB,4,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2015,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2017,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2004,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2005,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2000,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2012,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2013,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2014,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2016,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2003,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1999,agn.27.nea,NA,NA,F,SSB,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2001,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1998,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2002,agn.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1994,alf.27.nea,NA,NA,F,SSB,1488,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1995,alf.27.nea,NA,NA,F,SSB,817,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2019,alf.27.nea,NA,NA,F,SSB,294,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2018,alf.27.nea,NA,NA,F,SSB,263,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2020,alf.27.nea,NA,NA,F,SSB,233,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1993,alf.27.nea,NA,NA,F,SSB,729,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2016,alf.27.nea,NA,NA,F,SSB,300,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1989,alf.27.nea,NA,NA,F,SSB,272,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1998,alf.27.nea,NA,NA,F,SSB,579,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1999,alf.27.nea,NA,NA,F,SSB,1001,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2015,alf.27.nea,NA,NA,F,SSB,365,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1992,alf.27.nea,NA,NA,F,SSB,460,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1996,alf.27.nea,NA,NA,F,SSB,1776,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1988,alf.27.nea,NA,NA,F,SSB,225,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2021,alf.27.nea,NA,NA,F,SSB,205,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1991,alf.27.nea,NA,NA,F,SSB,371,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2014,alf.27.nea,NA,NA,F,SSB,282,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2001,alf.27.nea,NA,NA,F,SSB,607,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1997,alf.27.nea,NA,NA,F,SSB,545,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2008,alf.27.nea,NA,NA,F,SSB,407,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2002,alf.27.nea,NA,NA,F,SSB,577,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1990,alf.27.nea,NA,NA,F,SSB,353,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2000,alf.27.nea,NA,NA,F,SSB,785,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2005,alf.27.nea,NA,NA,F,SSB,422,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2017,alf.27.nea,NA,NA,F,SSB,240,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2013,alf.27.nea,NA,NA,F,SSB,272,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2006,alf.27.nea,NA,NA,F,SSB,367,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2012,alf.27.nea,NA,NA,F,SSB,605,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2010,alf.27.nea,NA,NA,F,SSB,291,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2003,alf.27.nea,NA,NA,F,SSB,361,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2007,alf.27.nea,NA,NA,F,SSB,396,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2004,alf.27.nea,NA,NA,F,SSB,485,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2009,alf.27.nea,NA,NA,F,SSB,383,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2011,alf.27.nea,NA,NA,F,SSB,342,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1987,ane.27.8,0.699,20587,Frel,SSB,15308,15308,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1997,ane.27.8,0.46,44458,Frel,SSB,22337,22337,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1988,ane.27.8,0.505,28537,Frel,SSB,15581,15581,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1989,ane.27.8,0.543,15183,Frel,SSB,10614,10614,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1998,ane.27.8,0.342,91790,Frel,SSB,31617,31617,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2023,ane.27.8,0.24,116065,Frel,SSB,27190,27190,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1996,ane.27.8,0.706,46596,Frel,SSB,34373,34373,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2011,ane.27.8,0.126,114540,Frel,SSB,14530,14530,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1999,ane.27.8,0.379,68651,Frel,SSB,27259,27259,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2013,ane.27.8,0.214,65885,Frel,SSB,14192,14192,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2000,ane.27.8,0.395,93383,Frel,SSB,36994,36994,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2001,ane.27.8,0.449,89405,Frel,SSB,40149,40149,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2012,ane.27.8,0.152,94311,Frel,SSB,14402,14402,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2024,ane.27.8,NA,NA,Frel,SSB,NA,NA,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1995,ane.27.8,0.737,39493,Frel,SSB,30115,30115,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2006,ane.27.8,0.091,19319,Frel,SSB,1753,1753,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2007,ane.27.8,0.005,28719,Frel,SSB,141,141,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2008,ane.27.8,0,22661,Frel,SSB,0,0,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2009,ane.27.8,0,18924,Frel,SSB,0,0,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2014,ane.27.8,0.239,81796,Frel,SSB,20126,20126,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2015,ane.27.8,0.234,120651,Frel,SSB,28258,28258,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2016,ane.27.8,0.211,91995,Frel,SSB,20670,20670,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1990,ane.27.8,0.641,52622,Frel,SSB,34272,34272,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1991,ane.27.8,0.625,28970,Frel,SSB,19634,19634,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1992,ane.27.8,0.533,69852,Frel,SSB,37885,37885,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1993,ane.27.8,0.541,72688,Frel,SSB,40393,40393,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
1994,ane.27.8,0.708,47513,Frel,SSB,34631,34631,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2022,ane.27.8,0.276,89420,Frel,SSB,25196,25196,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2010,ane.27.8,0.217,46471,Frel,SSB,10317,10317,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2019,ane.27.8,0.289,92957,Frel,SSB,26857,26857,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2020,ane.27.8,0.201,125293,Frel,SSB,25823,25823,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2017,ane.27.8,0.319,81588,Frel,SSB,26450,26450,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2018,ane.27.8,0.276,111310,Frel,SSB,30773,30773,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2002,ane.27.8,0.463,37749,Frel,SSB,17507,17507,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2021,ane.27.8,0.203,137584,Frel,SSB,27982,27982,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2005,ane.27.8,0.08,14130,Frel,SSB,1128,1128,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2003,ane.27.8,0.388,26988,Frel,SSB,10595,10595,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2004,ane.27.8,0.533,30387,Frel,SSB,16361,16361,NA,2023,NA,NA,NA,21000,NA,24000,BoBiscay & Iberia,NA
2004,anf.27.3a46,NA,NA,NA,B_index,11976,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2005,anf.27.3a46,NA,39,NA,B_index,13728,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2010,anf.27.3a46,NA,42,NA,B_index,12136,NA,69,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2017,anf.27.3a46,NA,88,NA,B_index,21719,NA,756,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2006,anf.27.3a46,NA,41,NA,B_index,13292,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2021,anf.27.3a46,NA,48,NA,B_index,20143,NA,249,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2003,anf.27.3a46,NA,NA,NA,B_index,12008,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2001,anf.27.3a46,NA,NA,NA,B_index,19157,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2007,anf.27.3a46,NA,50,NA,B_index,14564,NA,490,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1996,anf.27.3a46,NA,NA,NA,B_index,35100,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2022,anf.27.3a46,NA,55,NA,B_index,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2016,anf.27.3a46,NA,78,NA,B_index,19412,NA,981,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1999,anf.27.3a46,NA,NA,NA,B_index,21854,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2009,anf.27.3a46,NA,38,NA,B_index,15372,NA,38,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2019,anf.27.3a46,NA,59,NA,B_index,21551,NA,513,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2011,anf.27.3a46,NA,33,NA,B_index,12902,NA,95,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2000,anf.27.3a46,NA,NA,NA,B_index,19682,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1998,anf.27.3a46,NA,NA,NA,B_index,25293,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1995,anf.27.3a46,NA,NA,NA,B_index,28913,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1992,anf.27.3a46,NA,NA,NA,B_index,21872,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2002,anf.27.3a46,NA,NA,NA,B_index,15067,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2008,anf.27.3a46,NA,54,NA,B_index,15878,NA,903,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2018,anf.27.3a46,NA,78,NA,B_index,21572,NA,326,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1994,anf.27.3a46,NA,NA,NA,B_index,25057,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2020,anf.27.3a46,NA,NA,NA,B_index,19072,NA,316,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2015,anf.27.3a46,NA,68,NA,B_index,15663,NA,395,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2014,anf.27.3a46,NA,53,NA,B_index,14406,NA,448,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2012,anf.27.3a46,NA,36,NA,B_index,11143,NA,590,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1997,anf.27.3a46,NA,NA,NA,B_index,32728,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1993,anf.27.3a46,NA,NA,NA,B_index,23971,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1991,anf.27.3a46,NA,NA,NA,B_index,17441,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2013,anf.27.3a46,NA,38,NA,B_index,11375,NA,687,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1999,ank.27.78abd,0.214,15164,NA,Combined-sex SSB,6739,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1996,ank.27.78abd,0.199,15655,NA,Combined-sex SSB,8093,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1997,ank.27.78abd,0.207,15876,NA,Combined-sex SSB,8114,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1998,ank.27.78abd,0.24,15967,NA,Combined-sex SSB,8599,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2009,ank.27.78abd,0.165,18444,NA,Combined-sex SSB,8287,10400,2113,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1986,ank.27.78abd,0.197,20449,NA,Combined-sex SSB,8217,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1987,ank.27.78abd,0.174,19285,NA,Combined-sex SSB,7620,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1988,ank.27.78abd,0.187,19082,NA,Combined-sex SSB,8382,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1995,ank.27.78abd,0.171,15359,NA,Combined-sex SSB,6954,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1994,ank.27.78abd,0.151,15142,NA,Combined-sex SSB,5744,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2006,ank.27.78abd,0.154,14472,NA,Combined-sex SSB,6131,6835,704,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2007,ank.27.78abd,0.112,15101,NA,Combined-sex SSB,6608,7021,413,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2008,ank.27.78abd,0.156,16519,NA,Combined-sex SSB,7399,8985,1585,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2022,ank.27.78abd,0.095,47436,NA,Combined-sex SSB,10035,12600,2564,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2010,ank.27.78abd,0.158,20885,NA,Combined-sex SSB,8626,10062,1436,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2011,ank.27.78abd,0.157,23406,NA,Combined-sex SSB,9348,10319,971,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2012,ank.27.78abd,0.15,25680,NA,Combined-sex SSB,8429,9888,1459,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1989,ank.27.78abd,0.203,19050,NA,Combined-sex SSB,8820,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1990,ank.27.78abd,0.234,18931,NA,Combined-sex SSB,9632,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1991,ank.27.78abd,0.229,18044,NA,Combined-sex SSB,8780,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1992,ank.27.78abd,0.225,16889,NA,Combined-sex SSB,8176,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1993,ank.27.78abd,0.182,15633,NA,Combined-sex SSB,6566,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2005,ank.27.78abd,0.171,13057,NA,Combined-sex SSB,7187,7914,727,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2018,ank.27.78abd,0.095,32073,NA,Combined-sex SSB,10076,10805,730,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2019,ank.27.78abd,0.11,37220,NA,Combined-sex SSB,9680,10778,1099,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2020,ank.27.78abd,0.092,40906,NA,Combined-sex SSB,8676,9615,939,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2021,ank.27.78abd,0.092,44346,NA,Combined-sex SSB,8965,11131,2166,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2023,ank.27.78abd,NA,50975,NA,Combined-sex SSB,NA,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2002,ank.27.78abd,0.195,11840,NA,Combined-sex SSB,6505,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2003,ank.27.78abd,0.183,11194,NA,Combined-sex SSB,8171,8351,179,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2000,ank.27.78abd,0.239,14393,NA,Combined-sex SSB,6645,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2001,ank.27.78abd,0.211,13002,NA,Combined-sex SSB,5728,NA,NA,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2013,ank.27.78abd,0.185,27316,NA,Combined-sex SSB,10475,12760,2285,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2014,ank.27.78abd,0.172,26754,NA,Combined-sex SSB,9832,12402,2570,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2004,ank.27.78abd,0.23,11897,NA,Combined-sex SSB,7537,8213,676,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2017,ank.27.78abd,0.149,29090,NA,Combined-sex SSB,11690,13460,1770,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2015,ank.27.78abd,0.126,26143,NA,Combined-sex SSB,9649,11109,1460,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
2016,ank.27.78abd,0.147,27255,NA,Combined-sex SSB,10220,12660,2441,2023,NA,0.257,16776,12073,0.163,16776,BoBiscay & Iberia,NA
1994,ank.27.8c9a,1.52,0.68,F/Fmsy,B/Bmsy,1580,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1995,ank.27.8c9a,1.69,0.65,F/Fmsy,B/Bmsy,1843,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1990,ank.27.8c9a,1.43,1.01,F/Fmsy,B/Bmsy,2334,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1991,ank.27.8c9a,1.45,0.94,F/Fmsy,B/Bmsy,2162,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1992,ank.27.8c9a,1.69,0.86,F/Fmsy,B/Bmsy,2111,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1993,ank.27.8c9a,1.62,0.79,F/Fmsy,B/Bmsy,2227,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2005,ank.27.8c9a,0.94,0.61,F/Fmsy,B/Bmsy,933,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1980,ank.27.8c9a,0.93,1.42,F/Fmsy,B/Bmsy,2110,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1981,ank.27.8c9a,1.01,1.4,F/Fmsy,B/Bmsy,2300,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1982,ank.27.8c9a,1.07,1.38,F/Fmsy,B/Bmsy,2369,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1989,ank.27.8c9a,1.41,1.09,F/Fmsy,B/Bmsy,2578,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1988,ank.27.8c9a,1.68,1.26,F/Fmsy,B/Bmsy,3700,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2002,ank.27.8c9a,0.89,0.52,F/Fmsy,B/Bmsy,810,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2003,ank.27.8c9a,0.99,0.57,F/Fmsy,B/Bmsy,934,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
