Stockid,Status,Assessment Url,DOWNLOAD URL DUMMY,Meeting,Method,Stock Long,Common Name,F Gsa Lib,F Subname,Area,Areaw,Asses Year,Bref,F Division,F Divname,F Subarea,Fref,ID,Scientific Name,Smu Name,Stock,Version,Year,B Bref,Biomass,Bref Point,Catch,F,F Fref,Fref Point,Landings,LOGR,LOGSSB,LOGTC,Number of Records,R,SSB,TC
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2006,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2006,,14134,,4471,"0,86","3,909","0,22",,268393,7746,4471,1,268393,7746,4471
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2007,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2007,,12863,,4244,"0,86","3,909","0,22",,136459,6890,4244,1,136459,6890,4244
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2008,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2008,,11308,,3038,"0,68","3,091","0,22",,142985,6296,3038,1,142985,6296,3038
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2009,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2009,,10298,,2830,"0,66",3,"0,22",,203143,6122,2830,1,203143,6122,2830
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2010,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2010,,11684,,3772,"0,79","3,591","0,22",,258532,6131,3772,1,258532,6131,3772
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2011,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2011,,10866,,3567,"0,84","3,818","0,22",,241954,5711,3567,1,241954,5711,3567
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2012,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2012,,9518,,2921,"0,73","3,318","0,22",,164141,5014,2921,1,164141,5014,2921
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2013,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2013,,9596,,2762,"0,68","3,091","0,22",,149453,5176,2762,1,149453,5176,2762
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2014,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2014,,9150,,3051,"0,77","3,5","0,22",,178624,5486,3051,1,178624,5486,3051
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2015,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2015,,8469,,2887,"0,8","3,636","0,22",,167371,4934,2887,1,167371,4934,2887
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2016,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2016,,7682,,2269,"0,72","3,273","0,22",,145673,4418,2269,1,145673,4418,2269
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2017,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2017,,6943,,2010,"0,69","3,136","0,22",,117106,4074,2010,1,117106,4074,2010
HKE_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,European Hake in SA 10,European Hake,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,HKE_9_10_11_EWG19_10_2018,Merluccius merluccius,South Tirrenian Sea,HKE,2019_12_18,2018,,7137,,2086,"0,8","3,636","0,22",,165298,3576,2086,1,165298,3576,2086
HOM_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,Atlantic horse mackerel in SA 10,Atlantic horse mackerel,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,HOM_9_10_11_EWG17_09_2009,Trachurus trachurus,South Tirrenian Sea,HOM,16_01_2018,2009,,"15825,6",,"5282,3","0,65","2,826","0,23","5282,3",720023,"2489,1","5282,3",1,720023,"2489,1","5282,3"
HOM_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,Atlantic horse mackerel in SA 10,Atlantic horse mackerel,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,HOM_9_10_11_EWG17_09_2010,Trachurus trachurus,South Tirrenian Sea,HOM,16_01_2018,2010,,"16154,6",,"7765,2","0,61","2,652","0,23","7765,2",573254,"3529,4","7765,2",1,573254,"3529,4","7765,2"
HOM_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,Atlantic horse mackerel in SA 10,Atlantic horse mackerel,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,HOM_9_10_11_EWG17_09_2011,Trachurus trachurus,South Tirrenian Sea,HOM,16_01_2018,2011,,"8051,9",,4173,"1,59","6,913","0,23",4173,212087,"2948,4",4173,1,212087,"2948,4",4173
HOM_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,Atlantic horse mackerel in SA 10,Atlantic horse mackerel,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,HOM_9_10_11_EWG17_09_2012,Trachurus trachurus,South Tirrenian Sea,HOM,16_01_2018,2012,,"3749,4",,1902,"1,79","7,783","0,23",1902,85719,"1617,8",1902,1,85719,"1617,8",1902
HOM_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,Atlantic horse mackerel in SA 10,Atlantic horse mackerel,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,HOM_9_10_11_EWG17_09_2013,Trachurus trachurus,South Tirrenian Sea,HOM,16_01_2018,2013,,"2451,6",,955,"1,41","6,13","0,23",955,79147,"741,9",955,1,79147,"741,9",955
HOM_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,Atlantic horse mackerel in SA 10,Atlantic horse mackerel,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,HOM_9_10_11_EWG17_09_2014,Trachurus trachurus,South Tirrenian Sea,HOM,16_01_2018,2014,,"2278,9",,"820,6","1,3","5,652","0,23","820,6",76654,"633,8","820,6",1,76654,"633,8","820,6"
HOM_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,Atlantic horse mackerel in SA 10,Atlantic horse mackerel,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,HOM_9_10_11_EWG17_09_2015,Trachurus trachurus,South Tirrenian Sea,HOM,16_01_2018,2015,,"12583,9",,"6857,2","0,87","3,783","0,23","6857,2",764932,"908,2","6857,2",1,764932,"908,2","6857,2"
HOM_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,Atlantic horse mackerel in SA 10,Atlantic horse mackerel,GSA10,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,HOM_9_10_11_EWG17_09_2016,Trachurus trachurus,South Tirrenian Sea,HOM,16_01_2018,2016,,8278,,3769,"0,56","2,435","0,23",3769,430635,"969,6",3769,1,430635,"969,6",3769
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2002,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2002,,,,715,"1,05","2,561","0,41",,153260,740,715,1,153260,740,715
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2003,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2003,,,,530,"0,89","2,171","0,41",,120618,619,530,1,120618,619,530
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2004,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2004,,,,414,"0,8","1,951","0,41",,134856,538,414,1,134856,538,414
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2005,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2005,,,,382,"0,77","1,878","0,41",,141093,551,382,1,141093,551,382
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2006,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2006,,,,396,"0,8","1,951","0,41",,105411,564,396,1,105411,564,396
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2007,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2007,,,,408,"0,85","2,073","0,41",,78952,479,408,1,78952,479,408
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2008,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2008,,,,314,"0,85","2,073","0,41",,81516,374,314,1,81516,374,314
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2009,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2009,,,,236,"0,78","1,902","0,41",,80375,345,236,1,80375,345,236
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2010,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2010,,,,220,"0,68","1,659","0,41",,96466,345,220,1,96466,345,220
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2011,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2011,,,,218,"0,59","1,439","0,41",,134667,423,218,1,134667,423,218
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2012,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2012,,,,261,"0,55","1,341","0,41",,131414,550,261,1,131414,550,261
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2013,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2013,,,,326,"0,55","1,341","0,41",,134563,663,326,1,134563,663,326
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2014,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2014,,,,379,"0,58","1,415","0,41",,148763,679,379,1,148763,679,379
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2015,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2015,,,,402,"0,62","1,512","0,41",,142380,711,402,1,142380,711,402
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2016,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2016,,,,412,"0,61","1,488","0,41",,183410,709,412,1,183410,709,412
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2017,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2017,,,,434,"0,55","1,341","0,41",,132753,826,434,1,132753,826,434
MUT_10_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Red mullet in SA 10,Red mullet,GSA10,Western Mediterranean,10,SA 10,2019,,37.1.3,Sardinia,37.1,F0.1,MUT_10_EWG19_10_2018,Mullus barbatus,South Tirrenian Sea,MUT,2019_12_18,2018,,,,403,"0,48","1,171","0,41",,110830,822,403,1,110830,822,403
ANE_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,European anchovy in SA 11,European anchovy,GSA11,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,ANE_9_10_11_EWG17_09_2009,Engraulis encrasicolus,Sardinia,ANE,16_01_2018,2009,,61036,,"7154,9","0,54689","2,486","0,22","7154,9",5293672,29145,"7154,9",1,5293672,29145,"7154,9"
ANE_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,European anchovy in SA 11,European anchovy,GSA11,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,ANE_9_10_11_EWG17_09_2010,Engraulis encrasicolus,Sardinia,ANE,16_01_2018,2010,,66679,,8538,"0,46291","2,104","0,22",8538,6254804,30925,8538,1,6254804,30925,8538
ANE_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,European anchovy in SA 11,European anchovy,GSA11,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,ANE_9_10_11_EWG17_09_2011,Engraulis encrasicolus,Sardinia,ANE,16_01_2018,2011,,64354,,"11756,7","0,7561","3,437","0,22","11756,7",6037315,25758,"11756,7",1,6037315,25758,"11756,7"
ANE_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,European anchovy in SA 11,European anchovy,GSA11,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,ANE_9_10_11_EWG17_09_2012,Engraulis encrasicolus,Sardinia,ANE,16_01_2018,2012,,59137,,"11286,5","0,71306","3,241","0,22","11286,5",5587597,24051,"11286,5",1,5587597,24051,"11286,5"
ANE_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,European anchovy in SA 11,European anchovy,GSA11,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,ANE_9_10_11_EWG17_09_2013,Engraulis encrasicolus,Sardinia,ANE,16_01_2018,2013,,57150,,"9879,5","0,74009","3,364","0,22","9879,5",6997280,21339,"9879,5",1,6997280,21339,"9879,5"
ANE_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,European anchovy in SA 11,European anchovy,GSA11,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,ANE_9_10_11_EWG17_09_2014,Engraulis encrasicolus,Sardinia,ANE,16_01_2018,2014,,61076,,"6647,1","0,50112","2,278","0,22","6647,1",7648074,24851,"6647,1",1,7648074,24851,"6647,1"
ANE_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,European anchovy in SA 11,European anchovy,GSA11,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,ANE_9_10_11_EWG17_09_2015,Engraulis encrasicolus,Sardinia,ANE,16_01_2018,2015,,70406,,7332,"0,44866","2,039","0,22",7332,6077207,33738,7332,1,6077207,33738,7332
ANE_9_10_11_EWG17_09,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,STATUS,EWG17_09,XSA,European anchovy in SA 11,European anchovy,GSA11,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2017,,37.1.3,Sardinia,37.1,Emsy,ANE_9_10_11_EWG17_09_2016,Engraulis encrasicolus,Sardinia,ANE,16_01_2018,2016,,75750,,"8931,1","0,33589","1,527","0,22","8931,1",6150093,39011,"8931,1",1,6150093,39011,"8931,1"
ARA_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Blue and red shrimp in SA 11,Blue and red shrimp,GSA11,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,ARA_9_10_11_EWG19_10_2006,Aristeus antennatus,Sardinia,ARA,2019_12_18,2006,,965,,262,"0,76","1,949","0,39",,34317,417,262,1,34317,417,262
ARA_9_10_11_EWG19_10,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2554024/STECF+19-10+-+MED+stock+assess_part+1.pdf/ddc5a372-9a61-44b9-ae56-666dff82c5cd,STATUS,EWG19_10,a4a,Blue and red shrimp in SA 11,Blue and red shrimp,GSA11,Western Mediterranean,09_10_11,SA 09 SA 10 SA 11,2019,,37.1.3,Sardinia,37.1,F0.1,ARA_9_10_11_EWG19_10_2007,Aristeus antennatus,Sardinia,ARA,2019_12_18,2007,,949,,183,"0,6","1,538","0,39",,40615,403,183,1,40615,403,183
