Stockid,Status,Assessment Url,DOWNLOAD URL DUMMY,Meeting,Method,Stock Long,Common Name,F Gsa Lib,F Subname,Area,Areaw,Asses Year,Bref,F Division,F Divname,F Subarea,Fref,ID,Scientific Name,Smu Name,Stock,Version,Year,B Bref,Biomass,Bref Point,Catch,F,F Fref,Fref Point,Landings,LOGR,LOGSSB,LOGTC,Number of Records,R,SSB,TC
MUT_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,a4a,Red mullet in SA 18,Red mullet,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,,37.2.2,Ionian,37.2,F0.1,MUT_17_18_EWG19_16_2009,Mullus barbatus,Southern Adriatic,MUT,2019_12_18,2009,,,,6294,"1,15","2,805","0,41",,2679091,4365,6294,1,2679091,4365,6294
MUT_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,a4a,Red mullet in SA 18,Red mullet,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,,37.2.2,Ionian,37.2,F0.1,MUT_17_18_EWG19_16_2010,Mullus barbatus,Southern Adriatic,MUT,2019_12_18,2010,,,,4743,"1,06","2,585","0,41",,2570276,4489,4743,1,2570276,4489,4743
MUT_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,a4a,Red mullet in SA 18,Red mullet,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,,37.2.2,Ionian,37.2,F0.1,MUT_17_18_EWG19_16_2011,Mullus barbatus,Southern Adriatic,MUT,2019_12_18,2011,,,,4387,"0,97","2,366","0,41",,2446093,5347,4387,1,2446093,5347,4387
MUT_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,a4a,Red mullet in SA 18,Red mullet,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,,37.2.2,Ionian,37.2,F0.1,MUT_17_18_EWG19_16_2012,Mullus barbatus,Southern Adriatic,MUT,2019_12_18,2012,,,,4923,"0,91","2,22","0,41",,2341431,5734,4923,1,2341431,5734,4923
MUT_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,a4a,Red mullet in SA 18,Red mullet,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,,37.2.2,Ionian,37.2,F0.1,MUT_17_18_EWG19_16_2013,Mullus barbatus,Southern Adriatic,MUT,2019_12_18,2013,,,,5926,"0,88","2,146","0,41",,2293560,6870,5926,1,2293560,6870,5926
MUT_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,a4a,Red mullet in SA 18,Red mullet,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,,37.2.2,Ionian,37.2,F0.1,MUT_17_18_EWG19_16_2014,Mullus barbatus,Southern Adriatic,MUT,2019_12_18,2014,,,,5990,"0,87","2,122","0,41",,2334876,6732,5990,1,2334876,6732,5990
MUT_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,a4a,Red mullet in SA 18,Red mullet,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,,37.2.2,Ionian,37.2,F0.1,MUT_17_18_EWG19_16_2015,Mullus barbatus,Southern Adriatic,MUT,2019_12_18,2015,,,,5906,"0,83","2,024","0,41",,2490967,6935,5906,1,2490967,6935,5906
MUT_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,a4a,Red mullet in SA 18,Red mullet,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,,37.2.2,Ionian,37.2,F0.1,MUT_17_18_EWG19_16_2016,Mullus barbatus,Southern Adriatic,MUT,2019_12_18,2016,,,,5786,"0,76","1,854","0,41",,2779781,7455,5786,1,2779781,7455,5786
MUT_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,a4a,Red mullet in SA 18,Red mullet,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,,37.2.2,Ionian,37.2,F0.1,MUT_17_18_EWG19_16_2017,Mullus barbatus,Southern Adriatic,MUT,2019_12_18,2017,,,,5980,"0,66","1,61","0,41",,3206899,8495,5980,1,3206899,8495,5980
MUT_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,a4a,Red mullet in SA 18,Red mullet,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,,37.2.2,Ionian,37.2,F0.1,MUT_17_18_EWG19_16_2018,Mullus barbatus,Southern Adriatic,MUT,2019_12_18,2018,,,,7828,"0,58","1,415","0,41",,3759807,9639,7828,1,3759807,9639,7828
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1970,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1970,"1,994150401","9705,53",4867,1270,"0,13","0,289","0,45",1270,,,1270,1,,,1270
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1971,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1971,"2,001584138","9741,71",4867,1283,"0,13","0,289","0,45",1283,,,1283,1,,,1283
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1972,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1972,"2,080762277","10127,07",4867,1397,"0,14","0,311","0,45",1397,,,1397,1,,,1397
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1973,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1973,"1,780100678","8663,75",4867,1113,"0,13","0,289","0,45",1113,,,1113,1,,,1113
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1974,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1974,"1,739350729","8465,42",4867,1098,"0,13","0,289","0,45",1098,,,1098,1,,,1098
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1975,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1975,"1,846344771","8986,16",4867,1197,"0,13","0,289","0,45",1197,,,1197,1,,,1197
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1976,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1976,"2,156402301","10495,21",4867,1520,"0,15","0,333","0,45",1520,,,1520,1,,,1520
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1977,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1977,"2,463014177","11987,49",4867,2104,"0,17","0,378","0,45",2104,,,2104,1,,,2104
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1978,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1978,"1,773661393","8632,41",4867,1469,"0,17","0,378","0,45",1469,,,1469,1,,,1469
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1979,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1979,"1,495814670","7280,13",4867,1288,"0,18","0,4","0,45",1288,,,1288,1,,,1288
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1980,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1980,"1,332249846","6484,06",4867,1116,"0,17","0,378","0,45",1116,,,1116,1,,,1116
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1981,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1981,"1,374629135","6690,32",4867,1185,"0,18","0,4","0,45",1185,,,1185,1,,,1185
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1982,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1982,"1,513901788","7368,16",4867,1407,"0,19","0,422","0,45",1407,,,1407,1,,,1407
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1983,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1983,"1,426850216","6944,48",4867,1270,"0,18","0,4","0,45",1270,,,1270,1,,,1270
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1984,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1984,"1,425979043","6940,24",4867,1219,"0,18","0,4","0,45",1219,,,1219,1,,,1219
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1985,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1985,"1,987780974","9674,53",4867,2109,"0,21","0,467","0,45",2109,,,2109,1,,,2109
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1986,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1986,"2,053135402","9992,61",4867,2350,"0,23","0,511","0,45",2350,,,2350,1,,,2350
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1987,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1987,"1,824877748","8881,68",4867,2087,"0,24","0,533","0,45",2087,,,2087,1,,,2087
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1988,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1988,"2,084871584","10147,07",4867,2836,"0,27","0,6","0,45",2836,,,2836,1,,,2836
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1989,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1989,"1,660862955","8083,42",4867,2159,"0,27","0,6","0,45",2159,,,2159,1,,,2159
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1990,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1990,"1,459042531","7101,16",4867,1890,"0,27","0,6","0,45",1890,,,1890,1,,,1890
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1991,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1991,"1,712200534","8333,28",4867,2507,"0,3","0,667","0,45",2507,,,2507,1,,,2507
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1992,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1992,"1,924031231","9364,26",4867,3151,"0,33","0,733","0,45",3151,,,3151,1,,,3151
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1993,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1993,"1,818237107","8849,36",4867,3122,"0,35","0,778","0,45",3122,,,3122,1,,,3122
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1994,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1994,"1,890848572","9202,76",4867,3366,"0,36","0,8","0,45",3366,,,3366,1,,,3366
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1995,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1995,"1,878713787","9143,7",4867,3148,"0,35","0,778","0,45",3148,,,3148,1,,,3148
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1996,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1996,"1,910339018","9297,62",4867,3558,"0,38","0,844","0,45",3558,,,3558,1,,,3558
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1997,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1997,"1,640784878","7985,7",4867,3058,"0,38","0,844","0,45",3058,,,3058,1,,,3058
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1998,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1998,"1,335333881","6499,07",4867,2426,"0,37","0,822","0,45",2426,,,2426,1,,,2426
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_1999,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,1999,"0,989817136","4817,44",4867,1753,"0,37","0,822","0,45",1753,,,1753,1,,,1753
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_2000,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,2000,"0,948391206","4615,82",4867,1864,"0,4","0,889","0,45",1864,,,1864,1,,,1864
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_2001,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,2001,"0,819402096","3988,03",4867,1559,"0,39","0,867","0,45",1559,,,1559,1,,,1559
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_2002,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,2002,"0,728802137","3547,08",4867,1252,"0,37","0,822","0,45",1252,,,1252,1,,,1252
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_2003,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,2003,"1,041097185","5067,02",4867,2219,"0,42","0,933","0,45",2219,,,2219,1,,,2219
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_2004,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,2004,"1,057957674","5149,08",4867,2279,"0,45",1,"0,45",2279,,,2279,1,,,2279
NEP_17_18_EWG19_16,OVERFISHING,https://stecf.jrc.ec.europa.eu/documents/43805/2574657/STECF+19-16+-+MED+demersal+assess+II.pdf/b3f4cb53-3302-4c9a-a77a-2433e5299280,STATUS,EWG19_16,SPICT,Norway lobster in SA 18,Norway lobster,GSA18,Central Mediterranean,17_18,SA 17 SA 18,2019,Bmsy,37.2.2,Ionian,37.2,Fmsy,NEP_17_18_EWG19_16_2005,Nephrops norvegicus,Southern Adriatic,NEP,2019_12_18,2005,"1,262603246","6145,09",4867,3394,"0,54","1,2","0,45",3394,,,3394,1,,,3394
